gene_ID	hgnc_symbol	chr	strand	start	end	TP63_PTC_log2FoldChange	TP63_PTC_pvalue	TP63_PTC_padj
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	0.49	0.588	1
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	0.611	0.186	1
ENSG00000148300	REXO4	chr9	-	133406059	133418096	-0.0857	0.495	1
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	0.412	0.659	1
ENSG00000148248	SURF4	chr9	-	133361450	133376166	-0.063	0.389	1
ENSG00000148362	PAXX	chr9	+	136992422	136993984	0.0173	0.862	1
ENSG00000175164	ABO	chr9	-	133233278	133276024	0.612	0.672	1
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	0	1	
ENSG00000165695	AK8	chr9	-	132725578	132878777	-0.513	0.687	1
ENSG00000125485	DDX31	chr9	-	132592997	132670401	-0.00787	0.952	1
ENSG00000107290	SETX	chr9	-	132261356	132354986	0.0482	0.476	1
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	0.335	0.782	1
ENSG00000230289		chr9	-	131516558	131522229	-0.0107	0.992	1
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	-0.39	0.491	1
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.437	0.158	1
ENSG00000126883	NUP214	chr9	+	131125573	131234663	0.0226	0.759	1
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	0.396	0.531	1
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	0.0249	0.799	1
ENSG00000188710	QRFP	chr9	-	130892707	130896812	0.00303	0.997	1
ENSG00000097007	ABL1	chr9	+	130713043	130887675	0.127	0.124	1
ENSG00000130707	ASS1	chr9	+	130444961	130501274	-0.109	0.321	1
ENSG00000107130	NCS1	chr9	+	130172404	130237303	-0.258	0.0557	1
ENSG00000148358	GPR107	chr9	+	130053426	130140169	-0.0527	0.514	1
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.13	0.291	1
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	1.6	0.294	1
ENSG00000179058	C9orf50	chr9	-	129612225	129621101	-1.76	0.617	
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	-0.0112	0.925	1
ENSG00000261334		chr9	-	129480605	129482538	-0.0678	0.929	1
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	0.204	0.105	1
ENSG00000226355		chr9	+	129438216	129447545	-0.196	0.94	1
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-0.0283	0.963	1
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	-0.297	0.723	1
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.105	0.166	1
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	-0.062	0.603	1
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	-0.154	0.191	1
ENSG00000267834		chr9	-	129004502	129004998	0.159	0.73	1
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	-0.0916	0.366	1
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.0532	0.88	1
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	-0.00453	0.97	1
ENSG00000160445	ZER1	chr9	-	128729786	128772414	-0.168	0.0526	1
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.32	0.317	1
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	-0.397	0.0239	0.732
ENSG00000160447	PKN3	chr9	+	128702503	128720916	-0.0419	0.82	1
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	16.4	4.13e-12	
ENSG00000280474		chr9	+	128595893	128596633	-0.316	0.891	1
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	0.088	0.128	1
ENSG00000119392	GLE1	chr9	+	128504655	128543874	0.0571	0.538	1
ENSG00000136811	ODF2	chr9	+	128455186	128501292	-0.0925	0.262	1
ENSG00000273186		chr9	+	128431598	128432006	-0.194	0.711	1
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.037	0.803	1
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	0.0393	0.74	1
ENSG00000167113	COQ4	chr9	+	128322544	128334072	-0.137	0.419	1
ENSG00000272696		chr9	+	128316337	128316909	0.237	0.521	1
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.043	0.774	1
ENSG00000106976	DNM1	chr9	+	128191655	128255248	-0.0658	0.819	1
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	-0.111	0.141	1
ENSG00000171159	BBLN	chr9	+	128160265	128163924	-0.158	0.361	1
ENSG00000232850		chr9	+	128128529	128130628	-0.0934	0.925	1
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	-0.352	0.235	1
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	-0.22	0.269	1
ENSG00000227218		chr9	+	127934503	127940952	0.606	0.672	1
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	-0.228	0.408	1
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	-0.337	0.296	1
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	0.00227	0.988	1
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	-0.119	0.124	1
ENSG00000225032		chr9	+	127816066	127822520	-0.157	0.81	1
ENSG00000106991	ENG	chr9	-	127815013	127854658	0.0916	0.621	1
ENSG00000136807	CDK9	chr9	+	127785679	127790792	0.0278	0.781	1
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	0.0604	0.499	1
ENSG00000197958	RPL12	chr9	-	127447674	127451406	0.0297	0.757	1
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	-0.287	0.442	1
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	-0.0217	0.897	1
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	0.0644	0.436	1
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	0.138	0.658	1
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	0.0568	0.606	1
ENSG00000136918	WDR38	chr9	+	124853417	124857890	1.68	0.437	1
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	-0.0645	0.821	1
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	0.07	0.255	1
ENSG00000119522	DENND1A	chr9	-	123379654	123930152	0.0539	0.519	1
ENSG00000188394	GPR21	chr9	+	123033667	123035665	1.66	0.011	0.477
ENSG00000011454	RABGAP1	chr9	+	122940833	123104866	0.0176	0.794	1
ENSG00000171448	ZBTB26	chr9	-	122915566	122931512	0.153	0.362	1
ENSG00000186130	ZBTB6	chr9	-	122908056	122913323	-0.112	0.375	1
ENSG00000136940	PDCL	chr9	-	122798389	122828588	-0.276	0.019	0.668
ENSG00000095303	PTGS1	chr9	+	122370530	122395703	-0.0839	0.941	1
ENSG00000119446	RBM18	chr9	-	122237622	122264840	-0.235	0.0608	1
ENSG00000106852	LHX6	chr9	-	122202577	122229626	1.06	0.261	1
ENSG00000175764	TTLL11	chr9	-	121815674	122093606	0.238	0.676	1
ENSG00000186912	P2RY4	chrX	-	70258166	70260204	1.03	0.501	1
ENSG00000119396	RAB14	chr9	-	121178133	121223014	-0.123	0.122	1
ENSG00000119397	CNTRL	chr9	+	121074660	121177729	0.249	0.0807	1
ENSG00000214654	B3GALT9	chr9	+	120792403	120801787	0.258	0.7	1
ENSG00000119402	FBXW2	chr9	-	120751978	120793416	-0.0436	0.635	1
ENSG00000106780	MEGF9	chr9	-	120600811	120714470	-0.23	0.0984	1
ENSG00000136861	CDK5RAP2	chr9	-	120388875	120580170	-0.0132	0.879	1
ENSG00000078725	BRINP1	chr9	-	119153458	119369435	-0.388	0.485	1
ENSG00000285820		chr9	+	116838144	116877264	-0.935	0.258	1
ENSG00000119401	TRIM32	chr9	+	116687305	116701300	0.0351	0.806	1
ENSG00000148219	ASTN2	chr9	-	116423112	117415070	0.0425	0.845	1
ENSG00000182752	PAPPA	chr9	+	116153791	116402321	0.274	0.0958	1
ENSG00000041982	TNC	chr9	-	115019575	115118207	0.429	0.000183	0.0146
ENSG00000173077	DELEC1	chr9	+	114850968	115402644	-1.12	0.123	1
ENSG00000181634	TNFSF15	chr9	-	114784652	114806039	0.319	0.756	1
ENSG00000136888	ATP6V1G1	chr9	+	114587706	114598915	-0.00654	0.946	1
ENSG00000235119		chr9	-	114396724	114398503	0.586	0.801	1
ENSG00000228278	ORM2	chr9	+	114329869	114333251	2.2	0.357	1
ENSG00000196739	COL27A1	chr9	+	114155537	114312511	0.02	0.804	1
ENSG00000106927	AMBP	chr9	-	114060127	114078328	14.8	1.75e-06	
ENSG00000227482		chr9	+	113650956	113682855	-0.484	0.797	1
ENSG00000233817		chr9	+	113619228	113622634	-1.41	0.554	1
ENSG00000138835	RGS3	chr9	+	113444731	113597743	-0.00395	0.968	1
ENSG00000157653	C9orf43	chr9	+	113410054	113429690	-1.46	0.0943	1
ENSG00000148218	ALAD	chr9	-	113386312	113401290	0.0819	0.363	1
ENSG00000119431	HDHD3	chr9	-	113373419	113376986	0.0507	0.658	1
ENSG00000165188	RNF183	chr9	-	113297093	113303376	1.01	0.587	1
ENSG00000176386	CDC26	chr9	-	113255835	113275572	0.00188	0.989	1
ENSG00000136868	SLC31A1	chr9	+	113221544	113264492	0.0314	0.684	1
ENSG00000225684	FAM225B	chr9	-	113102117	113111543	-0.283	0.911	1
ENSG00000271631	SLC46A2-AS1	chr9	+	112885158	112885767	-2.22	0.239	1
ENSG00000119457	SLC46A2	chr9	-	112878920	112890876	1.38	0.449	1
ENSG00000148153	INIP	chr9	-	112683926	112718149	-0.209	0.155	1
ENSG00000230185	HSDL2-AS1	chr9	-	112399512	112487204	0.395	0.801	1
ENSG00000119471	HSDL2	chr9	+	112380080	112472405	0.00466	0.959	1
ENSG00000119314	PTBP3	chr9	-	112217716	112333664	-0.0373	0.606	1
ENSG00000106868	SUSD1	chr9	-	112040783	112175297	0.00267	0.981	1
ENSG00000259953	LINC02977	chr9	-	112028570	112039143	0.247	0.16	1
ENSG00000242616	GNG10	chr9	+	111661605	111670226	-0.0836	0.601	1
ENSG00000059769	DNAJC25	chr9	+	111631334	111654351	0.125	0.364	1
ENSG00000198121	LPAR1	chr9	-	110873263	111038470	0.175	0.602	1
ENSG00000136810	TXN	chr9	-	110243810	110256507	-0.0702	0.535	1
ENSG00000188959	C9orf152	chr9	-	110190048	110208159	1.48	0.252	1
ENSG00000095203	EPB41L4B	chr9	-	109171974	109321059	0.0676	0.364	1
ENSG00000106771	TMEM245	chr9	-	109015135	109119947	0.0362	0.515	1
ENSG00000119318	RAD23B	chr9	+	107283137	107332192	0.024	0.728	1
ENSG00000230782		chr9	-	106974833	107102988	0.237	0.866	1
ENSG00000148143	ZNF462	chr9	+	106863166	107013634	0.1	0.248	1
ENSG00000234323	LINC01505	chr9	+	105993310	106740875	-11.9	2.45e-05	
ENSG00000106701	FSD1L	chr9	+	105447796	105552433	0.0382	0.897	1
ENSG00000070214	SLC44A1	chr9	+	105244622	105439171	0.0703	0.456	1
ENSG00000286536		chr9	-	105025932	105239221	1.27	0.321	1
ENSG00000226334		chr9	+	104927553	104928892	-1.68	0.628	
ENSG00000136870	ZNF189	chr9	+	101398851	101410660	0.254	0.0955	1
ENSG00000136897	MRPL50	chr9	-	101387633	101398618	-0.0794	0.534	1
ENSG00000148123	PLPPR1	chr9	+	101028727	101325135	1.4	0.448	1
ENSG00000241697	TMEFF1	chr9	+	100473149	100577636	-0.00228	0.987	1
ENSG00000066697	MSANTD3	chr9	+	100427143	100451734	-0.125	0.233	1
ENSG00000119509	INVS	chr9	+	100099243	100302175	0.178	0.261	1
ENSG00000136874	STX17	chr9	+	99906654	99974534	0.138	0.0786	1
ENSG00000119508	NR4A3	chr9	+	99821855	99866891	0.0501	0.752	1
ENSG00000237461		chr9	-	99396987	99819921	1.87	0.281	1
ENSG00000204291	COL15A1	chr9	+	98943179	99070792	0.0964	0.826	1
ENSG00000267026		chr9	-	98847172	98872415	-0.0984	0.976	1
ENSG00000119514	GALNT12	chr9	+	98807670	98850081	0.583	0.0674	1
ENSG00000095380	NANS	chr9	+	98056732	98083077	-0.195	0.0207	0.692
ENSG00000070061	ELP1	chr9	-	108866898	108934328	-0.051	0.535	1
ENSG00000136932	TRMO	chr9	-	97904489	97922500	0.0971	0.778	1
ENSG00000178919	FOXE1	chr9	+	97853226	97856717	1.94	0.196	1
ENSG00000136936	XPA	chr9	-	97674909	97697340	0.217	0.286	1
ENSG00000196116	TDRD7	chr9	+	97412096	97496125	0.0102	0.965	1
ENSG00000203279		chr9	-	97200475	97238766	-0.587	0.529	1
ENSG00000136943	CTSV	chr9	-	97029677	97156556	-0.146	0.0728	1
ENSG00000188152	NUTM2G	chr9	+	96928310	96940253	-0.0365	0.988	
ENSG00000196312	MFSD14CP	chr9	-	96949555	97013366	-0.0105	0.945	1
ENSG00000081386	ZNF510	chr9	-	96754553	96778129	0.197	0.126	1
ENSG00000081377	CDC14B	chr9	-	96490241	96619843	0.0483	0.435	1
ENSG00000130956	HABP4	chr9	+	96450169	96491336	-0.0878	0.568	1
ENSG00000285269		chr9	-	96235331	96352058	-0.47	0.574	1
ENSG00000130948	HSD17B3	chr9	-	96235306	96302176	2.2	0.117	1
ENSG00000182150	ERCC6L2	chr9	+	95871264	96121154	-0.0109	0.914	1
ENSG00000175611	ERCC6L2-AS1	chr9	-	95759231	95876049	0.194	0.588	1
ENSG00000185920	PTCH1	chr9	-	95442980	95517057	0.101	0.318	1
ENSG00000271384		chr9	-	95406990	95407662	-0.00302	0.999	
ENSG00000148120	AOPEP	chr9	+	94726604	95151793	0.0853	0.423	1
ENSG00000165140	FBP1	chr9	-	94603133	94640249	-0.0691	0.76	1
ENSG00000130957	FBP2	chr9	-	94558720	94593824	0.741	0.611	1
ENSG00000232063		chr9	+	94332459	94363013	-0.451	0.373	1
ENSG00000286834		chr9	-	94116023	94145693	0.614	0.595	1
ENSG00000158079	PTPDC1	chr9	+	94030794	94109856	0.314	0.142	1
ENSG00000131668	BARX1	chr9	-	93951627	93955355	0.297	0.876	1
ENSG00000197724	PHF2	chr9	+	93576584	93679587	-0.0507	0.617	1
ENSG00000048828	FAM120A	chr9	+	93451685	93566112	-0.119	0.0557	1
ENSG00000188938	FAM120AOS	chr9	-	93431441	93453581	-0.131	0.158	1
ENSG00000204352	FAM120A2P	chr9	-	93335374	93346152	-1.16	0.381	1
ENSG00000165238	WNK2	chr9	+	93184122	93320572	-0.0596	0.456	1
ENSG00000223446		chr9	-	93091460	93095546	0.00824	0.998	
ENSG00000157303	SUSD3	chr9	+	93058688	93085133	0.424	0.466	1
ENSG00000185963	BICD2	chr9	-	92711363	92764833	0.0162	0.835	1
ENSG00000127080	IPPK	chr9	-	92613183	92670131	-0.0295	0.771	1
ENSG00000106819	ASPN	chr9	-	92456205	92482506	-0.226	0.935	
ENSG00000188312	CENPP	chr9	+	92325953	92620529	0.23	0.464	1
ENSG00000198000	NOL8	chr9	-	92297358	92325636	0.184	0.0143	0.562
ENSG00000196305	IARS1	chr9	-	92210207	92293854	0.0377	0.562	1
ENSG00000090054	SPTLC1	chr9	-	92000087	92115413	-0.0169	0.844	1
ENSG00000169071	ROR2	chr9	-	91563091	91950228	0.294	0.0843	1
ENSG00000233081		chr9	+	91426238	91427144	-3.18	0.204	
ENSG00000165030	NFIL3	chr9	-	91409045	91423832	-0.0157	0.899	1
ENSG00000235641	LINC00484	chr9	+	91159573	91166272	2.34	0.253	1
ENSG00000165023	DIRAS2	chr9	-	90609832	90642862	-0.147	0.729	1
ENSG00000231107	LINC01508	chr9	-	90300885	90433566	-1.37	0.692	1
ENSG00000227555	MIR4290HG	chr9	-	90020654	90041499	0.232	0.837	1
ENSG00000226206		chr9	+	89799695	89821753	-0.627	0.514	1
ENSG00000236507		chr9	-	89797880	89803100	-0.395	0.541	1
ENSG00000237372	LINC03062	chr9	+	89639750	89719760	0.0183	0.952	1
ENSG00000130222	GADD45G	chr9	+	89605012	89606555	-0.0831	0.45	1
ENSG00000285907		chr9	-	89563537	89604687	0.0541	0.765	1
ENSG00000187764	SEMA4D	chr9	-	89360787	89498130	-0.0778	0.405	1
ENSG00000123975	CKS2	chr9	+	89311195	89316703	0.0104	0.954	1
ENSG00000106723	SPIN1	chr9	+	88388430	88478694	-0.0407	0.552	1
ENSG00000196730	DAPK1	chr9	+	87497228	87708634	0.173	0.0265	0.777
ENSG00000226237	GAS1RR	chr9	+	86948629	87002033	-1.28	0.403	1
ENSG00000187753	C9orf153	chr9	-	86220265	86259657	0.247	0.474	1
ENSG00000135040	NAA35	chr9	+	85941146	86025462	-0.0289	0.704	1
ENSG00000230303		chr9	-	85783668	85805154	-1.28	0.422	1
ENSG00000130560	UBAC1	chr9	-	135932969	135961373	-0.000603	0.995	1
ENSG00000135049	AGTPBP1	chr9	-	85546539	85742029	0.00326	0.971	1
ENSG00000148053	NTRK2	chr9	+	84668375	85095751	-0.0298	0.922	1
ENSG00000197506	SLC28A3	chr9	-	84275457	84340758	-0.293	0.087	1
ENSG00000135018	UBQLN1	chr9	-	83659968	83707958	-0.0441	0.522	1
ENSG00000148057	IDNK	chr9	+	83623049	83644130	-0.303	0.697	1
ENSG00000172159	FRMD3	chr9	-	83242990	83538546	-0.438	0.403	1
ENSG00000196781	TLE1	chr9	-	81583683	81689547	0.0723	0.331	1
ENSG00000260564		chr9	+	79887922	79892007	0.937	0.576	
ENSG00000106829	TLE4	chr9	+	79571773	79726882	0.0268	0.736	1
ENSG00000148019	CEP78	chr9	+	78236062	78279690	0.0207	0.878	1
ENSG00000156052	GNAQ	chr9	-	77716097	78031811	0.091	0.19	1
ENSG00000156049	GNA14	chr9	-	77423079	77648322	-0.52	0.349	1
ENSG00000197969	VPS13A	chr9	+	77177445	77421537	0.0865	0.26	1
ENSG00000106772	PRUNE2	chr9	-	76611376	76906114	-0.257	0.269	1
ENSG00000135002	RFK	chr9	-	76385526	76394517	-0.151	0.114	1
ENSG00000135045	C9orf40	chr9	-	74946583	74952912	-0.00972	0.954	1
ENSG00000135046	ANXA1	chr9	+	73151865	73170393	0.0121	0.872	1
ENSG00000165092	ALDH1A1	chr9	-	72900671	73080442	0.392	0.662	1
ENSG00000165091	TMC1	chr9	+	72521608	72838297	-0.894	0.723	
ENSG00000225434	LINC01504	chr9	+	72305367	72356721	-1.88	0.5	1
ENSG00000119125	GDA	chr9	+	72114595	72257193	-0.371	0.368	1
ENSG00000135048	CEMIP2	chr9	-	71683366	71816690	0.041	0.523	1
ENSG00000083067	TRPM3	chr9	-	70529060	71446904	-0.395	0.754	1
ENSG00000274421		chr9	+	70310875	70312120	0.547	0.194	1
ENSG00000268364	SMC5-DT	chr9	-	70193997	70258866	0.169	0.749	1
ENSG00000165060	FXN	chr9	+	69035751	69079076	0.265	0.27	1
ENSG00000187866	PABIR1	chr9	+	68780065	68785566	0.268	0.0786	1
ENSG00000154330	PGM5	chr9	+	68328308	68531061	-1.08	0.619	
ENSG00000187559	FOXD4L3	chr9	+	68302867	68305084	1.36	0.713	1
ENSG00000196873	ZNG1C	chr9	+	68232003	68300035	-0.145	0.451	1
ENSG00000274026	FAM27E3	chr9	-	67717411	67719178	-0.389	0.548	1
ENSG00000184659	FOXD4L4	chr9	+	65737146	65738396	0.687	0.656	1
ENSG00000147996	ZNG1E	chr9	+	65668805	65734041	-0.108	0.327	1
ENSG00000287329		chr9	+	65385649	65396372	-0.155	0.939	1
ENSG00000170161	FAM88B	chr9	+	62897368	62900104	1.86	0.272	1
ENSG00000234665	LERFS	chr9	-	62856999	62898095	1.86	0.281	1
ENSG00000107281	NPDC1	chr9	-	137039463	137046179	-0.287	0.109	1
ENSG00000204802	FAM88C	chr9	-	62374128	62376836	0.413	0.757	1
ENSG00000283378	CNTNAP3C	chr9	+	61330717	61453030	1.3	0.712	
ENSG00000237357	FAM88E	chr9	-	42566679	42569353	0.968	0.734	
ENSG00000154529	CNTNAP3B	chr9	-	41890314	42129510	0.0475	0.959	1
ENSG00000198888	MT-ND1	chrM	+	3307	4262	0.226	0.000329	0.0253
ENSG00000215126	ZNG1F	chr9	-	41131306	41199261	0.107	0.759	1
ENSG00000276500	BMS1P14	chr9	-	40505399	40566281	0.0878	0.975	
ENSG00000196152	ZNF79	chr9	+	127424374	127445372	-0.0737	0.639	1
ENSG00000137142	IGFBPL1	chr9	-	38406528	38424454	0.141	0.288	1
ENSG00000107338	SHB	chr9	-	37915898	38069227	-0.123	0.355	1
ENSG00000122696	SLC25A51	chr9	-	37879400	37904353	-0.0803	0.598	1
ENSG00000165275	TRMT10B	chr9	+	37753803	37778972	0.228	0.332	1
ENSG00000070601	FRMPD1	chr9	+	37650954	37746904	-0.0558	0.754	1
ENSG00000137106	GRHPR	chr9	+	37422666	37436990	0.036	0.692	1
ENSG00000281649	EBLN3P	chr9	+	37079645	37090928	0.003	0.971	1
ENSG00000196092	PAX5	chr9	-	36833269	37034268	-0.254	0.895	1
ENSG00000165304	MELK	chr9	+	36572862	36677683	0.144	0.134	1
ENSG00000137103	TMEM8B	chr9	+	35814451	35865518	-0.0639	0.726	1
ENSG00000137098	SPAG8	chr9	-	35808045	35812272	0.128	0.946	1
ENSG00000159899	NPR2	chr9	+	35791003	35809732	0.562	0.111	1
ENSG00000227388		chr9	+	35772163	35790432	-0.235	0.637	1
ENSG00000228843		chr9	-	35756712	35757940	15.8	3.95e-10	
ENSG00000215183	MSMP	chr9	-	35752990	35756613	1.03	0.79	
ENSG00000070610	GBA2	chr9	-	35736866	35749228	0.0389	0.663	1
ENSG00000137076	TLN1	chr9	-	35696948	35732195	-0.0621	0.352	1
ENSG00000198467	TPM2	chr9	-	35681992	35690056	-0.246	0.00632	0.32
ENSG00000137135	ARHGEF39	chr9	-	35658875	35675866	-0.12	0.745	1
ENSG00000159884	CCDC107	chr9	+	35658290	35661511	-0.289	0.449	1
ENSG00000137101	CD72	chr9	-	35609982	35646810	0.327	0.367	1
ENSG00000165283	STOML2	chr9	-	35099776	35103195	-0.15	0.0917	1
ENSG00000165282	PIGO	chr9	-	35087237	35096619	-0.0542	0.636	1
ENSG00000287868		chr9	-	35023840	35025402	0.291	0.497	1
ENSG00000286782		chr9	-	35012963	35016076	-0.0747	0.79	1
ENSG00000137094	DNAJB5	chr9	+	34989641	34998900	-0.245	0.171	1
ENSG00000147955	SIGMAR1	chr9	-	34634722	34637844	0.0322	0.79	1
ENSG00000122735	DNAI1	chr9	+	34457414	34520988	0.585	0.278	1
ENSG00000164976	MYORG	chr9	-	34366666	34376898	0.104	0.712	1
ENSG00000186638	KIF24	chr9	-	34252380	34329268	0.195	0.398	1
ENSG00000165272	AQP3	chr9	-	33441156	33447596	0.095	0.65	1
ENSG00000286322		chr9	+	33401478	33410553	-0.342	0.758	1
ENSG00000122692	SMU1	chr9	-	33041765	33076674	0.0158	0.831	1
ENSG00000086061	DNAJA1	chr9	+	33025273	33039907	-0.0065	0.926	1
ENSG00000231193		chr9	-	32840598	32841762	-1.75	0.178	1
ENSG00000173611	SCAI	chr9	-	124942608	125143528	0.0646	0.472	1
ENSG00000122728	TAF1L	chr9	-	32629454	32635669	-0.487	0.669	1
ENSG00000165264	NDUFB6	chr9	-	32553001	32573184	0.052	0.765	1
ENSG00000197579	TOPORS	chr9	-	32540544	32552586	-0.0935	0.289	1
ENSG00000174482	LINGO2	chr9	-	27937617	29213601	-0.653	0.728	1
ENSG00000260412		chr9	-	27937617	27944497	1.85	0.354	
ENSG00000147894	C9orf72	chr9	-	27535640	27573866	-0.0761	0.51	1
ENSG00000285103		chr9	+	27529085	27543902	-0.468	0.363	1
ENSG00000096872	IFT74	chr9	+	26947039	27066134	0.178	0.438	1
ENSG00000198680	TUSC1	chr9	-	25676969	25678444	-0.243	0.26	1
ENSG00000283982		chr9	-	23500691	23672387	0.516	0.241	1
ENSG00000240498	CDKN2B-AS1	chr9	+	21994139	22128103	0.0448	0.937	1
ENSG00000224854	CDKN2A-DT	chr9	+	21966929	21967751	0.24	0.8	1
ENSG00000265194		chr9	-	21858910	21861926	17.9	7.42e-20	2.69e-17
ENSG00000099810	MTAP	chr9	+	21802636	21937651	-0.0578	0.403	1
ENSG00000197919	IFNA1	chr9	+	21440439	21441316	1.87	0.352	1
ENSG00000261696		chr9	-	21394888	21396346	-0.272	0.385	1
ENSG00000120235	IFNA6	chr9	-	21350253	21350956	-1.56	0.127	1
ENSG00000165689	ENTR1	chr9	-	136401922	136410614	0.0374	0.68	1
ENSG00000188352	FOCAD	chr9	+	20658309	20995955	-0.0176	0.787	1
ENSG00000171843	MLLT3	chr9	-	20341669	20622499	0.389	0.00567	0.295
ENSG00000155886	SLC24A2	chr9	-	19507452	19789037	1.42	0.527	1
ENSG00000260912		chr9	+	19453209	19455173	0.0851	0.369	1
ENSG00000177076	ACER2	chr9	+	19409009	19452505	0.0357	0.676	1
ENSG00000137154	RPS6	chr9	-	19375715	19380236	-0.112	0.177	1
ENSG00000273226		chr9	+	19375451	19375996	0.202	0.738	1
ENSG00000137145	DENND4C	chr9	+	19230435	19374281	0.00582	0.927	1
ENSG00000164989	CCDC171	chr9	+	15553043	16061663	0.367	0.019	0.668
ENSG00000164975	SNAPC3	chr9	+	15422734	15465953	-0.0542	0.547	1
ENSG00000147869	CER1	chr9	-	14719724	14722733	-2.31	0.271	
ENSG00000147862	NFIB	chr9	-	14081843	14398983	-1.04	0.161	1
ENSG00000225706	PTPRD-AS1	chr9	+	8858084	8864772	-0.867	0.739	
ENSG00000224972		chr9	+	6902670	6978859	-1.84	0.453	
ENSG00000225489		chr9	+	6716157	6727438	0.131	0.84	1
ENSG00000236924		chr9	+	6645812	6694715	-0.143	0.692	1
ENSG00000178445	GLDC	chr9	-	6532467	6645729	0.108	0.298	1
ENSG00000137040	RANBP6	chr9	-	6011025	6015625	0.0225	0.841	1
ENSG00000183354	KIAA2026	chr9	-	5881596	6008482	0.0669	0.446	1
ENSG00000099219	ERMP1	chr9	-	5749832	5879537	0.087	0.299	1
ENSG00000197646	PDCD1LG2	chr9	+	5510531	5571282	-0.0541	0.987	
ENSG00000107020	PLGRKT	chr9	-	5357971	5437925	0.107	0.585	1
ENSG00000120211	INSL4	chr9	+	5231419	5235304	0.412	0.00151	0.101
ENSG00000096968	JAK2	chr9	+	4984390	5129948	0.234	0.097	1
ENSG00000205808	PLPP6	chr9	+	4662294	4665258	0.325	0.119	1
ENSG00000106686	SPATA6L	chr9	-	4553386	4666674	0.243	0.231	1
ENSG00000230001		chr9	-	4070906	4071884	-0.739	0.434	1
ENSG00000107249	GLIS3	chr9	-	3824127	4348392	-0.2	0.114	1
ENSG00000237359		chr9	+	3630947	3648390	-0.276	0.776	1
ENSG00000232104	RFX3-DT	chr9	+	3526459	3691814	0.33	0.677	1
ENSG00000080298	RFX3	chr9	-	3218297	3526004	-0.00256	0.973	1
ENSG00000080608	PUM3	chr9	-	2720469	2844095	0.0547	0.545	1
ENSG00000286670		chr9	-	2652856	2654371	-0.161	0.89	1
ENSG00000147852	VLDLR	chr9	+	2621182	2660056	0.141	0.236	1
ENSG00000080503	SMARCA2	chr9	+	1980290	2193624	0.12	0.0497	1
ENSG00000137090	DMRT1	chr9	+	841690	969090	-0.2	0.853	1
ENSG00000227155	DOCK8-AS2	chr9	-	452492	492248	-15.7	6.53e-08	
ENSG00000107099	DOCK8	chr9	+	214854	465259	0.0425	0.688	1
ENSG00000287480		chr9	-	197065	209554	0.0667	0.98	
ENSG00000181404	WASHC1	chr9	-	14475	73865	0.0527	0.676	1
ENSG00000255559	ZNF252P-AS1	chr8	+	145002811	145006046	-0.0665	0.923	1
ENSG00000196150	ZNF250	chr8	-	144876497	144902168	-0.185	0.409	1
ENSG00000286681		chr8	-	144854875	144869489	0.918	0.289	1
