gene_ID	hgnc_symbol	chr	strand	start	end	SIX3_PTC_log2FoldChange	SIX3_PTC_pvalue	SIX3_PTC_padj
ENSG00000123453	SARDH	chr9	-	133663560	133739955	-0.189	0.0657	0.282
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	0.347	0.366	0.694
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	0.2	0.438	0.747
ENSG00000148300	REXO4	chr9	-	133406059	133418096	-0.0297	0.719	0.903
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	0.216	0.751	
ENSG00000148248	SURF4	chr9	-	133361450	133376166	-0.0433	0.33	0.664
ENSG00000148362	PAXX	chr9	+	136992422	136993984	-0.172	0.179	0.494
ENSG00000175164	ABO	chr9	-	133233278	133276024	-0.399	0.823	
ENSG00000290769		chr9	+	133079900	133087355	0.276	0.745	
ENSG00000288989		chr9	-	133028145	133030474	-0.532	0.54	
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	-1.85	0.375	
ENSG00000224992		chr9	-	132768965	132770212	1.3	0.381	
ENSG00000165695	AK8	chr9	-	132725578	132878777	-0.226	0.57	0.83
ENSG00000125485	DDX31	chr9	-	132592997	132670401	0.278	8.85e-05	0.00182
ENSG00000125492	BARHL1	chr9	+	132582606	132590252	3.65	2.21e-13	2.09e-11
ENSG00000188523	CFAP77	chr9	+	132410043	132573319	2.79	1.15e-16	1.5e-14
ENSG00000107290	SETX	chr9	-	132261356	132354986	0.201	0.000126	0.00249
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	0.407	0.1	0.36
ENSG00000230289		chr9	-	131516558	131522229	0.046	0.981	
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	-0.477	0.013	0.0988
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	-0.498	0.00197	0.0236
ENSG00000126883	NUP214	chr9	+	131125573	131234663	0.126	0.0149	0.109
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	0.622	0.326	
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	0.35	0.109	0.376
ENSG00000130707	ASS1	chr9	+	130444961	130501274	0.0583	0.497	0.786
ENSG00000107130	NCS1	chr9	+	130172404	130237303	-0.00345	0.956	0.987
ENSG00000289226		chr9	-	130053392	130053879	0.194	0.657	0.873
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.0637	0.457	0.76
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	-0.715	0.00208	0.0247
ENSG00000179058	C9orf50	chr9	-	129612225	129621101	-1.56	0.381	
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	0.00756	0.938	0.983
ENSG00000261334		chr9	-	129480605	129482538	-0.0981	0.926	
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	-0.516	0.163	0.468
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-0.223	0.451	0.757
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	0.783	0.431	
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.0797	0.149	0.447
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	-0.085	0.229	0.559
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	0.198	0.0833	0.324
ENSG00000267834		chr9	-	129004502	129004998	0.04	0.967	
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	-0.0264	0.63	0.859
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.0466	0.843	0.949
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	-0.103	0.134	0.423
ENSG00000160445	ZER1	chr9	-	128729786	128772414	-0.129	0.064	0.277
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.0819	0.798	0.933
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.00064	0.994	0.999
ENSG00000160447	PKN3	chr9	+	128702503	128720916	-0.0486	0.68	0.885
ENSG00000280474		chr9	+	128595893	128596633	-0.237	0.882	
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	0.14	0.00702	0.0633
ENSG00000119392	GLE1	chr9	+	128504655	128543874	-0.0533	0.423	0.737
ENSG00000136811	ODF2	chr9	+	128455186	128501292	-0.079	0.27	0.605
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.142	0.156	0.458
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	0.164	0.119	0.395
ENSG00000167113	COQ4	chr9	+	128322544	128334072	0.0746	0.414	0.73
ENSG00000272696		chr9	+	128316337	128316909	-1.11	0.332	
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	-0.0888	0.281	0.617
ENSG00000106976	DNM1	chr9	+	128191655	128255248	0.119	0.0839	0.325
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	0.02	0.725	0.905
ENSG00000171159	BBLN	chr9	+	128160265	128163924	-0.133	0.187	0.505
ENSG00000232850		chr9	+	128128529	128130628	0.629	0.455	
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	0.198	0.345	0.677
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	-0.208	0.121	0.399
ENSG00000227218		chr9	+	127934503	127940952	2.31	0.24	
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	-0.0224	0.923	0.979
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	0.103	0.596	0.843
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	-0.15	0.0293	0.17
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	-0.119	0.196	0.518
ENSG00000225032		chr9	+	127816066	127822520	0.324	0.218	0.545
ENSG00000106991	ENG	chr9	-	127815013	127854658	0.634	0.429	
ENSG00000136807	CDK9	chr9	+	127785679	127790792	-0.0929	0.143	0.438
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	0.0132	0.834	0.945
ENSG00000197958	RPL12	chr9	-	127447674	127451406	-0.0717	0.126	0.408
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	-0.0778	0.281	0.617
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	0.128	0.0498	0.238
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	0.0321	0.53	0.804
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	2.22	1.16e-15	1.39e-13
ENSG00000224842	LMX1B-DT	chr9	-	126589594	126613700	2.93	0.0995	
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	-0.0421	0.436	0.746
ENSG00000287782		chr9	+	125426169	125438509	0.488	0.776	
ENSG00000289285		chr9	-	124868229	124869079	-0.0348	0.934	0.983
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	0.198	0.0151	0.109
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	-0.106	0.0601	0.267
ENSG00000236668	LHX2-AS1	chr9	-	124006277	124009406	-1.83	0.0134	
ENSG00000119522	DENND1A	chr9	-	123379654	123930152	-0.871	1.11e-34	4.17e-32
ENSG00000188394	GPR21	chr9	+	123033667	123035665	0.497	0.0431	0.216
ENSG00000011454	RABGAP1	chr9	+	122940833	123104866	0.0231	0.626	0.856
ENSG00000171448	ZBTB26	chr9	-	122915566	122931512	-0.111	0.167	0.475
ENSG00000186130	ZBTB6	chr9	-	122908056	122913323	0.145	0.0322	0.181
ENSG00000136940	PDCL	chr9	-	122798389	122828588	-0.0414	0.509	0.794
ENSG00000095303	PTGS1	chr9	+	122370530	122395703	0.306	0.0589	0.264
ENSG00000119446	RBM18	chr9	-	122237622	122264840	0.0577	0.462	0.763
ENSG00000106852	LHX6	chr9	-	122202577	122229626	0.202	0.803	
ENSG00000175764	TTLL11	chr9	-	121815674	122093606	-0.168	0.74	0.913
ENSG00000204136	GGTA1	chr9	-	121444991	121499844	-1.41	0.53	
ENSG00000186912	P2RY4	chrX	-	70258166	70260204	0.224	0.715	
ENSG00000119396	RAB14	chr9	-	121178133	121223014	-0.0759	0.161	0.465
ENSG00000214654	B3GALT9	chr9	+	120792403	120801787	-0.0215	0.855	0.953
ENSG00000119402	FBXW2	chr9	-	120751978	120793416	0.0409	0.39	0.712
ENSG00000106780	MEGF9	chr9	-	120600811	120714470	-0.0736	0.411	0.728
ENSG00000136861	CDK5RAP2	chr9	-	120388875	120580170	-0.0303	0.474	0.77
ENSG00000078725	BRINP1	chr9	-	119153458	119369435	0.12	0.769	0.922
ENSG00000119401	TRIM32	chr9	+	116687305	116701300	0.027	0.74	0.913
ENSG00000148219	ASTN2	chr9	-	116423112	117415070	0.0258	0.742	0.914
ENSG00000182752	PAPPA	chr9	+	116153791	116402321	1.08	1.11e-05	0.000284
ENSG00000041982	TNC	chr9	-	115019575	115118207	0.103	0.163	0.468
ENSG00000173077	DELEC1	chr9	+	114850968	115402644	-0.244	0.858	
ENSG00000181634	TNFSF15	chr9	-	114784652	114806039	1.48	0.156	
ENSG00000136888	ATP6V1G1	chr9	+	114587706	114598915	-0.0602	0.311	0.648
ENSG00000228278	ORM2	chr9	+	114329869	114333251	-0.0348	0.962	
ENSG00000196739	COL27A1	chr9	+	114155537	114312511	0.289	0.00119	0.0161
ENSG00000106927	AMBP	chr9	-	114060127	114078328	1.45	0.153	
ENSG00000227482		chr9	+	113650956	113682855	0.051	0.982	
ENSG00000138835	RGS3	chr9	+	113444731	113597743	-0.32	0.00305	0.0334
ENSG00000148218	ALAD	chr9	-	113386312	113401290	-0.00497	0.957	0.987
ENSG00000119431	HDHD3	chr9	-	113373419	113376986	-0.0297	0.818	0.939
ENSG00000176386	CDC26	chr9	-	113255835	113275572	-0.19	0.0279	0.164
ENSG00000136868	SLC31A1	chr9	+	113221544	113264492	0.0373	0.491	0.782
ENSG00000228623	ZNF883	chr9	-	112988129	113012192	0.283	0.000137	0.00268
ENSG00000271631	SLC46A2-AS1	chr9	+	112885158	112885767	1.36	0.461	
ENSG00000148153	INIP	chr9	-	112683926	112718149	-0.0919	0.162	0.466
ENSG00000230185	HSDL2-AS1	chr9	-	112399512	112487204	0.367	0.195	0.517
ENSG00000119471	HSDL2	chr9	+	112380080	112472405	0.00769	0.917	0.977
ENSG00000106868	SUSD1	chr9	-	112040783	112175297	0.405	7.24e-06	0.000195
ENSG00000259953	LINC02977	chr9	-	112028570	112039143	0.316	0.0285	0.167
ENSG00000242616	GNG10	chr9	+	111661605	111670226	0.144	0.0996	0.359
ENSG00000059769	DNAJC25	chr9	+	111631334	111654351	0.113	0.333	0.666
ENSG00000030304	MUSK	chr9	+	110668779	110806558	0.561	0.493	
ENSG00000136810	TXN	chr9	-	110243810	110256507	0.0563	0.393	0.714
ENSG00000095203	EPB41L4B	chr9	-	109171974	109321059	-0.201	0.0935	0.346
ENSG00000106771	TMEM245	chr9	-	109015135	109119947	-0.0221	0.665	0.877
ENSG00000119318	RAD23B	chr9	+	107283137	107332192	0.0171	0.737	0.912
ENSG00000148143	ZNF462	chr9	+	106863166	107013634	0.109	0.0273	0.162
ENSG00000186051	TAL2	chr9	+	105662457	105663124	-0.352	0.811	
ENSG00000106701	FSD1L	chr9	+	105447796	105552433	0.198	0.0243	0.151
ENSG00000070214	SLC44A1	chr9	+	105244622	105439171	0.0191	0.697	0.893
ENSG00000286536		chr9	-	105025932	105239221	-0.436	0.622	
ENSG00000226334		chr9	+	104927553	104928892	-0.77	0.297	
ENSG00000136870	ZNF189	chr9	+	101398851	101410660	-0.0731	0.284	0.62
ENSG00000136897	MRPL50	chr9	-	101387633	101398618	-0.072	0.217	0.544
ENSG00000148123	PLPPR1	chr9	+	101028727	101325135	-0.209	0.373	0.699
ENSG00000241697	TMEFF1	chr9	+	100473149	100577636	-0.0243	0.7	0.894
ENSG00000066697	MSANTD3	chr9	+	100427143	100451734	-0.0401	0.576	0.832
ENSG00000119509	INVS	chr9	+	100099243	100302175	0.041	0.583	0.835
ENSG00000136874	STX17	chr9	+	99906654	99974534	0.0557	0.306	0.643
ENSG00000119508	NR4A3	chr9	+	99821855	99866891	1.06	0.00773	0.0681
ENSG00000237461		chr9	-	99396987	99819921	0.274	0.308	0.644
ENSG00000204291	COL15A1	chr9	+	98943179	99070792	0.227	0.547	0.815
ENSG00000119514	GALNT12	chr9	+	98807670	98850081	0.133	0.0486	0.234
ENSG00000095380	NANS	chr9	+	98056732	98083077	-0.0263	0.828	0.944
ENSG00000070061	ELP1	chr9	-	108866898	108934328	0.0312	0.507	0.793
ENSG00000136932	TRMO	chr9	-	97904489	97922500	-0.0309	0.87	0.959
ENSG00000136936	XPA	chr9	-	97674909	97697340	-0.0884	0.555	0.82
ENSG00000196116	TDRD7	chr9	+	97412096	97496125	0.157	0.203	0.526
ENSG00000203279		chr9	-	97200475	97238766	0.105	0.608	0.847
ENSG00000136943	CTSV	chr9	-	97029677	97156556	0.176	0.00123	0.0164
ENSG00000081386	ZNF510	chr9	-	96754553	96778129	0.017	0.766	0.921
ENSG00000081377	CDC14B	chr9	-	96490241	96619843	-0.133	0.0165	0.116
ENSG00000130956	HABP4	chr9	+	96450169	96491336	-0.14	0.192	0.511
ENSG00000182150	ERCC6L2	chr9	+	95871264	96121154	0.096	0.0643	0.278
ENSG00000175611	ERCC6L2-AS1	chr9	-	95759231	95876049	0.0296	0.821	0.941
ENSG00000185920	PTCH1	chr9	-	95442980	95517057	-0.44	1.16e-15	1.39e-13
ENSG00000165140	FBP1	chr9	-	94603133	94640249	1.13	0.0618	
ENSG00000232063		chr9	+	94332459	94363013	-0.143	0.776	0.924
ENSG00000286834		chr9	-	94116023	94145693	-0.323	0.489	0.78
ENSG00000158079	PTPDC1	chr9	+	94030794	94109856	-0.13	0.195	0.516
ENSG00000131668	BARX1	chr9	-	93951627	93955355	0.341	0.735	
ENSG00000197724	PHF2	chr9	+	93576584	93679587	-0.114	0.113	0.383
ENSG00000289031		chr9	+	93566761	93568075	0.501	0.462	
ENSG00000048828	FAM120A	chr9	+	93451685	93566112	0.0479	0.425	0.738
ENSG00000188938	FAM120AOS	chr9	-	93431441	93453581	-0.0537	0.434	0.743
ENSG00000165238	WNK2	chr9	+	93184122	93320572	0.0427	0.544	0.814
ENSG00000157303	SUSD3	chr9	+	93058688	93085133	-0.478	0.384	
ENSG00000291169		chr9	+	92882567	92899608	1.41	0.259	
ENSG00000185963	BICD2	chr9	-	92711363	92764833	-0.00766	0.898	0.971
ENSG00000127080	IPPK	chr9	-	92613183	92670131	0.0279	0.799	0.933
ENSG00000188312	CENPP	chr9	+	92325953	92620529	0.0234	0.784	0.929
ENSG00000198000	NOL8	chr9	-	92297358	92325636	0.0939	0.136	0.426
ENSG00000196305	IARS1	chr9	-	92210207	92293854	0.0601	0.129	0.413
ENSG00000090054	SPTLC1	chr9	-	92000087	92115413	0.0586	0.265	0.6
ENSG00000165030	NFIL3	chr9	-	91409045	91423832	-0.104	0.254	0.586
ENSG00000235641	LINC00484	chr9	+	91159573	91166272	-0.24	0.865	
ENSG00000165023	DIRAS2	chr9	-	90609832	90642862	0.424	0.638	
ENSG00000130222	GADD45G	chr9	+	89605012	89606555	3.15	0.0208	
ENSG00000187764	SEMA4D	chr9	-	89360787	89498130	-0.0517	0.348	0.679
ENSG00000123975	CKS2	chr9	+	89311195	89316703	-0.393	3.91e-14	3.98e-12
ENSG00000106723	SPIN1	chr9	+	88388430	88478694	-0.0858	0.0575	0.26
ENSG00000226237	GAS1RR	chr9	+	86948629	87002033	1.17	0.315	
ENSG00000187753	C9orf153	chr9	-	86220265	86259657	-0.579	0.27	
ENSG00000135040	NAA35	chr9	+	85941146	86025462	0.000964	0.986	0.996
ENSG00000230303		chr9	-	85783668	85805154	-0.262	0.379	0.703
ENSG00000130560	UBAC1	chr9	-	135932969	135961373	-0.0159	0.814	0.938
ENSG00000135049	AGTPBP1	chr9	-	85546539	85742029	-0.0419	0.39	0.712
ENSG00000148053	NTRK2	chr9	+	84668375	85095751	1.89	0.00878	
ENSG00000135018	UBQLN1	chr9	-	83659968	83707958	-0.0887	0.0511	0.242
ENSG00000148057	IDNK	chr9	+	83623049	83644130	-0.371	0.264	0.599
ENSG00000172159	FRMD3	chr9	-	83242990	83538546	0.442	0.000121	0.00241
ENSG00000196781	TLE1	chr9	-	81583683	81689547	0.372	7.57e-12	5.95e-10
ENSG00000106829	TLE4	chr9	+	79571773	79726882	-0.456	1.65e-25	4.05e-23
ENSG00000148019	CEP78	chr9	+	78236062	78279690	0.0289	0.58	0.834
ENSG00000289440		chr9	-	78234831	78236020	0.0276	0.932	0.982
ENSG00000156052	GNAQ	chr9	-	77716097	78031811	-0.0249	0.595	0.842
ENSG00000156049	GNA14	chr9	-	77423079	77648322	0.226	0.82	
ENSG00000197969	VPS13A	chr9	+	77177445	77421537	0.105	0.0371	0.198
ENSG00000106772	PRUNE2	chr9	-	76611376	76906114	0.0532	0.466	0.766
ENSG00000135002	RFK	chr9	-	76385526	76394517	0.15	0.142	0.435
ENSG00000135045	C9orf40	chr9	-	74946583	74952912	0.0764	0.339	0.672
ENSG00000224825	RORB-AS1	chr9	-	74485551	74499127	0.596	0.304	
ENSG00000135046	ANXA1	chr9	+	73151865	73170393	0.656	0.0686	0.291
ENSG00000165092	ALDH1A1	chr9	-	72900671	73080442	-1.41	0.53	
ENSG00000225434	LINC01504	chr9	+	72305367	72356721	1.15	0.48	
ENSG00000119125	GDA	chr9	+	72114595	72257193	0.545	0.758	
ENSG00000135048	CEMIP2	chr9	-	71683366	71816690	0.345	8.72e-12	6.72e-10
ENSG00000083067	TRPM3	chr9	-	70529060	71446904	0.345	6.66e-08	2.76e-06
ENSG00000289159		chr9	-	70419698	70420915	-1.69	0.104	
ENSG00000274421		chr9	+	70310875	70312120	0.379	0.149	0.447
ENSG00000268364	SMC5-DT	chr9	-	70193997	70258866	0.399	0.308	0.644
ENSG00000165060	FXN	chr9	+	69035751	69079076	-0.0864	0.232	0.563
ENSG00000187866	PABIR1	chr9	+	68780065	68785566	-0.0653	0.461	0.763
ENSG00000154330	PGM5	chr9	+	68328308	68531061	-0.545	0.471	
ENSG00000196873	ZNG1C	chr9	+	68232003	68300035	0.0904	0.355	0.686
ENSG00000274026	FAM27E3	chr9	-	67717411	67719178	-0.488	0.115	0.388
ENSG00000275969	SPATA31A3	chr9	-	66986304	66992550	0.446	0.634	0.861
ENSG00000274893		chr9	-	66014525	66020816	0.648	0.616	
ENSG00000147996	ZNG1E	chr9	+	65668805	65734041	0.0443	0.626	0.857
ENSG00000287329		chr9	+	65385649	65396372	0.96	0.351	
ENSG00000290549		chr9	-	63299453	63385117	-0.085	0.838	0.947
ENSG00000170161	FAM88B	chr9	+	62897368	62900104	0.0676	0.802	0.934
ENSG00000234665	LERFS	chr9	-	62856999	62898095	-0.373	0.608	
ENSG00000107281	NPDC1	chr9	-	137039463	137046179	0.0997	0.437	0.746
ENSG00000229422		chr9	-	62837139	62838302	0.0702	0.968	
ENSG00000204802	FAM88C	chr9	-	62374128	62376836	-0.193	0.444	0.751
ENSG00000283378	CNTNAP3C	chr9	+	61330717	61453030	-0.401	0.00331	0.0355
ENSG00000276581	SPATA31A5	chr9	+	60914407	60920653	-1.11	0.0573	
ENSG00000237357	FAM88E	chr9	-	42566679	42569353	-0.49	0.0803	0.318
ENSG00000154529	CNTNAP3B	chr9	-	41890314	42129510	-0.346	3.82e-05	0.000858
ENSG00000198888	MT-ND1	chrM	+	3307	4262	0.122	0.0317	0.179
ENSG00000215126	ZNG1F	chr9	-	41131306	41199261	0.0741	0.598	0.843
ENSG00000291075		chr9	+	40992245	41057399	0.272	0.0728	0.301
ENSG00000276500	BMS1P14	chr9	-	40505399	40566281	-0.253	0.819	
ENSG00000290718	FAM95B1	chr9	+	40321299	40329221	0.09	0.957	
ENSG00000240240		chr9	+	40223402	40329221	-1.39	0.194	
ENSG00000291181		chr9	-	39816542	40106661	-0.0829	0.809	0.936
ENSG00000196152	ZNF79	chr9	+	127424374	127445372	0.0433	0.666	0.877
ENSG00000204849	SPATA31A1	chr9	+	39355669	39361962	-0.425	0.442	0.75
ENSG00000290907		chr9	-	38566260	38568009	0.0543	0.858	0.954
ENSG00000291061		chr9	+	38433696	38543880	0.0217	0.972	
ENSG00000137142	IGFBPL1	chr9	-	38406528	38424454	0.24	8.15e-08	3.35e-06
ENSG00000107338	SHB	chr9	-	37915898	38069227	0.543	0.00902	0.0762
ENSG00000122696	SLC25A51	chr9	-	37879400	37904353	0.0467	0.654	0.87
ENSG00000165275	TRMT10B	chr9	+	37753803	37778972	0.000265	0.998	1
ENSG00000137106	GRHPR	chr9	+	37422666	37436990	-0.0612	0.261	0.596
ENSG00000281649	EBLN3P	chr9	+	37079645	37090928	0.149	0.00321	0.0347
ENSG00000196092	PAX5	chr9	-	36833269	37034268	1.06	0.00736	0.0657
ENSG00000165304	MELK	chr9	+	36572862	36677683	-0.0449	0.405	0.723
ENSG00000137103	TMEM8B	chr9	+	35814451	35865518	0.0553	0.426	0.739
ENSG00000137098	SPAG8	chr9	-	35808045	35812272	-0.334	0.506	0.792
ENSG00000159899	NPR2	chr9	+	35791003	35809732	0.0164	0.85	0.951
ENSG00000227388		chr9	+	35772163	35790432	-0.051	0.78	0.926
ENSG00000228843		chr9	-	35756712	35757940	0.65	0.756	
ENSG00000215183	MSMP	chr9	-	35752990	35756613	1.95	0.349	
ENSG00000070610	GBA2	chr9	-	35736866	35749228	-0.03	0.557	0.821
ENSG00000137076	TLN1	chr9	-	35696948	35732195	-0.000859	0.987	0.997
ENSG00000198467	TPM2	chr9	-	35681992	35690056	-0.136	0.0222	0.141
ENSG00000137135	ARHGEF39	chr9	-	35658875	35675866	-0.244	0.00146	0.0189
ENSG00000159884	CCDC107	chr9	+	35658290	35661511	-0.32	0.0518	0.245
ENSG00000137101	CD72	chr9	-	35609982	35646810	0.0727	0.901	
ENSG00000165283	STOML2	chr9	-	35099776	35103195	-0.14	0.0194	0.13
ENSG00000165282	PIGO	chr9	-	35087237	35096619	0.0998	0.159	0.463
ENSG00000287868		chr9	-	35023840	35025402	0.0617	0.956	
ENSG00000286782		chr9	-	35012963	35016076	0.804	0.351	
ENSG00000137094	DNAJB5	chr9	+	34989641	34998900	0.0268	0.712	0.9
ENSG00000147955	SIGMAR1	chr9	-	34634722	34637844	0.0472	0.449	0.755
ENSG00000122735	DNAI1	chr9	+	34457414	34520988	0.491	0.182	0.498
ENSG00000164976	MYORG	chr9	-	34366666	34376898	-0.351	0.466	0.766
ENSG00000186638	KIF24	chr9	-	34252380	34329268	0.0264	0.702	0.895
ENSG00000231165	TRBV26OR9-2	chr9	+	33695767	33696059	-0.964	0.606	
ENSG00000165271	NOL6	chr9	-	33461353	33473930	0.142	0.0534	0.249
ENSG00000165272	AQP3	chr9	-	33441156	33447596	0.277	0.363	0.691
ENSG00000122692	SMU1	chr9	-	33041765	33076674	-0.078	0.111	0.38
ENSG00000086061	DNAJA1	chr9	+	33025273	33039907	-0.155	0.00187	0.0228
ENSG00000173611	SCAI	chr9	-	124942608	125143528	0.14	0.0413	0.212
ENSG00000188133	TMEM215	chr9	+	32783540	32789201	-0.57	0.655	
ENSG00000122728	TAF1L	chr9	-	32629454	32635669	-0.158	0.898	
ENSG00000165264	NDUFB6	chr9	-	32553001	32573184	-0.0873	0.274	0.61
ENSG00000197579	TOPORS	chr9	-	32540544	32552586	0.00571	0.911	0.975
ENSG00000174482	LINGO2	chr9	-	27937617	29213601	0.0734	0.813	0.937
ENSG00000147894	C9orf72	chr9	-	27535640	27573866	0.0444	0.508	0.793
ENSG00000285103		chr9	+	27529085	27543902	0.0603	0.924	
ENSG00000291187	LINC00032	chr9	-	27245684	27284869	-0.121	0.595	0.842
ENSG00000198680	TUSC1	chr9	-	25676969	25678444	-0.0643	0.768	0.922
ENSG00000283982		chr9	-	23500691	23672387	0.133	0.732	0.909
ENSG00000099810	MTAP	chr9	+	21802636	21937651	0.162	0.00398	0.0408
ENSG00000165689	ENTR1	chr9	-	136401922	136410614	0.0779	0.363	0.691
ENSG00000188352	FOCAD	chr9	+	20658309	20995955	-0.0942	0.101	0.361
ENSG00000171843	MLLT3	chr9	-	20341669	20622499	-0.0605	0.424	0.738
ENSG00000261402		chr9	+	19926094	19929937	0.0785	0.964	
ENSG00000155886	SLC24A2	chr9	-	19507452	19789037	0.231	0.278	0.613
ENSG00000260912		chr9	+	19453209	19455173	-0.179	0.192	0.511
ENSG00000177076	ACER2	chr9	+	19409009	19452505	0.0301	0.786	0.929
ENSG00000137154	RPS6	chr9	-	19375715	19380236	-0.125	0.00652	0.0597
ENSG00000273226		chr9	+	19375451	19375996	0.165	0.829	
ENSG00000164989	CCDC171	chr9	+	15553043	16061663	0.0674	0.417	0.733
ENSG00000164975	SNAPC3	chr9	+	15422734	15465953	0.0384	0.503	0.79
ENSG00000147869	CER1	chr9	-	14719724	14722733	-0.431	0.64	
ENSG00000147862	NFIB	chr9	-	14081843	14398983	0.584	0.102	0.363
ENSG00000225706	PTPRD-AS1	chr9	+	8858084	8864772	-0.18	0.435	0.745
ENSG00000235389		chr9	-	8700595	8701552	0.309	0.738	
ENSG00000225489		chr9	+	6716157	6727438	-0.0731	0.86	0.955
ENSG00000236924		chr9	+	6645812	6694715	0.0291	0.909	0.974
ENSG00000178445	GLDC	chr9	-	6532467	6645729	-0.111	0.0136	0.102
ENSG00000137040	RANBP6	chr9	-	6011025	6015625	-0.0284	0.642	0.864
ENSG00000183354	KIAA2026	chr9	-	5881596	6008482	0.0433	0.476	0.771
ENSG00000099219	ERMP1	chr9	-	5749832	5879537	0.0231	0.671	0.88
ENSG00000107020	PLGRKT	chr9	-	5357971	5437925	-0.115	0.25	0.582
ENSG00000096968	JAK2	chr9	+	4984390	5129948	0.0703	0.557	0.821
ENSG00000205808	PLPP6	chr9	+	4662294	4665258	-0.136	0.142	0.435
ENSG00000106686	SPATA6L	chr9	-	4553386	4666674	0.418	0.0538	0.25
ENSG00000230001		chr9	-	4070906	4071884	0.251	0.578	0.833
ENSG00000237009	GLIS3-AS1	chr9	+	3898642	3901248	0.0259	0.989	
ENSG00000107249	GLIS3	chr9	-	3824127	4348392	0.0708	0.283	0.619
ENSG00000237359		chr9	+	3630947	3648390	-0.474	0.589	
ENSG00000232104	RFX3-DT	chr9	+	3526459	3691814	-0.0923	0.626	0.857
ENSG00000080298	RFX3	chr9	-	3218297	3526004	0.0529	0.315	0.65
ENSG00000080608	PUM3	chr9	-	2720469	2844095	0.11	0.0636	0.276
ENSG00000286670		chr9	-	2652856	2654371	2.05	0.125	
ENSG00000147852	VLDLR	chr9	+	2621182	2660056	-0.0302	0.617	0.851
ENSG00000080503	SMARCA2	chr9	+	1980290	2193624	-0.315	0.168	0.476
ENSG00000137090	DMRT1	chr9	+	841690	969090	0.39	0.508	
ENSG00000227155	DOCK8-AS2	chr9	-	452492	492248	2.8	0.121	
ENSG00000107099	DOCK8	chr9	+	214854	465259	0.592	0.0136	0.102
ENSG00000287480		chr9	-	197065	209554	-1.85	0.375	
ENSG00000227917		chr9	-	100804	110138	-0.845	0.613	
ENSG00000181404	WASHC1	chr9	-	14475	73865	0.0533	0.717	0.902
ENSG00000255559	ZNF252P-AS1	chr8	+	145002811	145006046	-0.104	0.737	0.911
ENSG00000291080	ZNF252P	chr8	-	144973589	145002912	0.106	0.0956	0.35
ENSG00000196150	ZNF250	chr8	-	144876497	144902168	0.023	0.792	0.931
ENSG00000286681		chr8	-	144854875	144869489	0.067	0.844	0.949
ENSG00000170619	COMMD5	chr8	-	144841042	144853736	-0.131	0.295	0.631
ENSG00000198169	ZNF251	chr8	-	144720907	144756417	0.0559	0.502	0.79
ENSG00000290885		chr8	+	144700353	144707532	0.297	0.318	0.653
ENSG00000213563	C8orf82	chr8	-	144525733	144529132	0.0309	0.803	0.934
ENSG00000254402	LRRC24	chr8	-	144522388	144527033	0.173	0.76	
ENSG00000265393		chr8	+	144512567	144513672	1.53	0.261	
