gene_ID	hgnc_symbol	chr	strand	start	end	PITX1_PTC_log2FoldChange	PITX1_PTC_pvalue	PITX1_PTC_padj
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	0.0307	0.759	1
ENSG00000228877		chr9	+	134527182	134545244	-1.34	0.453	1
ENSG00000223795		chr9	+	134505472	134521442	-0.716	0.761	1
ENSG00000196363	WDR5	chr9	+	134135365	134159968	0.0434	0.622	1
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.155	0.0808	1
ENSG00000123453	SARDH	chr9	-	133663560	133739955	0.0997	0.869	1
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	-0.116	0.878	1
ENSG00000123454	DBH	chr9	+	133636363	133659329	-0.306	0.913	1
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	0.137	0.731	1
ENSG00000148300	REXO4	chr9	-	133406059	133418096	-0.0375	0.737	1
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	0.743	0.681	1
ENSG00000148248	SURF4	chr9	-	133361450	133376166	-0.126	0.0893	1
ENSG00000148362	PAXX	chr9	+	136992422	136993984	-0.00579	0.96	1
ENSG00000175164	ABO	chr9	-	133233278	133276024	0.867	0.659	1
ENSG00000290769		chr9	+	133079900	133087355	0.79	0.384	1
ENSG00000288989		chr9	-	133028145	133030474	-2.02	0.264	1
ENSG00000165695	AK8	chr9	-	132725578	132878777	-0.934	0.548	1
ENSG00000125485	DDX31	chr9	-	132592997	132670401	-0.109	0.429	1
ENSG00000107290	SETX	chr9	-	132261356	132354986	-0.00608	0.937	1
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	-1.2	0.46	1
ENSG00000230289		chr9	-	131516558	131522229	-0.498	0.429	1
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	0.103	0.872	1
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.449	0.0161	0.656
ENSG00000126883	NUP214	chr9	+	131125573	131234663	0.0244	0.746	1
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	0.52	0.53	1
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	-0.203	0.375	1
ENSG00000188710	QRFP	chr9	-	130892707	130896812	-0.392	0.62	1
ENSG00000130707	ASS1	chr9	+	130444961	130501274	0.123	0.202	1
ENSG00000107130	NCS1	chr9	+	130172404	130237303	-0.118	0.489	1
ENSG00000289226		chr9	-	130053392	130053879	-0.36	0.474	1
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.0238	0.815	1
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	0.566	0.829	1
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	0.0859	0.514	1
ENSG00000261334		chr9	-	129480605	129482538	0.39	0.695	1
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	0.2	0.38	1
ENSG00000226355		chr9	+	129438216	129447545	1.86	0.597	
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-0.376	0.596	1
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	1.78	0.112	1
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.0895	0.245	1
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	-0.18	0.0937	1
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	-0.0858	0.4	1
ENSG00000267834		chr9	-	129004502	129004998	0.633	0.286	1
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	-0.12	0.185	1
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.066	0.783	1
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	-0.0872	0.517	1
ENSG00000160445	ZER1	chr9	-	128729786	128772414	-0.00556	0.953	1
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	-0.088	0.766	1
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.128	0.384	1
ENSG00000160447	PKN3	chr9	+	128702503	128720916	0.0573	0.727	1
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	0.87	0.733	1
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	0.0269	0.708	1
ENSG00000119392	GLE1	chr9	+	128504655	128543874	0.0925	0.377	1
ENSG00000136811	ODF2	chr9	+	128455186	128501292	-0.0546	0.543	1
ENSG00000273186		chr9	+	128431598	128432006	-0.759	0.43	1
ENSG00000167118	URM1	chr9	+	128371361	128392016	-0.0255	0.846	1
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	-0.097	0.34	1
ENSG00000167113	COQ4	chr9	+	128322544	128334072	0.101	0.612	1
ENSG00000272696		chr9	+	128316337	128316909	-0.59	0.145	1
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.123	0.339	1
ENSG00000106976	DNM1	chr9	+	128191655	128255248	0.119	0.831	1
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	-0.0777	0.415	1
ENSG00000171159	BBLN	chr9	+	128160265	128163924	-0.271	0.174	1
ENSG00000232850		chr9	+	128128529	128130628	2	0.19	1
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	0.587	0.0199	0.733
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	0.0166	0.934	1
ENSG00000227218		chr9	+	127934503	127940952	-1.24	0.505	1
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	0.0883	0.781	1
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	-0.197	0.552	1
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	0.0596	0.721	1
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	-0.0701	0.534	1
ENSG00000225032		chr9	+	127816066	127822520	0.755	0.544	1
ENSG00000106991	ENG	chr9	-	127815013	127854658	0.19	0.0645	1
ENSG00000136807	CDK9	chr9	+	127785679	127790792	-0.0956	0.331	1
ENSG00000167094	TTC16	chr9	+	127716079	127731590	0.645	0.786	1
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	-0.0575	0.558	1
ENSG00000197958	RPL12	chr9	-	127447674	127451406	-0.0496	0.415	1
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	0.608	0.0597	1
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	0.0641	0.735	1
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	0.00342	0.966	1
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	-0.825	0.218	1
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	-0.0516	0.568	1
ENSG00000287782		chr9	+	125426169	125438509	1.37	0.468	1
ENSG00000289285		chr9	-	124868229	124869079	-0.838	0.219	1
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	0.38	0.501	1
ENSG00000288642	CDR1	chrX	-	140783578	140784366	1.9	0.521	1
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	-0.145	0.0304	0.874
ENSG00000119522	DENND1A	chr9	-	123379654	123930152	-0.0346	0.646	1
ENSG00000188394	GPR21	chr9	+	123033667	123035665	0.714	0.0964	1
ENSG00000011454	RABGAP1	chr9	+	122940833	123104866	-0.0395	0.554	1
ENSG00000171448	ZBTB26	chr9	-	122915566	122931512	0.0239	0.899	1
ENSG00000186130	ZBTB6	chr9	-	122908056	122913323	0.142	0.32	1
ENSG00000136940	PDCL	chr9	-	122798389	122828588	0.125	0.363	1
ENSG00000095303	PTGS1	chr9	+	122370530	122395703	1.4	0.37	1
ENSG00000119446	RBM18	chr9	-	122237622	122264840	0.0909	0.417	1
ENSG00000106852	LHX6	chr9	-	122202577	122229626	0.0606	0.981	1
ENSG00000175764	TTLL11	chr9	-	121815674	122093606	0.521	0.267	1
ENSG00000204136	GGTA1	chr9	-	121444991	121499844	0.521	0.392	1
ENSG00000186912	P2RY4	chrX	-	70258166	70260204	-1.63	0.366	1
ENSG00000119396	RAB14	chr9	-	121178133	121223014	-0.00492	0.947	1
ENSG00000214654	B3GALT9	chr9	+	120792403	120801787	0.0799	0.834	1
ENSG00000119402	FBXW2	chr9	-	120751978	120793416	-0.02	0.817	1
ENSG00000106780	MEGF9	chr9	-	120600811	120714470	-0.419	5.15e-06	0.000704
ENSG00000136861	CDK5RAP2	chr9	-	120388875	120580170	0.0968	0.237	1
ENSG00000078725	BRINP1	chr9	-	119153458	119369435	-0.11	0.853	1
ENSG00000285820		chr9	+	116838144	116877264	0.473	0.399	1
ENSG00000119401	TRIM32	chr9	+	116687305	116701300	-0.0242	0.89	1
ENSG00000148219	ASTN2	chr9	-	116423112	117415070	0.45	0.185	1
ENSG00000182752	PAPPA	chr9	+	116153791	116402321	0.155	0.257	1
ENSG00000041982	TNC	chr9	-	115019575	115118207	0.209	0.143	1
ENSG00000173077	DELEC1	chr9	+	114850968	115402644	-2.46	0.215	1
ENSG00000181634	TNFSF15	chr9	-	114784652	114806039	0.179	0.653	1
ENSG00000136888	ATP6V1G1	chr9	+	114587706	114598915	-0.0123	0.85	1
ENSG00000228278	ORM2	chr9	+	114329869	114333251	-0.78	0.675	1
ENSG00000196739	COL27A1	chr9	+	114155537	114312511	0.0567	0.524	1
ENSG00000106927	AMBP	chr9	-	114060127	114078328	1.75	0.418	1
ENSG00000227482		chr9	+	113650956	113682855	1.64	0.596	
ENSG00000233817		chr9	+	113619228	113622634	-1.2	0.688	
ENSG00000138835	RGS3	chr9	+	113444731	113597743	-0.115	0.35	1
ENSG00000148218	ALAD	chr9	-	113386312	113401290	-0.0332	0.742	1
ENSG00000119431	HDHD3	chr9	-	113373419	113376986	-0.184	0.148	1
ENSG00000165188	RNF183	chr9	-	113297093	113303376	0	1	
ENSG00000176386	CDC26	chr9	-	113255835	113275572	-0.0876	0.498	1
ENSG00000136868	SLC31A1	chr9	+	113221544	113264492	0.0059	0.923	1
ENSG00000225684	FAM225B	chr9	-	113102117	113111543	0.27	0.861	1
ENSG00000228623	ZNF883	chr9	-	112988129	113012192	0.116	0.615	1
ENSG00000271631	SLC46A2-AS1	chr9	+	112885158	112885767	-0.0423	0.985	1
ENSG00000119457	SLC46A2	chr9	-	112878920	112890876	-2.56	0.419	
ENSG00000148153	INIP	chr9	-	112683926	112718149	-0.1	0.424	1
ENSG00000230185	HSDL2-AS1	chr9	-	112399512	112487204	-1.22	0.344	1
ENSG00000119471	HSDL2	chr9	+	112380080	112472405	0.0489	0.619	1
ENSG00000106868	SUSD1	chr9	-	112040783	112175297	-0.109	0.343	1
ENSG00000259953	LINC02977	chr9	-	112028570	112039143	0.0763	0.678	1
ENSG00000242616	GNG10	chr9	+	111661605	111670226	0.0576	0.734	1
ENSG00000059769	DNAJC25	chr9	+	111631334	111654351	-0.226	0.118	1
ENSG00000136810	TXN	chr9	-	110243810	110256507	-0.0705	0.468	1
ENSG00000188959	C9orf152	chr9	-	110190048	110208159	-0.789	0.511	1
ENSG00000095203	EPB41L4B	chr9	-	109171974	109321059	0.0317	0.726	1
ENSG00000106771	TMEM245	chr9	-	109015135	109119947	0.0373	0.604	1
ENSG00000289987		chr9	+	107488558	107489323	-0.275	0.852	1
ENSG00000119318	RAD23B	chr9	+	107283137	107332192	-0.0911	0.141	1
ENSG00000230782		chr9	-	106974833	107102988	-0.281	0.858	1
ENSG00000148143	ZNF462	chr9	+	106863166	107013634	0.0919	0.351	1
ENSG00000234323	LINC01505	chr9	+	105993310	106740875	2.08	0.293	1
ENSG00000186051	TAL2	chr9	+	105662457	105663124	2.24	0.417	1
ENSG00000106701	FSD1L	chr9	+	105447796	105552433	0.0745	0.758	1
ENSG00000070214	SLC44A1	chr9	+	105244622	105439171	-0.118	0.089	1
ENSG00000286536		chr9	-	105025932	105239221	1.59	0.266	1
ENSG00000226334		chr9	+	104927553	104928892	0.128	0.955	1
ENSG00000136839	OR13C9	chr9	-	104617248	104618204	-29.1	8.15e-15	
ENSG00000136870	ZNF189	chr9	+	101398851	101410660	0.167	0.317	1
ENSG00000136897	MRPL50	chr9	-	101387633	101398618	-0.065	0.583	1
ENSG00000148123	PLPPR1	chr9	+	101028727	101325135	1.27	0.151	1
ENSG00000241697	TMEFF1	chr9	+	100473149	100577636	-0.128	0.361	1
ENSG00000066697	MSANTD3	chr9	+	100427143	100451734	-0.115	0.322	1
ENSG00000119509	INVS	chr9	+	100099243	100302175	-0.0332	0.844	1
ENSG00000254571		chr9	-	99915077	99929896	-1.14	0.777	
ENSG00000136874	STX17	chr9	+	99906654	99974534	0.102	0.386	1
ENSG00000119508	NR4A3	chr9	+	99821855	99866891	0.0727	0.653	1
ENSG00000237461		chr9	-	99396987	99819921	2.72	0.0202	0.74
ENSG00000204291	COL15A1	chr9	+	98943179	99070792	0.895	0.0624	1
ENSG00000267026		chr9	-	98847172	98872415	-0.628	0.822	1
ENSG00000119514	GALNT12	chr9	+	98807670	98850081	0.0852	0.777	1
ENSG00000095380	NANS	chr9	+	98056732	98083077	-0.0355	0.663	1
ENSG00000070061	ELP1	chr9	-	108866898	108934328	-0.0773	0.435	1
ENSG00000136932	TRMO	chr9	-	97904489	97922500	0.304	0.373	1
ENSG00000178919	FOXE1	chr9	+	97853226	97856717	0.0392	0.979	1
ENSG00000136936	XPA	chr9	-	97674909	97697340	-0.171	0.304	1
ENSG00000196116	TDRD7	chr9	+	97412096	97496125	-0.078	0.673	1
ENSG00000203279		chr9	-	97200475	97238766	0.553	0.526	1
ENSG00000136943	CTSV	chr9	-	97029677	97156556	0.0814	0.169	1
ENSG00000081386	ZNF510	chr9	-	96754553	96778129	-0.0608	0.647	1
ENSG00000081377	CDC14B	chr9	-	96490241	96619843	-0.106	0.199	1
ENSG00000130956	HABP4	chr9	+	96450169	96491336	0.0781	0.717	1
ENSG00000130948	HSD17B3	chr9	-	96235306	96302176	0.337	0.788	1
ENSG00000182150	ERCC6L2	chr9	+	95871264	96121154	-0.000561	0.996	1
ENSG00000175611	ERCC6L2-AS1	chr9	-	95759231	95876049	-0.201	0.505	1
ENSG00000185920	PTCH1	chr9	-	95442980	95517057	-0.318	0.0195	0.725
ENSG00000165140	FBP1	chr9	-	94603133	94640249	0.185	0.31	1
ENSG00000130957	FBP2	chr9	-	94558720	94593824	-0.855	0.623	1
ENSG00000232063		chr9	+	94332459	94363013	-0.00823	0.989	1
ENSG00000286834		chr9	-	94116023	94145693	0.135	0.894	1
ENSG00000158079	PTPDC1	chr9	+	94030794	94109856	-0.111	0.715	1
ENSG00000197724	PHF2	chr9	+	93576584	93679587	0.116	0.273	1
ENSG00000289031		chr9	+	93566761	93568075	1	0.318	1
ENSG00000048828	FAM120A	chr9	+	93451685	93566112	-0.0442	0.524	1
ENSG00000188938	FAM120AOS	chr9	-	93431441	93453581	0.0732	0.412	1
ENSG00000165238	WNK2	chr9	+	93184122	93320572	-0.0722	0.496	1
ENSG00000157303	SUSD3	chr9	+	93058688	93085133	-0.738	0.209	1
ENSG00000291168		chr9	+	92809568	92838457	0.363	0.375	1
ENSG00000185963	BICD2	chr9	-	92711363	92764833	-0.000465	0.994	1
ENSG00000127080	IPPK	chr9	-	92613183	92670131	0.0284	0.75	1
ENSG00000106819	ASPN	chr9	-	92456205	92482506	0.502	0.738	1
ENSG00000188312	CENPP	chr9	+	92325953	92620529	0.208	0.367	1
ENSG00000198000	NOL8	chr9	-	92297358	92325636	0.036	0.68	1
ENSG00000196305	IARS1	chr9	-	92210207	92293854	-0.0205	0.743	1
ENSG00000290644		chr9	+	92141298	92160114	-0.577	0.421	1
ENSG00000090054	SPTLC1	chr9	-	92000087	92115413	-0.0528	0.457	1
ENSG00000233081		chr9	+	91426238	91427144	-0.975	0.595	1
ENSG00000165030	NFIL3	chr9	-	91409045	91423832	-0.183	0.0661	1
ENSG00000235641	LINC00484	chr9	+	91159573	91166272	-0.289	0.888	1
ENSG00000165023	DIRAS2	chr9	-	90609832	90642862	-0.0458	0.914	1
ENSG00000227555	MIR4290HG	chr9	-	90020654	90041499	1.64	0.327	1
ENSG00000226206		chr9	+	89799695	89821753	-0.0831	0.854	1
ENSG00000236507		chr9	-	89797880	89803100	-0.355	0.534	1
ENSG00000237372	LINC03062	chr9	+	89639750	89719760	-0.0894	0.744	1
ENSG00000130222	GADD45G	chr9	+	89605012	89606555	-0.139	0.448	1
ENSG00000285907		chr9	-	89563537	89604687	0.00446	0.976	1
ENSG00000187764	SEMA4D	chr9	-	89360787	89498130	0.0401	0.701	1
ENSG00000123975	CKS2	chr9	+	89311195	89316703	-0.158	0.0204	0.743
ENSG00000106723	SPIN1	chr9	+	88388430	88478694	-0.0696	0.247	1
ENSG00000290883		chr9	+	87864096	87866291	2.29	0.502	1
ENSG00000226237	GAS1RR	chr9	+	86948629	87002033	1.56	0.292	1
ENSG00000187753	C9orf153	chr9	-	86220265	86259657	0.238	0.599	1
ENSG00000135040	NAA35	chr9	+	85941146	86025462	-0.0522	0.53	1
ENSG00000230303		chr9	-	85783668	85805154	-2.09	0.323	1
ENSG00000130560	UBAC1	chr9	-	135932969	135961373	-0.0777	0.455	1
ENSG00000135049	AGTPBP1	chr9	-	85546539	85742029	0.0647	0.475	1
ENSG00000148053	NTRK2	chr9	+	84668375	85095751	-0.221	0.606	1
ENSG00000197506	SLC28A3	chr9	-	84275457	84340758	0.158	0.642	1
ENSG00000135018	UBQLN1	chr9	-	83659968	83707958	-0.0666	0.348	1
ENSG00000148057	IDNK	chr9	+	83623049	83644130	0.614	0.241	1
ENSG00000172159	FRMD3	chr9	-	83242990	83538546	0.179	0.75	1
ENSG00000196781	TLE1	chr9	-	81583683	81689547	-0.0299	0.706	1
ENSG00000260564		chr9	+	79887922	79892007	0.802	0.679	1
ENSG00000106829	TLE4	chr9	+	79571773	79726882	-0.0838	0.372	1
ENSG00000148019	CEP78	chr9	+	78236062	78279690	0.18	0.0676	1
ENSG00000289440		chr9	-	78234831	78236020	0.803	0.456	1
ENSG00000156052	GNAQ	chr9	-	77716097	78031811	0.0987	0.305	1
ENSG00000156049	GNA14	chr9	-	77423079	77648322	-0.288	0.744	1
ENSG00000197969	VPS13A	chr9	+	77177445	77421537	0.0474	0.591	1
ENSG00000106772	PRUNE2	chr9	-	76611376	76906114	-0.141	0.62	1
ENSG00000135002	RFK	chr9	-	76385526	76394517	-0.0701	0.454	1
ENSG00000135045	C9orf40	chr9	-	74946583	74952912	0.0464	0.715	1
ENSG00000224825	RORB-AS1	chr9	-	74485551	74499127	-0.713	0.862	
ENSG00000135046	ANXA1	chr9	+	73151865	73170393	-0.0888	0.134	1
ENSG00000165092	ALDH1A1	chr9	-	72900671	73080442	-1.54	0.166	1
ENSG00000165091	TMC1	chr9	+	72521608	72838297	0.101	0.963	1
ENSG00000225434	LINC01504	chr9	+	72305367	72356721	2.3	0.365	1
ENSG00000119125	GDA	chr9	+	72114595	72257193	0.393	0.357	1
ENSG00000135048	CEMIP2	chr9	-	71683366	71816690	0.00427	0.943	1
ENSG00000083067	TRPM3	chr9	-	70529060	71446904	1.53	0.4	1
ENSG00000289159		chr9	-	70419698	70420915	2.05	0.342	1
ENSG00000274421		chr9	+	70310875	70312120	0.599	0.402	1
ENSG00000268364	SMC5-DT	chr9	-	70193997	70258866	0.953	0.123	1
ENSG00000165060	FXN	chr9	+	69035751	69079076	0.113	0.56	1
ENSG00000187866	PABIR1	chr9	+	68780065	68785566	0.021	0.892	1
ENSG00000187559	FOXD4L3	chr9	+	68302867	68305084	1.54	0.59	1
ENSG00000196873	ZNG1C	chr9	+	68232003	68300035	-0.14	0.235	1
ENSG00000274026	FAM27E3	chr9	-	67717411	67719178	1.48	0.0951	1
ENSG00000275969	SPATA31A3	chr9	-	66986304	66992550	18.4	1.7e-10	
ENSG00000147996	ZNG1E	chr9	+	65668805	65734041	0.153	0.256	1
ENSG00000287329		chr9	+	65385649	65396372	15.9	6.24e-08	
ENSG00000290549		chr9	-	63299453	63385117	-0.286	0.695	1
ENSG00000170161	FAM88B	chr9	+	62897368	62900104	0.628	0.598	1
ENSG00000234665	LERFS	chr9	-	62856999	62898095	-2.54	0.369	1
ENSG00000107281	NPDC1	chr9	-	137039463	137046179	0.00889	0.97	1
ENSG00000229422		chr9	-	62837139	62838302	1.88	0.451	1
ENSG00000204802	FAM88C	chr9	-	62374128	62376836	0.89	0.474	1
ENSG00000237357	FAM88E	chr9	-	42566679	42569353	17.9	7.29e-13	
ENSG00000154529	CNTNAP3B	chr9	-	41890314	42129510	-0.704	0.441	1
ENSG00000198888	MT-ND1	chrM	+	3307	4262	-0.23	0.0129	0.593
ENSG00000215126	ZNG1F	chr9	-	41131306	41199261	0.0978	0.649	1
ENSG00000273514	FOXD4L6	chr9	-	41126435	41128681	-0.409	0.91	
ENSG00000291075		chr9	+	40992245	41057399	0.0784	0.855	1
ENSG00000291181		chr9	-	39816542	40106661	0.541	0.5	1
ENSG00000196152	ZNF79	chr9	+	127424374	127445372	-0.156	0.394	1
ENSG00000290907		chr9	-	38566260	38568009	0.898	0.115	1
ENSG00000291061		chr9	+	38433696	38543880	0.199	0.949	1
ENSG00000137142	IGFBPL1	chr9	-	38406528	38424454	-0.0897	0.793	1
ENSG00000107338	SHB	chr9	-	37915898	38069227	-0.122	0.5	1
ENSG00000122696	SLC25A51	chr9	-	37879400	37904353	-0.0287	0.868	1
ENSG00000165275	TRMT10B	chr9	+	37753803	37778972	-0.0942	0.748	1
ENSG00000070601	FRMPD1	chr9	+	37650954	37746904	-0.0794	0.673	1
ENSG00000137106	GRHPR	chr9	+	37422666	37436990	-0.101	0.372	1
ENSG00000281649	EBLN3P	chr9	+	37079645	37090928	0.0206	0.831	1
ENSG00000196092	PAX5	chr9	-	36833269	37034268	-1.72	0.527	1
ENSG00000165304	MELK	chr9	+	36572862	36677683	-0.11	0.295	1
ENSG00000137103	TMEM8B	chr9	+	35814451	35865518	0.271	0.337	1
ENSG00000137098	SPAG8	chr9	-	35808045	35812272	-0.682	0.804	
ENSG00000159899	NPR2	chr9	+	35791003	35809732	-0.0342	0.938	1
ENSG00000227388		chr9	+	35772163	35790432	-0.241	0.733	1
ENSG00000228843		chr9	-	35756712	35757940	-0.262	0.936	
ENSG00000215183	MSMP	chr9	-	35752990	35756613	-0.908	0.753	1
ENSG00000070610	GBA2	chr9	-	35736866	35749228	-0.089	0.314	1
ENSG00000137076	TLN1	chr9	-	35696948	35732195	0.105	0.227	1
ENSG00000198467	TPM2	chr9	-	35681992	35690056	0.0357	0.797	1
ENSG00000137135	ARHGEF39	chr9	-	35658875	35675866	0.613	0.029	0.861
ENSG00000159884	CCDC107	chr9	+	35658290	35661511	0.11	0.772	1
ENSG00000137101	CD72	chr9	-	35609982	35646810	-0.788	0.282	1
ENSG00000165283	STOML2	chr9	-	35099776	35103195	0.0115	0.897	1
ENSG00000165282	PIGO	chr9	-	35087237	35096619	0.163	0.128	1
ENSG00000287868		chr9	-	35023840	35025402	0.682	0.0745	1
ENSG00000286782		chr9	-	35012963	35016076	0.172	0.571	1
ENSG00000137094	DNAJB5	chr9	+	34989641	34998900	-0.178	0.422	1
ENSG00000205108	FAM205A	chr9	-	34723053	34729488	1.24	0.719	1
ENSG00000147955	SIGMAR1	chr9	-	34634722	34637844	0.0457	0.654	1
ENSG00000122735	DNAI1	chr9	+	34457414	34520988	-0.125	0.796	1
ENSG00000164976	MYORG	chr9	-	34366666	34376898	0.121	0.37	1
ENSG00000186638	KIF24	chr9	-	34252380	34329268	0.0011	0.995	1
ENSG00000165271	NOL6	chr9	-	33461353	33473930	-0.061	0.547	1
ENSG00000165272	AQP3	chr9	-	33441156	33447596	-0.0676	0.558	1
ENSG00000286322		chr9	+	33401478	33410553	0.645	0.648	1
ENSG00000122692	SMU1	chr9	-	33041765	33076674	0.00344	0.96	1
ENSG00000086061	DNAJA1	chr9	+	33025273	33039907	-0.0825	0.24	1
ENSG00000231193		chr9	-	32840598	32841762	-2.41	0.215	1
ENSG00000173611	SCAI	chr9	-	124942608	125143528	0.241	0.0829	1
ENSG00000230516		chr9	-	32643103	32645026	-1.29	0.71	1
ENSG00000122728	TAF1L	chr9	-	32629454	32635669	-0.884	0.445	1
ENSG00000165264	NDUFB6	chr9	-	32553001	32573184	-0.0976	0.555	1
ENSG00000197579	TOPORS	chr9	-	32540544	32552586	0.0928	0.396	1
ENSG00000174482	LINGO2	chr9	-	27937617	29213601	-1.5	0.203	1
ENSG00000147894	C9orf72	chr9	-	27535640	27573866	-0.0494	0.682	1
ENSG00000285103		chr9	+	27529085	27543902	0.0577	0.928	1
ENSG00000291187	LINC00032	chr9	-	27245684	27284869	0.242	0.762	1
ENSG00000198680	TUSC1	chr9	-	25676969	25678444	-0.147	0.481	1
ENSG00000283982		chr9	-	23500691	23672387	0.185	0.692	1
ENSG00000240498	CDKN2B-AS1	chr9	+	21994139	22128103	0.175	0.732	1
ENSG00000224854	CDKN2A-DT	chr9	+	21966929	21967751	-0.783	0.653	1
ENSG00000099810	MTAP	chr9	+	21802636	21937651	0.0278	0.648	1
ENSG00000197919	IFNA1	chr9	+	21440439	21441316	-1.23	0.285	1
ENSG00000261696		chr9	-	21394888	21396346	0.0917	0.895	1
ENSG00000165689	ENTR1	chr9	-	136401922	136410614	-0.127	0.179	1
ENSG00000188352	FOCAD	chr9	+	20658309	20995955	-0.128	0.0912	1
ENSG00000171843	MLLT3	chr9	-	20341669	20622499	0.0324	0.819	1
ENSG00000261402		chr9	+	19926094	19929937	1.58	0.545	1
ENSG00000286685		chr9	+	19789155	19894856	-1.26	0.638	1
ENSG00000155886	SLC24A2	chr9	-	19507452	19789037	-0.368	0.884	1
ENSG00000260912		chr9	+	19453209	19455173	0.117	0.163	1
ENSG00000177076	ACER2	chr9	+	19409009	19452505	0.0633	0.403	1
ENSG00000137154	RPS6	chr9	-	19375715	19380236	-0.0485	0.413	1
ENSG00000273226		chr9	+	19375451	19375996	0.476	0.606	1
ENSG00000164989	CCDC171	chr9	+	15553043	16061663	0.271	0.156	1
ENSG00000164975	SNAPC3	chr9	+	15422734	15465953	0.0839	0.489	1
ENSG00000147869	CER1	chr9	-	14719724	14722733	1.1	0.574	1
ENSG00000147862	NFIB	chr9	-	14081843	14398983	-0.474	0.385	1
ENSG00000225706	PTPRD-AS1	chr9	+	8858084	8864772	-1.84	0.494	1
ENSG00000225489		chr9	+	6716157	6727438	-0.619	0.405	1
ENSG00000236924		chr9	+	6645812	6694715	0.047	0.864	1
ENSG00000178445	GLDC	chr9	-	6532467	6645729	0.00193	0.986	1
ENSG00000137040	RANBP6	chr9	-	6011025	6015625	0.216	0.093	1
ENSG00000120215	MLANA	chr9	+	5890889	5910606	-0.434	0.779	1
ENSG00000183354	KIAA2026	chr9	-	5881596	6008482	-0.0287	0.774	1
ENSG00000099219	ERMP1	chr9	-	5749832	5879537	0.0504	0.486	1
ENSG00000225408		chr9	-	5719021	5720244	-0.759	0.803	
ENSG00000197646	PDCD1LG2	chr9	+	5510531	5571282	2.25	0.238	1
ENSG00000107020	PLGRKT	chr9	-	5357971	5437925	-0.187	0.354	1
ENSG00000120211	INSL4	chr9	+	5231419	5235304	-0.0312	0.777	1
ENSG00000096968	JAK2	chr9	+	4984390	5129948	-0.0338	0.823	1
ENSG00000205808	PLPP6	chr9	+	4662294	4665258	-0.144	0.467	1
ENSG00000106686	SPATA6L	chr9	-	4553386	4666674	0.0724	0.615	1
ENSG00000228322	GLIS3-AS2	chr9	+	4299390	4306046	-1.92	0.594	
ENSG00000230001		chr9	-	4070906	4071884	1.22	0.14	1
ENSG00000107249	GLIS3	chr9	-	3824127	4348392	0.00203	0.982	1
ENSG00000237359		chr9	+	3630947	3648390	1.33	0.311	1
ENSG00000232104	RFX3-DT	chr9	+	3526459	3691814	0.0651	0.906	1
ENSG00000080298	RFX3	chr9	-	3218297	3526004	0.0189	0.834	1
ENSG00000080608	PUM3	chr9	-	2720469	2844095	-0.0532	0.546	1
ENSG00000286670		chr9	-	2652856	2654371	-0.206	0.902	1
