gene_ID	hgnc_symbol	chr	strand	start	end	POU2F3_CE_log2FoldChange	POU2F3_CE_pvalue	POU2F3_CE_padj	POU2F3_KO_log2FoldChange	POU2F3_KO_pvalue	POU2F3_KO_padj	POU2F3_PTC_log2FoldChange	POU2F3_PTC_pvalue	POU2F3_PTC_padj
ENSG00000226530		chrX	+	51395915	51465839	0.507	0.533	0.679	0.0334	0.968		0.516	0.513	0.774
ENSG00000230317	LINC01284	chrX	-	51095836	51224432	2.35	0.063		-0.0293	0.983		-1	0.51	0.773
ENSG00000158352	SHROOM4	chrX	-	50586796	50814302	0.205	0.307	0.471	-0.123	0.537	0.686	-0.273	0.161	0.477
ENSG00000274588	DGKK	chrX	-	50365409	50470825	0.491	0.159	0.301	0.117	0.738	0.836	-0.13	0.708	0.88
ENSG00000147081	AKAP4	chrX	-	50190777	50201007	-0.321	0.895		3.33	0.122		-0.141	0.952	
ENSG00000270012		chrX	+	49273054	49275768	-0.344	0.248	0.409	-0.155	0.591	0.729	-0.442	0.128	0.434
ENSG00000286181		chrX	-	49262866	49270521	2.9	0.0763		3.75	0.0161		4	0.00853	
ENSG00000012211	PRICKLE3	chrX	-	49174802	49186528	0.409	0.00364	0.0252	0.487	0.000425	0.0238	0.283	0.0404	0.285
ENSG00000269313	MAGIX	chrX	+	49162564	49168774	-0.409	0.0944	0.209	-0.281	0.239	0.407	-0.0398	0.861	0.949
ENSG00000243279	PRAF2	chrX	-	49071161	49074002	0.435	0.0969	0.212	0.174	0.508	0.662	-0.385	0.156	0.471
ENSG00000068400	GRIPAP1	chrX	-	48973720	49002265	0.215	0.0743	0.175	0.313	0.00806	0.0615	0.182	0.114	0.411
ENSG00000102100	SLC35A2	chrX	-	48903180	48911958	-0.135	0.184	0.333	-0.108	0.282	0.452	-0.116	0.237	0.557
ENSG00000094631	HDAC6	chrX	+	48801377	48824982	0.199	0.177	0.324	0.222	0.124	0.268	0.0697	0.621	0.838
ENSG00000015285	WAS	chrX	+	48676596	48691431	-0.135	0.922		1.25	0.327		-0.00184	0.999	
ENSG00000102317	RBM3	chrX	+	48574449	48581162	0.152	0.182	0.33	0.0849	0.447	0.61	0.0839	0.438	0.725
ENSG00000147155	EBP	chrX	+	48521799	48528716	0.281	0.0543	0.141	0.183	0.203	0.363	0.166	0.233	0.554
ENSG00000102312	PORCN	chrX	+	48508959	48520814	-0.234	0.708	0.812	-0.076	0.901	0.944	-0.319	0.602	0.828
ENSG00000287757		chrX	+	48071223	48078721	0.225	0.916		-1.68	0.441		-1.75	0.408	
ENSG00000197779	ZNF81	chrX	+	47836902	48002561	0.637	0.00302	0.0227	0.4	0.0585	0.167	0.455	0.0264	0.256
ENSG00000267064	UXT-AS1	chrX	+	47658833	47692326	-0.907	0.0362	0.107	-1.52	0.000827	0.0294	-1.23	0.00462	0.191
ENSG00000126756	UXT	chrX	-	47651796	47659180	-0.291	0.0152	0.0598	-0.193	0.0997	0.232	-0.197	0.0869	0.369
ENSG00000078061	ARAF	chrX	+	47561205	47571908	-0.0674	0.475	0.63	-0.0428	0.643	0.768	-0.0954	0.289	0.61
ENSG00000289890		chrX	-	47555936	47561382	-0.197	0.865		-2.5	0.0875		-3.04	0.0471	
ENSG00000196741	LINC01560	chrX	+	47483571	47484823	1.14	0.0602	0.152	0.707	0.255		0.396	0.533	0.785
ENSG00000147124	ZNF41	chrX	-	47445178	47483222	0.722	0.00159	0.0166	0.583	0.00973	0.0671	0.445	0.0438	0.293
ENSG00000102226	USP11	chrX	+	47232866	47248328	0.222	0.0273	0.0882	0.204	0.0392	0.133	0.00536	0.956	0.983
ENSG00000147123	NDUFB11	chrX	-	47142071	47145466	-0.364	0.00013	0.00578	-0.233	0.0124	0.0752	-0.217	0.0165	0.227
ENSG00000130988	RGN	chrX	+	47078355	47093314	-0.0696	0.918	0.952	-0.628	0.373		-0.98	0.179	0.497
ENSG00000102221	JADE3	chrX	+	46912276	47061242	-0.054	0.601	0.735	-0.0571	0.573	0.715	-0.0271	0.783	0.913
ENSG00000204904	LINC01545	chrX	-	46887417	46899703	-0.602	0.64		-2.8	0.0783		-2.74	0.0769	
ENSG00000065923	SLC9A7	chrX	-	46599251	46759118	0.0135	0.913	0.948	0.042	0.729	0.829	0.118	0.313	0.631
ENSG00000251192	ZNF674	chrX	-	46497725	46545457	0.0767	0.713	0.816	-0.0224	0.913	0.951	-0.257	0.208	0.528
ENSG00000236751	LINC01186	chrX	-	46256759	46327680	-0.723	0.698		-1.82	0.319		-2.06	0.245	
ENSG00000270069	MIR222HG	chrX	-	45745210	45770274	0.552	0.0244	0.0819	0.683	0.00436	0.0492	0.543	0.0199	0.236
ENSG00000224294	PINCR	chrX	+	43176994	43226598	-1.52	0.201		-2.51	0.0659		-0.0345	0.972	0.989
ENSG00000287223		chrX	-	42723209	42755892	-2.36	0.584		-2.39	0.571		-1.44	0.723	
ENSG00000188937	NYX	chrX	+	41447343	41475710	0.935	0.363		0.954	0.346		0.714	0.479	0.753
ENSG00000126950	TMEM35A	chrX	+	101078879	101096367	-0.169	0.903		0.5	0.706		-0.523	0.711	0.881
ENSG00000223486	LINC03053	chrX	+	40009276	40012182	-1.44	0.296		-1.45	0.289		-0.0525	0.961	0.985
ENSG00000289127		chrX	+	38870767	39019622	0.122	0.954		-0.322	0.878		-2.81	0.201	
ENSG00000156313	RPGR	chrX	-	38269163	38327544	-0.0727	0.73	0.828	0.187	0.363	0.534	-0.085	0.676	0.866
ENSG00000165168	CYBB	chrX	+	37780018	37813461	2.56	0.0919		3.17	0.0308		1.76	0.256	
ENSG00000147036	LANCL3	chrX	+	37571569	37684463	0.37	0.598	0.732	0.291	0.678		0.838	0.208	0.528
ENSG00000130962	PRRG1	chrX	+	37349309	37457292	-0.0646	0.589	0.725	-0.176	0.136	0.283	-0.0921	0.419	0.712
ENSG00000174016	TENT5D	chrX	+	80335504	80445311	-1.78	0.281		-1.8	0.273		-2.5	0.138	
ENSG00000165164	CFAP47	chrX	+	35919734	36385317	-0.0763	0.904	0.943	0.27	0.658		0.389	0.511	0.773
ENSG00000189023	MAGEB16	chrX	+	35798342	35803772	-1.13	0.342		-1.47	0.237		-0.246	0.816	0.928
ENSG00000198947	DMD	chrX	-	31097677	33339609	0.349	0.0103	0.0466	0.232	0.0839	0.208	0.294	0.0238	0.25
ENSG00000198814	GK	chrX	+	30653359	30731462	1.23	9e-04	0.0131	0.763	0.043	0.14	0.626	0.094	0.381
ENSG00000169297	NR0B1	chrX	-	30304206	30309390	4.1	0.00313	0.023	3.79	0.00637		2.09	0.154	
ENSG00000004848	ARX	chrX	-	25003694	25016420	1.58	0.517		0.603	0.805		2.02	0.361	
ENSG00000101868	POLA1	chrX	+	24693873	24996986	0.228	0.0531	0.139	0.287	0.013	0.0767	0.187	0.0965	0.384
ENSG00000289472		chrX	+	24168659	24169609	-0.402	0.43	0.59	0.0391	0.934	0.963	0.456	0.303	0.622
ENSG00000174010	KLHL15	chrX	-	23983716	24027186	-0.346	0.0707	0.169	-0.269	0.151	0.301	-0.251	0.167	0.484
ENSG00000184831	APOO	chrX	-	23833353	23907938	-0.468	0.0421	0.118	-0.311	0.167	0.321	-0.317	0.147	0.46
ENSG00000123130	ACOT9	chrX	-	23701055	23766475	0.343	0.0254	0.0842	0.206	0.174	0.33	0.0853	0.564	0.806
ENSG00000123131	PRDX4	chrX	+	23664262	23686397	-0.373	0.00476	0.0292	-0.341	0.00836	0.0626	-0.258	0.0396	0.284
ENSG00000165186	PTCHD1	chrX	+	23334849	23404374	0.949	2.44e-05	0.00301	0.843	0.000132	0.0186	0.618	0.004	0.184
ENSG00000233067	PTCHD1-AS	chrX	-	22191895	22235358	0.081	0.979		0.0515	0.987		0.032	0.991	
ENSG00000102174	PHEX	chrX	+	22032325	22494713	-1.34	0.0449	0.124	-0.856	0.175	0.331	-0.717	0.236	0.556
ENSG00000149970	CNKSR2	chrX	+	21372801	21654695	0.734	0.0507	0.135	0.603	0.104	0.238	0.27	0.459	0.739
ENSG00000184368	MAP7D2	chrX	-	20006713	20116907	0.225	0.16	0.302	0.179	0.258	0.428	0.1	0.518	0.777
ENSG00000147010	SH3KBP1	chrX	-	19533977	19887600	0.135	0.0571	0.146	0.0312	0.654	0.777	0.0614	0.364	0.672
ENSG00000180815	MAP3K15	chrX	-	19360056	19515508	-1	0.0123	0.0518	-0.47	0.219	0.384	-0.811	0.0322	0.27
ENSG00000173698	ADGRG2	chrX	-	18989307	19122637	-0.0968	0.689	0.798	-0.228	0.341	0.513	-0.0493	0.831	0.934
ENSG00000044446	PHKA2	chrX	-	18892298	18984114	0.00961	0.921	0.954	-0.0967	0.312	0.484	0.0275	0.766	0.906
ENSG00000237836	PHKA2-AS1	chrX	+	18890296	18894974	-2.21	0.034	0.102	-1.54	0.108		-0.959	0.282	0.602
ENSG00000086717	PPEF1	chrX	+	18675909	18827921	-1.07	0.258	0.419	-1.37	0.153		-0.876	0.325	0.641
ENSG00000008086	CDKL5	chrX	+	18425583	18653629	-0.566	0.00111	0.0143	-0.437	0.0101	0.0681	-0.362	0.0275	0.259
ENSG00000102098	SCML2	chrX	-	18239313	18354688	0.593	0.0327	0.0996	0.416	0.129	0.273	0.571	0.0314	0.269
ENSG00000225882	LINC01456	chrX	-	17970197	18104644	0.331	0.83		-0.288	0.858		0.564	0.689	0.872
ENSG00000047634	SCML1	chrX	+	17737449	17754988	0.135	0.53	0.677	0.047	0.825	0.894	-0.192	0.363	0.671
ENSG00000235834		chrX	+	17528435	17587160	0.47	0.448	0.607	0.656	0.277		0.83	0.153	0.468
ENSG00000169891	REPS2	chrX	+	16946658	17153272	-0.907	0.0166	0.0635	-0.715	0.0531	0.157	-0.829	0.0235	0.248
ENSG00000238178		chrX	-	16152941	16170869	-0.0196	0.986		0.415	0.703		-1.45	0.292	
ENSG00000126010	GRPR	chrX	+	16123565	16153518	0.257	0.756	0.847	0.574	0.476		0.166	0.843	0.939
ENSG00000182287	AP1S2	chrX	-	15825806	15854931	0.697	0.00156	0.0165	0.438	0.0447	0.143	0.398	0.0621	0.327
ENSG00000147003	CLTRN	chrX	-	15627318	15675012	0.396	0.515	0.664	0.159	0.797		0.0529	0.932	0.975
ENSG00000130234	ACE2	chrX	-	15494566	15607236	-0.471	0.0404	0.115	-0.508	0.0245	0.103	-0.52	0.0178	0.23
ENSG00000087842	PIR	chrX	-	15384799	15493564	0.168	0.318	0.482	0.238	0.15	0.301	0.43	0.00744	0.2
ENSG00000046647	GEMIN8	chrX	-	14006726	14029893	0.184	0.341	0.505	-0.0714	0.711	0.817	0.0797	0.67	0.863
ENSG00000289449		chrX	+	13773311	13773935	0.113	0.843	0.904	-0.298	0.6		0.0115	0.983	0.993
ENSG00000123595	RAB9A	chrX	+	13689128	13710504	-0.493	0.000656	0.0115	-0.469	0.00095	0.0303	-0.362	0.00841	0.201
ENSG00000176896	TCEANC	chrX	+	13653112	13681964	-0.0511	0.791	0.87	-0.236	0.223	0.388	-0.12	0.524	0.781
ENSG00000101916	TLR8	chrX	+	12906620	12923169	-1.91	0.344		0.258	0.887		-1.32	0.491	
ENSG00000196664	TLR7	chrX	+	12867072	12890361	-0.146	0.372	0.535	-0.272	0.0927	0.221	-0.514	0.00132	0.153
ENSG00000101911	PRPS2	chrX	+	12791355	12824222	0.163	0.195	0.346	0.112	0.367	0.538	0.138	0.253	0.573
ENSG00000047648	ARHGAP6	chrX	-	11117651	11665920	0.451	0.0893	0.2	0.313	0.231	0.397	0.371	0.142	0.453
ENSG00000101871	MID1	chrX	-	10445310	10833654	0.523	0.00127	0.0151	0.469	0.00321	0.0445	0.309	0.0448	0.293
ENSG00000101850	GPR143	chrX	-	9725346	9786297	1.09	0.0139	0.0563	0.737	0.0994	0.232	0.0134	0.977	0.991
ENSG00000101849	TBL1X	chrX	+	9463320	9741037	0.0155	0.883	0.93	-0.00215	0.983	0.991	0.0346	0.73	0.89
ENSG00000287171		chrX	-	8487165	8504564	2.4	0.346		-0.595	0.824		2.08	0.401	
ENSG00000101846	STS	chrX	+	7147237	7804358	0.157	0.0764	0.179	0.0655	0.449	0.612	0.072	0.391	0.692
ENSG00000006756	ARSD	chrX	-	2903972	2929349	0.257	0.0724	0.172	0.0836	0.555	0.699	0.0619	0.653	0.856
ENSG00000169084	DHRSX	chrX	-	2219506	2502805	0.218	0.0937	0.207	0.115	0.37	0.541	0.0998	0.428	0.718
ENSG00000197976	AKAP17A	chrX	+	1591604	1602520	-0.803	0.000452	0.00975	-0.61	0.00646	0.0562	-0.4	0.0652	0.332
ENSG00000182378	PLCXD1	chrX	+	276322	303356	-0.707	9.48e-05	0.00509	-0.524	0.00316	0.0445	-0.441	0.0102	0.208
ENSG00000198695	MT-ND6	chrM	-	14149	14673	0.385	0.161	0.303	0.409	0.128	0.272	0.000522	0.998	1
ENSG00000198938	MT-CO3	chrM	+	9207	9990	-0.177	0.0931	0.207	-0.0734	0.478	0.637	-0.0916	0.36	0.669
ENSG00000228253	MT-ATP8	chrM	+	8366	8572	-0.157	0.382	0.544	0.00103	0.995	0.997	-0.11	0.515	0.776
ENSG00000198804	MT-CO1	chrM	+	5904	7445	-0.277	0.00632	0.0343	-0.294	0.0031	0.0444	-0.153	0.113	0.411
ENSG00000198763	MT-ND2	chrM	+	4470	5511	-0.0494	0.78	0.864	0.00976	0.955	0.974	0.0325	0.847	0.942
ENSG00000290585		chr9	+	138217068	138252994	2.48	0.0689		2.71	0.0426		1.96	0.131	
ENSG00000290588		chr9	+	138150075	138177433	0.161	0.856	0.912	-0.41	0.646		-0.872	0.329	0.644
ENSG00000148408	CACNA1B	chr9	+	137877782	138124624	1.9	0.0292	0.0925	1.31	0.13		0.555	0.524	0.781
ENSG00000165724	ZMYND19	chr9	-	137582081	137590512	-0.338	0.0015	0.0162	-0.341	0.00113	0.0318	-0.381	0.000189	0.0855
ENSG00000148399	DPH7	chr9	-	137554444	137578925	0.0521	0.675	0.789	0.0948	0.438	0.603	0.0733	0.538	0.788
ENSG00000165802	NSMF	chr9	-	137447570	137459334	-0.0233	0.875	0.925	0.14	0.337	0.508	0.00167	0.991	0.996
ENSG00000188833	ENTPD8	chr9	-	137434364	137441816	-2.27	0.00678	0.0359	-0.786	0.288		-0.649	0.361	0.671
ENSG00000187609	EXD3	chr9	-	137306896	137423211	-0.0159	0.937	0.963	-0.0309	0.876	0.927	-0.00949	0.961	0.985
ENSG00000188986	NELFB	chr9	+	137255327	137273542	-0.19	0.0604	0.152	-0.102	0.304	0.476	-0.2	0.039	0.284
ENSG00000188163	FAM166A	chr9	-	137243584	137247770	1.08	0.69		-1.8	0.52		1.01	0.693	
ENSG00000050030	NEXMIF	chrX	-	74732856	74925472	-0.88	0.161	0.303	-0.537	0.375		-1.05	0.0965	0.384
ENSG00000212864	RNF208	chr9	-	137220247	137222240	-0.418	0.251	0.411	-0.195	0.582	0.721	-0.329	0.34	0.653
ENSG00000188566	NDOR1	chr9	+	137205685	137219361	-0.0478	0.725	0.825	-0.102	0.446	0.609	0.0389	0.764	0.905
ENSG00000187713	TMEM203	chr9	-	137204082	137205648	0.173	0.156	0.296	0.118	0.328	0.499	0.103	0.38	0.684
ENSG00000177239	MAN1B1	chr9	+	137086857	137109189	0.0111	0.907	0.945	-0.0192	0.837	0.902	0.0248	0.784	0.913
ENSG00000197355	UAP1L1	chr9	+	137077517	137084539	-0.716	0.0386	0.112	-0.157	0.641	0.766	-0.326	0.319	0.635
ENSG00000186193	SAPCD2	chr9	-	137062127	137070557	-0.114	0.42	0.581	-0.0747	0.589	0.727	0.11	0.411	0.705
ENSG00000180539	LINC02908	chr9	+	137027464	137037957	-1.2	0.549		-1.29	0.515		-2.64	0.183	
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	-1.04	0.0554	0.143	-0.861	0.104	0.238	-0.501	0.322	0.639
ENSG00000198454	LINC02692	chr9	+	136969243	136971990	-1.51	0.631		-0.558	0.855		-0.424	0.886	
ENSG00000184925	LCN12	chr9	+	136949551	136955497	-1.98	0.0369	0.108	0.0482	0.948		-1.56	0.0641	0.331
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	-0.0215	0.843	0.904	0.063	0.554	0.698	0.128	0.214	0.534
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	0.378	0.109	0.23	0.451	0.052	0.155	0.695	0.00188	0.163
ENSG00000232434	AJM1	chr9	+	136842478	136848801	-0.506	0.185	0.334	-0.193	0.601	0.736	-0.069	0.847	0.942
ENSG00000196642	RABL6	chr9	+	136807943	136841187	-0.272	0.00733	0.0377	-0.179	0.0715	0.189	-0.11	0.255	0.575
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	-0.872	0.0266	0.0868	-0.672	0.0809	0.204	-0.469	0.207	0.528
ENSG00000177984	LCN15	chr9	-	136759634	136766255	0.776	0.762		0.621	0.805		0.331	0.892	
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	-0.464	0.00451	0.0284	-0.149	0.347	0.519	-0.148	0.338	0.65
ENSG00000279141		chr9	-	136612024	136617181	-2.1	0.173		-0.642	0.637		-0.927	0.489	
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	-0.94	0.00198	0.0185	-0.585	0.0493	0.15	-0.52	0.0705	0.342
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	-0.62	0.248	0.409	-1.04	0.0627		-0.589	0.255	0.575
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	-0.446	0.000439	0.00964	-0.308	0.013	0.0767	-0.323	0.00708	0.2
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	-0.276	0.144	0.281	-0.198	0.285	0.456	-0.177	0.323	0.64
ENSG00000187796	CARD9	chr9	-	136363956	136373681	-0.0232	0.938	0.964	0.233	0.417	0.585	0.362	0.19	0.51
ENSG00000262075		chr9	-	136322303	136327323	0.376	0.737		-0.442	0.699		-0.723	0.521	0.779
ENSG00000260220	CCDC187	chr9	-	136249973	136306901	-1.16	0.15	0.289	-2.07	0.0154		-0.00429	0.995	0.998
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	0.452	0.0347	0.104	0.319	0.129	0.273	0.37	0.0688	0.34
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	0.104	0.426	0.587	0.103	0.423	0.59	0.0419	0.737	0.892
ENSG00000107147	KCNT1	chr9	+	135702185	135795508	-0.732	0.286	0.449	-0.0619	0.923		0.559	0.348	0.66
ENSG00000165643	SOHLH1	chr9	-	135693407	135704498	-2.72	0.173		-0.876	0.619		-2.24	0.238	
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	-0.127	0.249	0.409	-0.0327	0.761	0.852	-0.0602	0.566	0.807
ENSG00000228877		chr9	+	134527182	134545244	-1.47	0.473		-2.31	0.253		1.71	0.308	
ENSG00000223795		chr9	+	134505472	134521442	1.62	0.461		0.0914	0.968		0.0529	0.981	
ENSG00000196363	WDR5	chr9	+	134135365	134159968	0.0538	0.615	0.744	-0.0126	0.904	0.946	-0.0133	0.896	0.962
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.162	0.049	0.131	0.122	0.132	0.278	0.132	0.0939	0.381
ENSG00000123453	SARDH	chr9	-	133663560	133739955	-0.124	0.84	0.903	0.0328	0.956		-0.16	0.787	0.915
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	-1.68	0.0574		-0.651	0.426		-0.358	0.646	0.852
ENSG00000123454	DBH	chr9	+	133636363	133659329	0.994	0.795		0.973	0.795		2.45	0.487	
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	-1.28	0.0774	0.181	-0.843	0.228		-0.721	0.286	0.607
ENSG00000148300	REXO4	chr9	-	133406059	133418096	0.241	0.0614	0.154	0.182	0.151	0.302	0.255	0.0383	0.282
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	-0.812	0.474		0.17	0.865		0.15	0.878	0.955
ENSG00000148248	SURF4	chr9	-	133361450	133376166	-0.525	0.000175	0.00646	-0.465	0.000671	0.0278	-0.409	0.00202	0.163
ENSG00000148362	PAXX	chr9	+	136992422	136993984	-0.546	0.000376	0.00906	-0.294	0.0503	0.152	-0.226	0.119	0.42
ENSG00000175164	ABO	chr9	-	133233278	133276024	-2.18	0.255		-1.98	0.295		0.83	0.62	
ENSG00000290769		chr9	+	133079900	133087355	0.404	0.734		-1.18	0.35		-0.616	0.599	0.826
ENSG00000288989		chr9	-	133028145	133030474	-1.14	0.265		-3.68	0.0109		-0.036	0.969	0.988
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	1.48	0.595		0.0239	0.993		0.00308	0.999	
ENSG00000165695	AK8	chr9	-	132725578	132878777	0.959	0.518		-2.14	0.216		-1.26	0.45	
ENSG00000125485	DDX31	chr9	-	132592997	132670401	0.222	0.0515	0.136	0.0853	0.449	0.612	0.267	0.0141	0.22
ENSG00000107290	SETX	chr9	-	132261356	132354986	0.357	0.00076	0.012	0.246	0.0183	0.089	0.195	0.0538	0.311
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	-0.255	0.846	0.906	0.946	0.427		-1.13	0.407	0.704
ENSG00000230289		chr9	-	131516558	131522229	0.0381	0.961	0.978	0.119	0.873		-0.112	0.879	0.955
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	-0.564	0.216	0.372	-0.957	0.0404		0.179	0.663	0.86
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.568	0.0112	0.0489	0.286	0.196	0.356	0.595	0.00519	0.193
ENSG00000126883	NUP214	chr9	+	131125573	131234663	-0.242	0.00679	0.0359	-0.0253	0.772	0.86	-0.0508	0.548	0.795
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	-2.38	0.00915	0.0433	-0.683	0.366		-2.27	0.0126	0.217
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	-0.742	0.00786	0.0395	-0.429	0.116	0.255	-0.321	0.224	0.544
ENSG00000188710	QRFP	chr9	-	130892707	130896812	-2.58	0.0887		-1.59	0.243		-1.85	0.167	0.484
ENSG00000130707	ASS1	chr9	+	130444961	130501274	-0.352	0.0407	0.116	-0.344	0.041	0.136	-0.221	0.176	0.495
ENSG00000107130	NCS1	chr9	+	130172404	130237303	0.312	0.117	0.242	0.148	0.451	0.614	-0.015	0.937	0.976
ENSG00000289226		chr9	-	130053392	130053879	-0.00389	0.994	0.996	-0.594	0.231	0.397	0.0433	0.925	0.973
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.198	0.102	0.22	-0.156	0.191	0.35	-0.0896	0.437	0.724
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	-1.49	0.567		-2.38	0.353		-1.2	0.629	
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	-0.251	0.0242	0.0816	-0.227	0.0387	0.132	-0.234	0.0285	0.262
ENSG00000261334		chr9	-	129480605	129482538	0.409	0.653		0.5	0.572		-0.0561	0.95	0.981
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	-1.43	0.000244	0.00752	-1.02	0.00752	0.0596	-0.756	0.04	0.285
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-1.07	0.184	0.333	-0.708	0.35		-1.81	0.0324	0.27
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	-0.193	0.848		-0.594	0.566		-0.0599	0.95	0.981
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.186	0.0227	0.078	-0.0869	0.277	0.446	-0.144	0.0639	0.331
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	0.0177	0.883	0.93	-0.0302	0.799	0.877	0.0672	0.558	0.802
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	-0.319	0.00844	0.0412	-0.255	0.0313	0.118	-0.203	0.0765	0.351
ENSG00000267834		chr9	-	129004502	129004998	-1.05	0.0624	0.156	-0.396	0.443		0.101	0.832	0.934
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	0.189	0.129	0.258	0.179	0.143	0.292	0.0411	0.729	0.89
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.346	0.0842	0.192	0.0178	0.929	0.96	0.0458	0.815	0.927
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	0.0944	0.359	0.523	0.0621	0.54	0.689	-0.117	0.243	0.562
ENSG00000160445	ZER1	chr9	-	128729786	128772414	-0.206	0.0143	0.0575	-0.194	0.0195	0.0919	-0.133	0.0999	0.39
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	-0.194	0.415	0.577	-0.252	0.286	0.457	-0.173	0.453	0.735
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.083	0.534	0.68	0.00961	0.942	0.968	-0.0444	0.73	0.89
ENSG00000160447	PKN3	chr9	+	128702503	128720916	0.201	0.237	0.395	0.0892	0.593	0.731	0.163	0.313	0.631
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	3.16	0.0826		2.07	0.283		0.129	0.948	
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	0.527	0.000895	0.0131	0.33	0.0337	0.122	0.199	0.186	0.505
ENSG00000119392	GLE1	chr9	+	128504655	128543874	0.0919	0.326	0.489	0.0662	0.471	0.631	0.0727	0.416	0.709
ENSG00000136811	ODF2	chr9	+	128455186	128501292	0.0364	0.682	0.793	0.118	0.174	0.33	0.0242	0.776	0.91
ENSG00000273186		chr9	+	128431598	128432006	1.68	0.0255	0.0846	2.06	0.00445		1.36	0.0621	0.327
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.131	0.248	0.409	0.139	0.212	0.375	0.141	0.196	0.516
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	-0.165	0.3	0.463	-0.151	0.333	0.505	-0.221	0.144	0.455
ENSG00000167113	COQ4	chr9	+	128322544	128334072	0.374	0.023	0.0786	0.438	0.00665	0.0568	0.283	0.0747	0.348
ENSG00000272696		chr9	+	128316337	128316909	-1.66	0.00675	0.0358	-1.51	0.0119		-1.06	0.0608	0.325
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.226	0.0873	0.197	0.0489	0.708	0.814	0.0873	0.491	0.761
ENSG00000106976	DNM1	chr9	+	128191655	128255248	1.1	0.0212	0.0744	0.612	0.207	0.368	0.978	0.0318	0.27
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	-0.0849	0.307	0.471	-0.0727	0.373	0.543	-0.118	0.136	0.444
ENSG00000171159	BBLN	chr9	+	128160265	128163924	0.219	0.169	0.313	0.069	0.661	0.782	0.131	0.392	0.693
ENSG00000232850		chr9	+	128128529	128130628	-1.02	0.459		-2.06	0.183		0.91	0.437	0.724
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	-0.145	0.597	0.731	0.517	0.0515	0.154	0.03	0.908	0.967
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	0.0626	0.697	0.805	0.11	0.487	0.646	0.109	0.482	0.754
ENSG00000227218		chr9	+	127934503	127940952	-2.92	0.0264		-3.47	0.0138		-1.56	0.163	
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	-1.11	0.0232	0.0793	-0.364	0.431	0.597	0.0188	0.966	0.987
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	-0.952	0.00863	0.0418	-0.783	0.0269	0.109	-0.419	0.216	0.536
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	-0.621	0.0364	0.107	-0.257	0.373	0.543	-0.459	0.102	0.395
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	-0.386	0.0177	0.0663	-0.28	0.0787	0.2	-0.208	0.178	0.496
ENSG00000225032		chr9	+	127816066	127822520	-0.558	0.519	0.667	-0.702	0.416		0.0645	0.936	0.976
ENSG00000106991	ENG	chr9	-	127815013	127854658	-1.08	0.0125	0.0523	-0.826	0.0502	0.152	-0.57	0.162	0.478
