gene_ID	hgnc_symbol	chr	strand	start	end	PPARG_CE_log2FoldChange	PPARG_CE_pvalue	PPARG_CE_padj	PPARG_KO_log2FoldChange	PPARG_KO_pvalue	PPARG_KO_padj	PPARG_PTC_log2FoldChange	PPARG_PTC_pvalue	PPARG_PTC_padj
ENSG00000184083	FAM120C	chrX	-	54068324	54183281	0.748	0.000164	0.000887	0.413	0.0407	0.11	0.517	0.00944	0.0292
ENSG00000158423	RIBC1	chrX	+	53422690	53431120	-0.341	0.681	0.778	0.516	0.505	0.667	0.116	0.883	0.925
ENSG00000235262	KDM5C-IT1	chrX	-	53212408	53214679	0.766	0.5		1.03	0.361	0.533	-0.571	0.651	0.767
ENSG00000126012	KDM5C	chrX	-	53176283	53225422	-0.241	0.00182	0.00687	-0.0966	0.214	0.37	-0.188	0.0143	0.041
ENSG00000232593	KANTR	chrX	+	53094142	53170914	-0.343	0.0246	0.0603	-0.523	7e-04	0.00434	-0.593	0.000106	0.000677
ENSG00000184205	TSPYL2	chrX	+	53082367	53088540	-0.893	0.000116	0.000657	-0.605	0.00971	0.0363	-0.952	3.8e-05	0.000284
ENSG00000179222	MAGED1	chrX	+	51803007	51902354	-0.0622	0.381	0.517	0.0148	0.837	0.906	-0.00742	0.916	0.949
ENSG00000189369	GSPT2	chrX	+	51743442	51746232	0.62	0.000138	0.000763	0.28	0.0884	0.195	0.692	1.84e-05	0.000154
ENSG00000223591	CENPVL1	chrX	+	51710512	51712131	3.13	0.108		1.52	0.449		3.36	0.0804	
ENSG00000283093	CENPVL2	chrX	-	51681212	51682831	-0.181	0.939		2.93	0.179		-0.957	0.688	
ENSG00000224109	CENPVL3	chrX	-	51617020	51618912	0.909	0.062	0.128	0.806	0.0997	0.213	0.924	0.0562	0.125
ENSG00000226530		chrX	+	51395915	51465839	1.01	0.153	0.261	0.229	0.755	0.853	0.865	0.221	0.359
ENSG00000230317	LINC01284	chrX	-	51095836	51224432	-0.733	0.519	0.645	-0.551	0.627	0.763	-1.32	0.275	0.421
ENSG00000158352	SHROOM4	chrX	-	50586796	50814302	0.0159	0.932	0.961	-0.00269	0.989	0.994	-0.0147	0.937	0.964
ENSG00000274588	DGKK	chrX	-	50365409	50470825	2.5	8.66e-17	6.61e-15	2.41	1.98e-15	1.61e-13	2.04	1.14e-11	4.34e-10
ENSG00000147081	AKAP4	chrX	-	50190777	50201007	2.93	0.152		2.71	0.19		3.01	0.138	
ENSG00000270012		chrX	+	49273054	49275768	0.585	0.028	0.067	0.274	0.313	0.482	0.16	0.558	0.692
ENSG00000286181		chrX	-	49262866	49270521	0.638	0.608		0.184	0.885		0.845	0.487	
ENSG00000012211	PRICKLE3	chrX	-	49174802	49186528	0.152	0.24	0.367	0.0398	0.757	0.854	0.132	0.304	0.453
ENSG00000269313	MAGIX	chrX	+	49162564	49168774	-1.19	5.28e-06	4.56e-05	-1.16	4.17e-06	5.29e-05	-1.03	4.4e-05	0.000321
ENSG00000243279	PRAF2	chrX	-	49071161	49074002	0.445	0.0632	0.13	0.638	0.00669	0.0271	0.668	0.00434	0.0152
ENSG00000068400	GRIPAP1	chrX	-	48973720	49002265	0.538	1.76e-06	1.74e-05	0.395	0.000517	0.00338	0.337	0.00284	0.0107
ENSG00000102100	SLC35A2	chrX	-	48903180	48911958	0.0687	0.483	0.613	0.159	0.0989	0.212	0.0854	0.378	0.531
ENSG00000094631	HDAC6	chrX	+	48801377	48824982	0.585	1.56e-05	0.000116	0.446	0.00113	0.00643	0.201	0.138	0.252
ENSG00000015285	WAS	chrX	+	48676596	48691431	0.532	0.681		0.544	0.675		0.00145	0.999	
ENSG00000102317	RBM3	chrX	+	48574449	48581162	0.384	0.000339	0.00165	0.258	0.017	0.056	0.504	2.28e-06	2.58e-05
ENSG00000147155	EBP	chrX	+	48521799	48528716	0.405	0.00323	0.0112	0.262	0.0589	0.145	0.47	0.000581	0.00283
ENSG00000102312	PORCN	chrX	+	48508959	48520814	0.38	0.458	0.592	0.756	0.139	0.272	-0.299	0.566	0.698
ENSG00000287757		chrX	+	48071223	48078721	1.85	0.349		3.29	0.0855		2.71	0.155	
ENSG00000197779	ZNF81	chrX	+	47836902	48002561	1	5.85e-07	6.6e-06	0.873	1.57e-05	0.000169	0.994	6.28e-07	8.42e-06
ENSG00000267064	UXT-AS1	chrX	+	47658833	47692326	-1.4	0.00181	0.00682	-1.58	0.000329	0.00232	-2.25	9.26e-06	8.58e-05
ENSG00000126756	UXT	chrX	-	47651796	47659180	-0.418	0.000161	0.000876	-0.232	0.0329	0.0932	-0.382	0.000489	0.00244
ENSG00000078061	ARAF	chrX	+	47561205	47571908	-0.196	0.0319	0.0746	-0.236	0.00979	0.0365	-0.132	0.146	0.262
ENSG00000289890		chrX	-	47555936	47561382	0.878	0.509	0.636	0.0817	0.953		1.02	0.43	0.581
ENSG00000196741	LINC01560	chrX	+	47483571	47484823	0.537	0.269	0.401	0.362	0.459	0.629	0.981	0.0348	0.0846
ENSG00000147124	ZNF41	chrX	-	47445178	47483222	0.694	0.000981	0.00407	0.583	0.00597	0.0248	0.808	0.000109	0.000692
ENSG00000102226	USP11	chrX	+	47232866	47248328	0.0299	0.753	0.833	-0.071	0.458	0.627	-0.0886	0.35	0.502
ENSG00000147123	NDUFB11	chrX	-	47142071	47145466	-0.392	1.74e-05	0.000128	-0.32	0.000433	0.00293	-0.352	1e-04	0.000646
ENSG00000130988	RGN	chrX	+	47078355	47093314	-0.000228	1	1	0.615	0.317	0.486	-0.733	0.297	0.446
ENSG00000102221	JADE3	chrX	+	46912276	47061242	-0.458	3.27e-06	2.98e-05	-0.363	0.000232	0.00173	-0.358	0.000247	0.00138
ENSG00000204904	LINC01545	chrX	-	46887417	46899703	0.212	0.849		-1.31	0.318		-0.488	0.678	
ENSG00000065923	SLC9A7	chrX	-	46599251	46759118	-0.709	1.18e-09	2.56e-08	-0.793	1.43e-11	5.86e-10	-0.831	9.48e-13	4.52e-11
ENSG00000251192	ZNF674	chrX	-	46497725	46545457	0.423	0.0346	0.0797	0.568	0.00428	0.0189	0.321	0.109	0.209
ENSG00000236751	LINC01186	chrX	-	46256759	46327680	-1.46	0.295		0.607	0.624		-1.9	0.208	
ENSG00000270069	MIR222HG	chrX	-	45745210	45770274	1.46	2.11e-10	5.34e-09	1.19	3.18e-07	5.32e-06	1.3	1.5e-08	3e-07
ENSG00000224294	PINCR	chrX	+	43176994	43226598	0.00868	0.994	0.998	0.532	0.657	0.785	1.46	0.189	0.321
ENSG00000287223		chrX	-	42723209	42755892	-2.47	0.541		-2.44	0.551		-1.48	0.713	
ENSG00000188937	NYX	chrX	+	41447343	41475710	-0.185	0.86	0.911	0.231	0.814	0.892	0.447	0.644	0.762
ENSG00000126950	TMEM35A	chrX	+	101078879	101096367	0.461	0.655	0.758	0.213	0.838	0.907	-0.657	0.539	0.675
ENSG00000223486	LINC03053	chrX	+	40009276	40012182	2.43	0.0226	0.0562	2.14	0.0491	0.127	0.736	0.537	0.674
ENSG00000289127		chrX	+	38870767	39019622	-0.915	0.689		-1.83	0.43		-1.85	0.418	
ENSG00000156313	RPGR	chrX	-	38269163	38327544	0.566	0.00397	0.0133	0.326	0.0998	0.213	0.603	0.00196	0.00789
ENSG00000165168	CYBB	chrX	+	37780018	37813461	0.821	0.515		-2.6	0.106		0.0312	0.982	
ENSG00000147036	LANCL3	chrX	+	37571569	37684463	-0.685	0.325	0.462	-1.61	0.0354	0.0986	-0.223	0.729	0.824
ENSG00000130962	PRRG1	chrX	+	37349309	37457292	-0.842	2.18e-13	9.72e-12	-0.953	1.52e-16	1.46e-14	-0.71	4.01e-10	1.16e-08
ENSG00000174016	TENT5D	chrX	+	80335504	80445311	-0.391	0.767		0.324	0.798		-0.225	0.862	
ENSG00000165164	CFAP47	chrX	+	35919734	36385317	1.95	5.2e-05	0.000331	1.44	0.00334	0.0154	0.698	0.163	0.286
ENSG00000189023	MAGEB16	chrX	+	35798342	35803772	-0.145	0.9	0.939	1.03	0.306	0.475	0.544	0.604	0.73
ENSG00000198947	DMD	chrX	-	31097677	33339609	0.466	0.000307	0.00152	0.251	0.0538	0.136	0.482	0.000171	0.00102
ENSG00000198814	GK	chrX	+	30653359	30731462	1.05	0.0026	0.00931	0.841	0.0172	0.0565	1.03	0.00301	0.0112
ENSG00000169297	NR0B1	chrX	-	30304206	30309390	1.33	0.137	0.24	1.2	0.176	0.323	0.918	0.31	0.46
ENSG00000004848	ARX	chrX	-	25003694	25016420	-2.94	0.176		-2.46	0.265		0.135	0.945	
ENSG00000101868	POLA1	chrX	+	24693873	24996986	0.432	1e-04	0.000578	0.238	0.034	0.0955	0.383	0.000543	0.00267
ENSG00000289472		chrX	+	24168659	24169609	0.00608	0.99	0.995	0.499	0.305	0.474	-0.476	0.359	0.511
ENSG00000174010	KLHL15	chrX	-	23983716	24027186	-0.41	0.0247	0.0606	-0.288	0.116	0.239	-0.33	0.0692	0.147
ENSG00000184831	APOO	chrX	-	23833353	23907938	-0.733	0.00134	0.0053	-0.727	0.00136	0.00748	-0.7	0.00197	0.00792
ENSG00000123130	ACOT9	chrX	-	23701055	23766475	0.331	0.0202	0.0512	0.042	0.771	0.864	0.24	0.0907	0.181
ENSG00000123131	PRDX4	chrX	+	23664262	23686397	-0.613	8.17e-07	8.87e-06	-0.498	7.35e-05	0.000645	-0.462	0.000187	0.00109
ENSG00000165186	PTCHD1	chrX	+	23334849	23404374	0.991	1.25e-06	1.29e-05	0.716	0.000546	0.00354	0.881	1.55e-05	0.000134
ENSG00000233067	PTCHD1-AS	chrX	-	22191895	22235358	3.15	0.257		0.0111	0.997		0.00139	1	
ENSG00000102174	PHEX	chrX	+	22032325	22494713	-0.397	0.531	0.655	-0.153	0.808	0.887	-0.836	0.201	0.336
ENSG00000149970	CNKSR2	chrX	+	21372801	21654695	1	0.00488	0.0157	0.787	0.0284	0.0828	1.18	0.000811	0.00374
ENSG00000184368	MAP7D2	chrX	-	20006713	20116907	0.0783	0.617	0.729	0.188	0.225	0.384	0.438	0.00404	0.0143
ENSG00000147010	SH3KBP1	chrX	-	19533977	19887600	-0.0149	0.823	0.884	-0.0313	0.64	0.773	-0.228	0.000598	0.00289
ENSG00000180815	MAP3K15	chrX	-	19360056	19515508	-0.348	0.33	0.467	-0.235	0.511	0.671	-1.22	0.00109	0.00481
ENSG00000173698	ADGRG2	chrX	-	18989307	19122637	1.56	1.87e-13	8.41e-12	1.7	1.46e-15	1.21e-13	1.73	1.82e-16	1.64e-14
ENSG00000044446	PHKA2	chrX	-	18892298	18984114	-0.46	1.78e-06	1.75e-05	-0.533	3.33e-08	6.99e-07	-0.49	3.18e-07	4.6e-06
ENSG00000237836	PHKA2-AS1	chrX	+	18890296	18894974	-1.28	0.157	0.266	-1.05	0.222	0.379	-1.86	0.0537	0.12
ENSG00000086717	PPEF1	chrX	+	18675909	18827921	-0.318	0.705	0.797	-0.953	0.282	0.449	-2.33	0.0258	0.0666
ENSG00000008086	CDKL5	chrX	+	18425583	18653629	-1.11	9.22e-12	3.09e-10	-0.898	5.23e-08	1.06e-06	-0.955	4.22e-09	9.68e-08
ENSG00000102098	SCML2	chrX	-	18239313	18354688	0.445	0.0884	0.17	0.155	0.558	0.711	0.791	0.00217	0.00861
ENSG00000225882	LINC01456	chrX	-	17970197	18104644	-0.0845	0.946	0.969	0.849	0.485		0.00467	0.997	1
ENSG00000047634	SCML1	chrX	+	17737449	17754988	-0.0154	0.94	0.965	-0.0738	0.718	0.829	0.251	0.211	0.347
ENSG00000235834		chrX	+	17528435	17587160	0.19	0.749	0.83	-0.443	0.475	0.642	-0.814	0.203	0.337
ENSG00000169891	REPS2	chrX	+	16946658	17153272	-0.256	0.438	0.573	-0.534	0.109	0.228	-0.95	0.00546	0.0185
ENSG00000238178		chrX	-	16152941	16170869	4.44	6.54e-06		3.58	0.000369		4.08	3.46e-05	
ENSG00000126010	GRPR	chrX	+	16123565	16153518	2.74	6.02e-07	6.78e-06	2.12	0.000145	0.00115	2.56	2.95e-06	3.2e-05
ENSG00000182287	AP1S2	chrX	-	15825806	15854931	1.21	8.99e-10	2.01e-08	1.07	9.14e-08	1.75e-06	0.939	2.13e-06	2.44e-05
ENSG00000147003	CLTRN	chrX	-	15627318	15675012	0.96	0.0358	0.082	0.442	0.349	0.52	0.236	0.622	0.745
ENSG00000130234	ACE2	chrX	-	15494566	15607236	-1.82	4.39e-16	3.01e-14	-1.44	4.12e-11	1.55e-09	-1.52	3.56e-12	1.49e-10
ENSG00000087842	PIR	chrX	-	15384799	15493564	-0.337	0.033	0.0768	-0.432	0.00591	0.0246	-0.0109	0.943	0.967
ENSG00000046647	GEMIN8	chrX	-	14006726	14029893	-0.0936	0.606	0.72	0.0322	0.857	0.919	0.0991	0.577	0.707
ENSG00000289449		chrX	+	13773311	13773935	0.383	0.523	0.648	0.609	0.308	0.478	0.335	0.577	0.707
ENSG00000123595	RAB9A	chrX	+	13689128	13710504	-0.479	0.000446	0.0021	-0.167	0.223	0.381	-0.339	0.0125	0.0366
ENSG00000176896	TCEANC	chrX	+	13653112	13681964	-0.183	0.32	0.457	0.0995	0.571	0.72	0.0508	0.775	0.854
ENSG00000101916	TLR8	chrX	+	12906620	12923169	-2.5	0.172		-3.05	0.101		-2.37	0.195	
ENSG00000196664	TLR7	chrX	+	12867072	12890361	-0.284	0.0653	0.133	-0.435	0.00496	0.0213	-0.158	0.3	0.449
ENSG00000101911	PRPS2	chrX	+	12791355	12824222	-0.0785	0.512	0.639	-0.114	0.342	0.512	0.141	0.233	0.375
ENSG00000047648	ARHGAP6	chrX	-	11117651	11665920	-0.332	0.199	0.318	-0.633	0.0154	0.0519	-1.26	2.69e-06	2.98e-05
ENSG00000101871	MID1	chrX	-	10445310	10833654	0.397	0.00909	0.0265	0.191	0.216	0.372	0.286	0.0594	0.131
ENSG00000101850	GPR143	chrX	-	9725346	9786297	0.617	0.0893	0.171	0.465	0.201	0.354	0.161	0.663	0.776
ENSG00000101849	TBL1X	chrX	+	9463320	9741037	0.123	0.215	0.338	0.197	0.0487	0.126	0.176	0.0739	0.155
ENSG00000287171		chrX	-	8487165	8504564	2.52	0.304		1.46	0.568		1.85	0.462	
ENSG00000101846	STS	chrX	+	7147237	7804358	0.0763	0.358	0.495	0.0878	0.296	0.464	0.291	0.000422	0.00216
ENSG00000006756	ARSD	chrX	-	2903972	2929349	0.293	0.0274	0.066	0.171	0.201	0.354	-0.0227	0.866	0.915
ENSG00000169084	DHRSX	chrX	-	2219506	2502805	0.139	0.257	0.387	0.201	0.0967	0.208	0.271	0.0244	0.0638
ENSG00000197976	AKAP17A	chrX	+	1591604	1602520	-1.05	1.13e-06	1.18e-05	-0.65	0.0028	0.0133	-0.983	4.57e-06	4.66e-05
ENSG00000182378	PLCXD1	chrX	+	276322	303356	-0.539	0.00152	0.00589	-0.151	0.379	0.551	-0.392	0.0206	0.0555
ENSG00000198695	MT-ND6	chrM	-	14149	14673	0.317	0.218	0.341	0.183	0.482	0.647	0.739	0.00392	0.014
ENSG00000198938	MT-CO3	chrM	+	9207	9990	0.0239	0.809	0.874	0.0721	0.472	0.639	0.232	0.0189	0.0518
ENSG00000228253	MT-ATP8	chrM	+	8366	8572	0.205	0.221	0.345	0.325	0.056	0.14	0.506	0.00249	0.00962
ENSG00000198804	MT-CO1	chrM	+	5904	7445	-0.275	0.00382	0.0129	-0.207	0.032	0.0911	-0.0947	0.319	0.469
ENSG00000198763	MT-ND2	chrM	+	4470	5511	0.148	0.374	0.512	0.0155	0.927	0.96	0.427	0.0101	0.0307
ENSG00000290585		chr9	+	138217068	138252994	0.393	0.753		0.0391	0.975		-0.188	0.881	
ENSG00000290588		chr9	+	138150075	138177433	-1.2	0.224	0.348	-0.194	0.831	0.902	-0.399	0.66	0.774
ENSG00000148408	CACNA1B	chr9	+	137877782	138124624	1.55	0.0585	0.122	1.06	0.207	0.361	0.291	0.735	0.828
ENSG00000165724	ZMYND19	chr9	-	137582081	137590512	-0.677	1.87e-10	4.8e-09	-0.866	4.33e-16	3.89e-14	-0.578	3.27e-08	5.97e-07
ENSG00000148399	DPH7	chr9	-	137554444	137578925	0.0876	0.473	0.604	-0.00616	0.96	0.978	0.00403	0.974	0.989
ENSG00000165802	NSMF	chr9	-	137447570	137459334	-0.0133	0.926	0.957	-0.149	0.3	0.469	-0.0232	0.871	0.918
ENSG00000188833	ENTPD8	chr9	-	137434364	137441816	-1.08	0.176	0.29	-0.588	0.438	0.609	-0.897	0.249	0.392
ENSG00000187609	EXD3	chr9	-	137306896	137423211	0.0876	0.645	0.75	0.0507	0.787	0.874	0.142	0.448	0.598
ENSG00000188986	NELFB	chr9	+	137255327	137273542	-0.257	0.00861	0.0252	-0.221	0.0229	0.0705	-0.188	0.0515	0.116
ENSG00000188163	FAM166A	chr9	-	137243584	137247770	-1.9	0.479		-0.901	0.74		0.559	0.826	
ENSG00000050030	NEXMIF	chrX	-	74732856	74925472	-0.472	0.439	0.574	-0.146	0.799	0.882	-0.13	0.822	0.888
ENSG00000212864	RNF208	chr9	-	137220247	137222240	-1.45	0.000102	0.000589	-1.54	3.7e-05	0.000354	-1.67	1.02e-05	9.29e-05
ENSG00000188566	NDOR1	chr9	+	137205685	137219361	-0.0749	0.572	0.692	-0.0749	0.572	0.721	0.0689	0.599	0.726
ENSG00000187713	TMEM203	chr9	-	137204082	137205648	0.0176	0.88	0.925	0.0632	0.585	0.732	0.133	0.247	0.391
ENSG00000177239	MAN1B1	chr9	+	137086857	137109189	-0.264	0.00383	0.0129	-0.302	0.000989	0.00575	-0.353	0.000106	0.000675
ENSG00000197355	UAP1L1	chr9	+	137077517	137084539	-0.806	0.014	0.0378	-0.647	0.0495	0.128	-0.919	0.005	0.0172
ENSG00000186193	SAPCD2	chr9	-	137062127	137070557	-0.2	0.141	0.244	-0.152	0.26	0.425	0.0213	0.873	0.92
ENSG00000180539	LINC02908	chr9	+	137027464	137037957	-1.2	0.541		0.0707	0.968		0.47	0.786	
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	-0.68	0.178	0.293	-0.968	0.0585	0.144	-1.63	0.00208	0.00828
ENSG00000198454	LINC02692	chr9	+	136969243	136971990	1.08	0.716		1.79	0.535		2.36	0.405	
ENSG00000184925	LCN12	chr9	+	136949551	136955497	0.23	0.78	0.853	0.271	0.745	0.847	0.257	0.754	0.841
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	-0.282	0.00791	0.0236	-0.217	0.0386	0.105	-0.274	0.00919	0.0285
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	0.0196	0.928	0.958	-0.474	0.0329	0.0932	0.0571	0.789	0.863
ENSG00000232434	AJM1	chr9	+	136842478	136848801	-0.584	0.11	0.202	-0.646	0.0772	0.176	-1.15	0.00226	0.00888
ENSG00000196642	RABL6	chr9	+	136807943	136841187	-0.451	2.62e-06	2.46e-05	-0.378	9.18e-05	0.000774	-0.495	2.24e-07	3.38e-06
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	-0.967	0.0085	0.025	-0.675	0.0691	0.163	-1.56	2.22e-05	0.000181
ENSG00000177984	LCN15	chr9	-	136759634	136766255	-2.98	0.172		-1.05	0.608		-3.78	0.0823	
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	-0.485	0.00229	0.00832	-0.398	0.0113	0.0406	-0.322	0.039	0.093
ENSG00000279141		chr9	-	136612024	136617181	0.169	0.925		1.14	0.486		1.05	0.526	
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	-0.866	0.00236	0.00854	-0.458	0.113	0.233	-0.875	0.00207	0.00827
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	-0.887	0.141	0.245	-1.02	0.0881	0.194	-0.62	0.278	0.424
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	-0.622	1.76e-07	2.27e-06	-0.467	0.000106	0.000879	-0.557	2.78e-06	3.05e-05
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	-0.394	0.0278	0.0667	-0.311	0.0837	0.187	-0.343	0.0543	0.121
ENSG00000187796	CARD9	chr9	-	136363956	136373681	0.472	0.102	0.191	0.262	0.371	0.543	0.278	0.34	0.49
ENSG00000262075		chr9	-	136322303	136327323	-1.28	0.237	0.364	-0.339	0.741	0.845	-0.663	0.518	0.658
ENSG00000260220	CCDC187	chr9	-	136249973	136306901	-0.77	0.303	0.438	-0.0823	0.909	0.95	-0.668	0.365	0.518
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	0.201	0.323	0.459	-0.123	0.55	0.704	0.417	0.0388	0.0926
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	0.0918	0.468	0.599	0.0591	0.641	0.773	0.159	0.204	0.339
ENSG00000107147	KCNT1	chr9	+	135702185	135795508	-0.321	0.595	0.711	-0.38	0.531	0.689	-0.557	0.364	0.516
ENSG00000165643	SOHLH1	chr9	-	135693407	135704498	0.419	0.787		-0.726	0.654		-1.45	0.413	
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	-0.5	2.25e-06	2.16e-05	-0.616	6.36e-09	1.57e-07	-0.285	0.00608	0.0202
ENSG00000228877		chr9	+	134527182	134545244	0.851	0.586		0.61	0.695		0.409	0.797	
ENSG00000223795		chr9	+	134505472	134521442	0.797	0.647		2.72	0.112		0.624	0.721	
ENSG00000196363	WDR5	chr9	+	134135365	134159968	-0.198	0.0521	0.111	-0.274	0.00745	0.0295	-0.0924	0.361	0.513
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.289	0.00018	0.000959	0.221	0.00438	0.0192	0.267	0.000498	0.00248
ENSG00000123453	SARDH	chr9	-	133663560	133739955	-0.0178	0.974	0.986	0.413	0.432	0.604	-0.76	0.179	0.307
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	1.15	0.184	0.3	0.735	0.397	0.568	0.0958	0.917	0.949
ENSG00000123454	DBH	chr9	+	133636363	133659329	2.85	0.412		2.44	0.491		1.86	0.598	
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	-0.0316	0.961	0.978	-0.307	0.635	0.769	-0.187	0.77	0.851
ENSG00000148300	REXO4	chr9	-	133406059	133418096	-0.0194	0.873	0.921	0.02	0.87	0.927	0.14	0.244	0.386
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	-0.538	0.53	0.655	-2.72	0.0281	0.082	-0.991	0.272	0.418
ENSG00000148248	SURF4	chr9	-	133361450	133376166	-0.869	3.65e-11	1.08e-09	-0.616	3.52e-06	4.54e-05	-0.74	1.52e-08	3.03e-07
ENSG00000148362	PAXX	chr9	+	136992422	136993984	-0.511	0.000443	0.00208	-0.262	0.0725	0.168	-0.39	0.00696	0.0227
ENSG00000175164	ABO	chr9	-	133233278	133276024	-0.273	0.818		-1.19	0.325		-3.72	0.0157	
ENSG00000290769		chr9	+	133079900	133087355	-3.37	0.0191	0.0488	-3.24	0.0253	0.076	-2.72	0.0374	0.09
ENSG00000288989		chr9	-	133028145	133030474	0.00704	0.995	0.998	-0.284	0.78	0.87	0.103	0.918	0.95
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	2.41	0.39		1.88	0.517		2.45	0.379	
ENSG00000165695	AK8	chr9	-	132725578	132878777	-0.0839	0.951		-0.383	0.77		0.069	0.958	
ENSG00000125485	DDX31	chr9	-	132592997	132670401	-0.072	0.518	0.644	-0.24	0.0319	0.0911	0.0453	0.68	0.789
ENSG00000107290	SETX	chr9	-	132261356	132354986	0.308	0.00195	0.00725	0.187	0.0627	0.152	0.293	0.00302	0.0112
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	1.04	0.276	0.409	1.29	0.184	0.333	-1.56	0.123	0.231
ENSG00000230289		chr9	-	131516558	131522229	-0.236	0.761	0.839	-1.43	0.12	0.244	-1.38	0.13	0.241
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	-1.68	0.00991	0.0284	-0.6	0.249	0.413	-1.04	0.0666	0.142
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.352	0.107	0.198	0.0452	0.838	0.907	0.373	0.0851	0.172
ENSG00000126883	NUP214	chr9	+	131125573	131234663	0.35	3.11e-05	0.000213	0.493	5.51e-09	1.38e-07	0.327	9.05e-05	0.000591
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	-0.404	0.585	0.703	-0.868	0.246	0.409	0.525	0.438	0.588
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	-1.28	1.09e-06	1.15e-05	-0.678	0.0106	0.0388	-1.3	7.67e-07	9.99e-06
ENSG00000188710	QRFP	chr9	-	130892707	130896812	0.183	0.891	0.933	0.622	0.638	0.772	-1.8	0.257	0.402
ENSG00000130707	ASS1	chr9	+	130444961	130501274	-0.816	5.58e-07	6.32e-06	-0.81	8.23e-07	1.25e-05	-0.624	0.000115	0.000729
ENSG00000107130	NCS1	chr9	+	130172404	130237303	0.243	0.202	0.322	0.0192	0.92	0.956	0.225	0.235	0.376
ENSG00000289226		chr9	-	130053392	130053879	-1.33	0.00802	0.0238	-1.39	0.00473	0.0205	-1.42	0.0046	0.016
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.716	2.25e-09	4.61e-08	-0.725	1.22e-09	3.49e-08	-0.687	7.36e-09	1.61e-07
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	1.97	0.404		1.17	0.63		0.00454	0.999	
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	-0.497	7.92e-06	6.46e-05	-0.416	0.000142	0.00113	-0.334	0.00215	0.00854
ENSG00000261334		chr9	-	129480605	129482538	-0.0808	0.92	0.953	-1.3	0.157	0.299	-1.47	0.119	0.224
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	-2.33	2.68e-10	6.64e-09	-2.2	3.34e-09	8.75e-08	-2.35	1.75e-10	5.44e-09
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-1.1	0.171	0.284	-0.209	0.775	0.866	-1.5	0.0779	0.161
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	0.464	0.603	0.717	0.633	0.473	0.64	-0.337	0.724	0.82
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.621	2.12e-15	1.3e-13	-0.564	7.23e-13	3.79e-11	-0.517	2.95e-11	1.04e-09
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	-0.115	0.317	0.453	-0.169	0.144	0.279	-0.0215	0.851	0.906
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	-0.96	1.71e-15	1.07e-13	-0.951	2.39e-15	1.91e-13	-0.74	3.97e-10	1.15e-08
ENSG00000267834		chr9	-	129004502	129004998	-1.49	0.0203	0.0514	-1.65	0.0107	0.0392	-0.694	0.213	0.349
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	0.476	4.61e-05	0.000298	0.417	0.000402	0.00276	0.502	1.57e-05	0.000135
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.0338	0.865	0.915	-0.211	0.291	0.459	0.0739	0.707	0.807
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	0.108	0.273	0.405	0.0324	0.741	0.845	0.038	0.698	0.801
ENSG00000160445	ZER1	chr9	-	128729786	128772414	-0.348	1.8e-05	0.000132	-0.424	1.53e-07	2.77e-06	-0.456	1.91e-08	3.74e-07
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.0585	0.794	0.863	0.277	0.201	0.354	0.141	0.522	0.661
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.0548	0.676	0.775	-0.0772	0.556	0.709	0.0253	0.846	0.903
ENSG00000160447	PKN3	chr9	+	128702503	128720916	0.0981	0.551	0.673	0.00701	0.966	0.981	0.151	0.354	0.505
