gene_ID	hgnc_symbol	chr	strand	start	end	EOMES_KO_log2FoldChange	EOMES_KO_pvalue	EOMES_KO_padj
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	-2.32	0.208	0.285
ENSG00000184925	LCN12	chr9	+	136949551	136955497	-0.976	0.675	
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	-0.299	0.000422	0.000923
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	1.63	1.42e-05	3.59e-05
ENSG00000232434	AJM1	chr9	+	136842478	136848801	3.28	2.81e-23	1.62e-22
ENSG00000196642	RABL6	chr9	+	136807943	136841187	0.696	5.95e-30	4.14e-29
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	-0.0846	0.133	0.194
ENSG00000177984	LCN15	chr9	-	136759634	136766255	3.38	2.15e-05	5.36e-05
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	0.527	1.32e-10	4.61e-10
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	1.13	2.57e-82	4.05e-81
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	-1.5	0.0201	0.0352
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	0.706	3.24e-50	3.24e-49
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	-0.432	1.11e-06	3.07e-06
ENSG00000187796	CARD9	chr9	-	136363956	136373681	-0.766	0.537	0.625
ENSG00000262075		chr9	-	136322303	136327323	-0.443	0.58	0.664
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	0.083	0.263	0.348
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	-0.774	5.09e-27	3.26e-26
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	0.259	3.83e-05	9.34e-05
ENSG00000228877		chr9	+	134527182	134545244	1.63	0.192	0.266
ENSG00000196363	WDR5	chr9	+	134135365	134159968	-0.333	2.45e-09	7.96e-09
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.81	3.7e-25	2.26e-24
ENSG00000123453	SARDH	chr9	-	133663560	133739955	0.314	0.0084	0.0157
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	1.59	0.000568	0.00123
ENSG00000123454	DBH	chr9	+	133636363	133659329	4.89	0.00245	0.00492
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	5.29	1.27e-282	8.68999999999999e-281
ENSG00000148300	REXO4	chr9	-	133406059	133418096	-0.041	0.586	0.67
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	-0.0507	0.941	0.961
ENSG00000148248	SURF4	chr9	-	133361450	133376166	0.104	0.0488	0.0791
ENSG00000148362	PAXX	chr9	+	136992422	136993984	-0.528	0.00581	0.0111
ENSG00000175164	ABO	chr9	-	133233278	133276024	1.1	0.000679	0.00145
ENSG00000290769		chr9	+	133079900	133087355	1.31	0.508	0.597
ENSG00000288989		chr9	-	133028145	133030474	-0.961	0.194	0.268
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	-0.981	0.275	0.361
ENSG00000224992		chr9	-	132768965	132770212	0.871	0.672	0.745
ENSG00000165695	AK8	chr9	-	132725578	132878777	-0.851	0.0141	0.0254
ENSG00000125485	DDX31	chr9	-	132592997	132670401	-1.02	8.39e-43	7.54e-42
ENSG00000188523	CFAP77	chr9	+	132410043	132573319	-2.61	8.24e-09	2.61e-08
ENSG00000107290	SETX	chr9	-	132261356	132354986	0.196	8.6e-05	0.000203
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	0.235	0.7	0.768
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	-0.778	4.41e-05	0.000107
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	1.24	2.03e-20	1.07e-19
ENSG00000126883	NUP214	chr9	+	131125573	131234663	0.391	3.8e-12	1.43e-11
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	3.53	0	0
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	2.18	1.72e-06	4.68e-06
ENSG00000130707	ASS1	chr9	+	130444961	130501274	0.547	0.0318	0.0536
ENSG00000107130	NCS1	chr9	+	130172404	130237303	-0.298	1.58e-08	4.91e-08
ENSG00000289226		chr9	-	130053392	130053879	-0.462	0.243	0.326
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.0112	0.913	0.939
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	2.54	3.56e-23	2.05e-22
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	0.0376	0.693	0.762
ENSG00000261334		chr9	-	129480605	129482538	1.09	0.247	0.33
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	1.38	2.16e-30	1.52e-29
ENSG00000226355		chr9	+	129438216	129447545	0.527	0.805	0.855
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	1.09	0.0128	0.0232
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	2.28	0.0556	0.0891
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.257	1.03e-07	3.05e-07
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	-0.397	1.51e-07	4.42e-07
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	0.666	1.44e-06	3.94e-06
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	0.58	3.24e-22	1.81e-21
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	-0.556	0.000365	0.000804
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	0.193	0.000821	0.00174
ENSG00000160445	ZER1	chr9	-	128729786	128772414	0.0656	0.306	0.396
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.451	0.355	0.448
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	-1.63	1.82e-52	1.9e-51
ENSG00000160447	PKN3	chr9	+	128702503	128720916	-0.435	3.35e-07	9.58e-07
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	0.838	9.39e-46	8.82e-45
ENSG00000119392	GLE1	chr9	+	128504655	128543874	0.421	1.58e-07	4.6e-07
ENSG00000136811	ODF2	chr9	+	128455186	128501292	1.41	1.32e-87	2.2e-86
ENSG00000273186		chr9	+	128431598	128432006	0.979	0.316	0.406
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.187	0.00938	0.0174
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	0.0357	0.637	0.716
ENSG00000167113	COQ4	chr9	+	128322544	128334072	0.107	0.244	0.327
ENSG00000272696		chr9	+	128316337	128316909	-1.29	0.455	0.548
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.181	0.014	0.0252
ENSG00000106976	DNM1	chr9	+	128191655	128255248	1.15	3.3e-32	2.41e-31
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	0.258	1.92e-05	4.8e-05
ENSG00000171159	BBLN	chr9	+	128160265	128163924	-0.0301	0.744	0.805
ENSG00000232850		chr9	+	128128529	128130628	0.0881	0.922	0.946
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	-0.25	0.384	0.477
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	-0.0125	0.931	0.953
ENSG00000227218		chr9	+	127934503	127940952	-0.654	0.728	0.792
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	-1.39	0.000813	0.00173
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	1.1	1.45e-11	5.34e-11
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	-0.085	0.25	0.334
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	0.452	3.48e-10	1.18e-09
ENSG00000225032		chr9	+	127816066	127822520	-0.63	0.43	0.523
ENSG00000106991	ENG	chr9	-	127815013	127854658	4.94	0	0
ENSG00000136807	CDK9	chr9	+	127785679	127790792	0.154	0.0101	0.0186
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	0.174	0.0264	0.0452
ENSG00000197958	RPL12	chr9	-	127447674	127451406	0.0488	0.3	0.389
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	0.054	0.507	0.597
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	-2.48	1.76e-71	2.4e-70
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	-0.191	0.000244	0.000549
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	-7.03	4.2e-162	1.34e-160
ENSG00000224842	LMX1B-DT	chr9	-	126589594	126613700	-7.19	5.01e-09	1.61e-08
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	0.153	0.00746	0.014
ENSG00000287782		chr9	+	125426169	125438509	1.06	0.329	0.421
ENSG00000289285		chr9	-	124868229	124869079	0.0286	0.96	0.974
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	-0.104	0.104	0.156
ENSG00000288642	CDR1	chrX	-	140783578	140784366	0.214	0.674	0.746
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	0.0242	0.668	0.741
ENSG00000119522	DENND1A	chr9	-	123379654	123930152	-0.491	3.46e-10	1.18e-09
ENSG00000188394	GPR21	chr9	+	123033667	123035665	-0.306	0.623	0.703
ENSG00000011454	RABGAP1	chr9	+	122940833	123104866	0.555	6.25e-18	3.03e-17
ENSG00000171448	ZBTB26	chr9	-	122915566	122931512	-0.328	4.57e-05	0.00011
ENSG00000186130	ZBTB6	chr9	-	122908056	122913323	-0.481	1.13e-10	3.97e-10
ENSG00000136940	PDCL	chr9	-	122798389	122828588	-0.0024	0.973	0.983
ENSG00000095303	PTGS1	chr9	+	122370530	122395703	4.31	1.61e-09	5.29e-09
ENSG00000119446	RBM18	chr9	-	122237622	122264840	0.461	2.19e-09	7.14e-09
ENSG00000106852	LHX6	chr9	-	122202577	122229626	-0.587	0.603	0.685
ENSG00000175764	TTLL11	chr9	-	121815674	122093606	1.78	1.16e-05	2.97e-05
ENSG00000204136	GGTA1	chr9	-	121444991	121499844	6.55	1.12e-06	3.08e-06
ENSG00000186912	P2RY4	chrX	-	70258166	70260204	-0.188	0.934	
ENSG00000119396	RAB14	chr9	-	121178133	121223014	0.344	3.33e-12	1.26e-11
ENSG00000214654	B3GALT9	chr9	+	120792403	120801787	-0.442	1.34e-05	3.39e-05
ENSG00000119402	FBXW2	chr9	-	120751978	120793416	-0.0538	0.272	0.358
ENSG00000106780	MEGF9	chr9	-	120600811	120714470	-0.824	6.78e-18	3.28e-17
ENSG00000136861	CDK5RAP2	chr9	-	120388875	120580170	0.477	1.21e-13	4.93e-13
ENSG00000078725	BRINP1	chr9	-	119153458	119369435	-0.64	4.19e-06	1.11e-05
ENSG00000285820		chr9	+	116838144	116877264	2.88	0.0215	0.0374
ENSG00000119401	TRIM32	chr9	+	116687305	116701300	-1.36	4.52e-97	8.44e-96
ENSG00000148219	ASTN2	chr9	-	116423112	117415070	1.41	4.38e-41	3.82e-40
ENSG00000182752	PAPPA	chr9	+	116153791	116402321	8.12	6.42e-93	1.14e-91
ENSG00000234692		chr9	-	115252538	115254251	-1.97	0.457	
ENSG00000041982	TNC	chr9	-	115019575	115118207	3.73	5.23e-179	1.87e-177
ENSG00000173077	DELEC1	chr9	+	114850968	115402644	-2.79	1.15e-08	3.6e-08
ENSG00000136888	ATP6V1G1	chr9	+	114587706	114598915	-0.184	0.000239	0.000539
ENSG00000228278	ORM2	chr9	+	114329869	114333251	-2.5	0.173	0.244
ENSG00000196739	COL27A1	chr9	+	114155537	114312511	0.704	4.63e-27	2.97e-26
ENSG00000106927	AMBP	chr9	-	114060127	114078328	1.36	0.416	0.509
ENSG00000227482		chr9	+	113650956	113682855	5.92	5.37e-05	0.000129
ENSG00000138835	RGS3	chr9	+	113444731	113597743	2.07	6.28e-193	2.47e-191
ENSG00000148218	ALAD	chr9	-	113386312	113401290	-1.75	1.02e-157	3.17e-156
ENSG00000119431	HDHD3	chr9	-	113373419	113376986	-1.98	1.09e-53	1.15e-52
ENSG00000165188	RNF183	chr9	-	113297093	113303376	-0.0525	0.985	
ENSG00000176386	CDC26	chr9	-	113255835	113275572	0.151	0.0906	0.138
ENSG00000136868	SLC31A1	chr9	+	113221544	113264492	0.152	0.00822	0.0153
ENSG00000228623	ZNF883	chr9	-	112988129	113012192	-0.195	0.0793	0.123
ENSG00000271631	SLC46A2-AS1	chr9	+	112885158	112885767	-0.0525	0.976	0.985
ENSG00000148153	INIP	chr9	-	112683926	112718149	0.694	1.54e-18	7.64e-18
ENSG00000230185	HSDL2-AS1	chr9	-	112399512	112487204	-0.0257	0.963	0.976
ENSG00000119471	HSDL2	chr9	+	112380080	112472405	-0.374	7.76e-07	2.17e-06
ENSG00000106868	SUSD1	chr9	-	112040783	112175297	1.79	1.2e-72	1.67e-71
ENSG00000259953	LINC02977	chr9	-	112028570	112039143	1.69	1.49e-36	1.19e-35
ENSG00000242616	GNG10	chr9	+	111661605	111670226	-1.04	9.9e-34	7.47e-33
ENSG00000059769	DNAJC25	chr9	+	111631334	111654351	-0.143	0.317	0.408
ENSG00000290837	LRRC37A5P	chr9	-	111602831	111631289	-3.15	0.0637	0.101
ENSG00000030304	MUSK	chr9	+	110668779	110806558	-2.42	0.333	
ENSG00000136810	TXN	chr9	-	110243810	110256507	-0.832	2.67e-42	2.38e-41
ENSG00000095203	EPB41L4B	chr9	-	109171974	109321059	-1.65	1.53e-23	8.95e-23
ENSG00000106771	TMEM245	chr9	-	109015135	109119947	0.657	1.4e-35	1.1e-34
ENSG00000119318	RAD23B	chr9	+	107283137	107332192	-0.0191	0.669	0.742
ENSG00000148143	ZNF462	chr9	+	106863166	107013634	0.645	9.85e-45	9.12e-44
ENSG00000234323	LINC01505	chr9	+	105993310	106740875	-2.62	0.0179	0.0316
ENSG00000186051	TAL2	chr9	+	105662457	105663124	-1.18	5.97e-06	1.56e-05
ENSG00000106701	FSD1L	chr9	+	105447796	105552433	-1.08	1.05e-14	4.47e-14
ENSG00000070214	SLC44A1	chr9	+	105244622	105439171	-0.411	1.2e-13	4.88e-13
ENSG00000286536		chr9	-	105025932	105239221	-4.54	1.29e-08	4.02e-08
ENSG00000226334		chr9	+	104927553	104928892	-0.366	0.726	0.79
ENSG00000136870	ZNF189	chr9	+	101398851	101410660	-0.157	0.0204	0.0357
ENSG00000136897	MRPL50	chr9	-	101387633	101398618	-0.219	0.000717	0.00153
ENSG00000148123	PLPPR1	chr9	+	101028727	101325135	0.0426	0.954	0.97
ENSG00000241697	TMEFF1	chr9	+	100473149	100577636	-0.0163	0.779	0.834
ENSG00000066697	MSANTD3	chr9	+	100427143	100451734	0.0109	0.883	0.916
ENSG00000119509	INVS	chr9	+	100099243	100302175	0.0119	0.889	0.921
ENSG00000136874	STX17	chr9	+	99906654	99974534	-0.726	1.4e-39	1.19e-38
ENSG00000119508	NR4A3	chr9	+	99821855	99866891	-1.53	3.4e-05	8.31e-05
ENSG00000237461		chr9	-	99396987	99819921	-0.679	0.258	0.343
ENSG00000204291	COL15A1	chr9	+	98943179	99070792	5.25	7.57e-18	3.65e-17
ENSG00000119514	GALNT12	chr9	+	98807670	98850081	-2.11	2.86e-94	5.15e-93
ENSG00000095380	NANS	chr9	+	98056732	98083077	0.197	0.0147	0.0264
ENSG00000070061	ELP1	chr9	-	108866898	108934328	0.105	0.0822	0.127
ENSG00000136932	TRMO	chr9	-	97904489	97922500	-0.297	0.0991	0.15
ENSG00000136936	XPA	chr9	-	97674909	97697340	-0.256	0.109	0.163
ENSG00000196116	TDRD7	chr9	+	97412096	97496125	-4.36	0	0
ENSG00000203279		chr9	-	97200475	97238766	-2.62	6.35e-23	3.63e-22
ENSG00000136943	CTSV	chr9	-	97029677	97156556	-0.201	0.004	0.00782
ENSG00000081386	ZNF510	chr9	-	96754553	96778129	-0.405	7.41e-09	2.35e-08
ENSG00000081377	CDC14B	chr9	-	96490241	96619843	0.306	3.01e-08	9.2e-08
ENSG00000130956	HABP4	chr9	+	96450169	96491336	0.635	3.46e-10	1.18e-09
ENSG00000182150	ERCC6L2	chr9	+	95871264	96121154	0.482	1.5e-10	5.23e-10
ENSG00000175611	ERCC6L2-AS1	chr9	-	95759231	95876049	0.681	0.000647	0.00139
ENSG00000185920	PTCH1	chr9	-	95442980	95517057	-0.272	0.000349	0.00077
ENSG00000165140	FBP1	chr9	-	94603133	94640249	-3.44	0.000625	0.00134
ENSG00000232063		chr9	+	94332459	94363013	-2.08	2.45e-52	2.54e-51
ENSG00000286834		chr9	-	94116023	94145693	-2.12	0.0286	0.0487
ENSG00000158079	PTPDC1	chr9	+	94030794	94109856	-0.136	0.187	0.26
ENSG00000131668	BARX1	chr9	-	93951627	93955355	4.35	0.00372	0.00728
ENSG00000197724	PHF2	chr9	+	93576584	93679587	0.0708	0.271	0.357
ENSG00000289031		chr9	+	93566761	93568075	0.12	0.854	0.894
ENSG00000048828	FAM120A	chr9	+	93451685	93566112	0.605	2.75e-27	1.78e-26
ENSG00000188938	FAM120AOS	chr9	-	93431441	93453581	-0.138	0.0253	0.0435
ENSG00000165238	WNK2	chr9	+	93184122	93320572	-2.04	2.56e-112	5.55e-111
ENSG00000157303	SUSD3	chr9	+	93058688	93085133	-3.78	1.46e-30	1.03e-29
ENSG00000291168		chr9	+	92809568	92838457	-1.7	0.304	0.393
ENSG00000185963	BICD2	chr9	-	92711363	92764833	0.214	0.000324	0.000719
ENSG00000127080	IPPK	chr9	-	92613183	92670131	0.341	0.00281	0.0056
ENSG00000188312	CENPP	chr9	+	92325953	92620529	3.19	3.42e-124	8.2e-123
ENSG00000198000	NOL8	chr9	-	92297358	92325636	1.22	1.06e-58	1.2e-57
ENSG00000196305	IARS1	chr9	-	92210207	92293854	0.776	9.6e-46	9.01e-45
ENSG00000290644		chr9	+	92141298	92160114	3.36	0.12	0.178
ENSG00000090054	SPTLC1	chr9	-	92000087	92115413	0.332	1.97e-09	6.44e-09
ENSG00000233081		chr9	+	91426238	91427144	-1.53	0.466	0.558
ENSG00000165030	NFIL3	chr9	-	91409045	91423832	-0.565	3.96e-09	1.27e-08
ENSG00000235641	LINC00484	chr9	+	91159573	91166272	-2.19	0.0384	0.0637
ENSG00000165023	DIRAS2	chr9	-	90609832	90642862	-0.59	0.147	0.211
ENSG00000231107	LINC01508	chr9	-	90300885	90433566	-5.54	2.75e-07	7.9e-07
ENSG00000237372	LINC03062	chr9	+	89639750	89719760	-6.58	2.33e-07	6.72e-07
ENSG00000130222	GADD45G	chr9	+	89605012	89606555	-1.9	7.44e-24	4.39e-23
ENSG00000285907		chr9	-	89563537	89604687	-3.62	0.00273	0.00545
ENSG00000187764	SEMA4D	chr9	-	89360787	89498130	-1.06	7.16e-37	5.73e-36
ENSG00000123975	CKS2	chr9	+	89311195	89316703	-0.205	0.00133	0.00276
ENSG00000286414		chr9	-	88735041	88803716	-3.15	0.148	
ENSG00000106723	SPIN1	chr9	+	88388430	88478694	0.0262	0.568	0.654
ENSG00000287750	LINC03026	chr9	-	88065325	88077859	-0.768	0.0929	0.141
ENSG00000288903		chr9	-	87219871	87277312	-2.54	0.236	
ENSG00000226237	GAS1RR	chr9	+	86948629	87002033	2.13	0.143	0.206
ENSG00000187753	C9orf153	chr9	-	86220265	86259657	1.66	0.211	0.288
ENSG00000135040	NAA35	chr9	+	85941146	86025462	0.229	0.000259	0.000582
ENSG00000230303		chr9	-	85783668	85805154	-0.772	0.29	0.378
ENSG00000130560	UBAC1	chr9	-	135932969	135961373	0.229	0.00135	0.00279
ENSG00000135049	AGTPBP1	chr9	-	85546539	85742029	-0.0499	0.352	0.445
ENSG00000287930		chr9	-	85230176	85233966	0.337	0.836	0.88
ENSG00000148053	NTRK2	chr9	+	84668375	85095751	1.34	2.27e-08	6.98e-08
ENSG00000197506	SLC28A3	chr9	-	84275457	84340758	4.59	0.000159	0.000364
ENSG00000135018	UBQLN1	chr9	-	83659968	83707958	-0.355	6.49e-13	2.55e-12
ENSG00000148057	IDNK	chr9	+	83623049	83644130	-0.982	0.0134	0.0241
ENSG00000172159	FRMD3	chr9	-	83242990	83538546	1.42	0.00291	0.00579
ENSG00000196781	TLE1	chr9	-	81583683	81689547	-1.4	6.93e-91	1.2e-89
ENSG00000106829	TLE4	chr9	+	79571773	79726882	2.73	0	0
ENSG00000148019	CEP78	chr9	+	78236062	78279690	0.62	3.55e-25	2.17e-24
ENSG00000289440		chr9	-	78234831	78236020	0.418	0.327	0.418
ENSG00000156052	GNAQ	chr9	-	77716097	78031811	0.146	0.00189	0.00385
ENSG00000156049	GNA14	chr9	-	77423079	77648322	5	6.38e-85	1.03e-83
ENSG00000197969	VPS13A	chr9	+	77177445	77421537	-0.192	0.00208	0.00422
ENSG00000106772	PRUNE2	chr9	-	76611376	76906114	-0.887	8.16e-18	3.92e-17
ENSG00000135002	RFK	chr9	-	76385526	76394517	-0.113	0.252	0.336
ENSG00000135045	C9orf40	chr9	-	74946583	74952912	-1.01	2.7e-20	1.42e-19
ENSG00000135046	ANXA1	chr9	+	73151865	73170393	9.39	1.76e-89	2.99e-88
ENSG00000165092	ALDH1A1	chr9	-	72900671	73080442	-4.83	1.49e-07	4.34e-07
ENSG00000225434	LINC01504	chr9	+	72305367	72356721	5.13	0.00102	0.00213
ENSG00000119125	GDA	chr9	+	72114595	72257193	0.256	0.838	0.881
ENSG00000135048	CEMIP2	chr9	-	71683366	71816690	2.94	0	0
ENSG00000083067	TRPM3	chr9	-	70529060	71446904	1.25	5.08e-05	0.000122
ENSG00000289159		chr9	-	70419698	70420915	-1.52	0.199	0.274
ENSG00000274421		chr9	+	70310875	70312120	-0.934	0.122	0.179
ENSG00000268364	SMC5-DT	chr9	-	70193997	70258866	-0.842	0.00104	0.00218
ENSG00000225626	CFAP95-DT	chr9	-	69818394	69820773	-4.41	0.000128	0.000295
ENSG00000165060	FXN	chr9	+	69035751	69079076	-0.397	8.06e-06	2.08e-05
ENSG00000187866	PABIR1	chr9	+	68780065	68785566	0.0233	0.788	0.841
ENSG00000154330	PGM5	chr9	+	68328308	68531061	3.4	8.37e-68	1.08e-66
ENSG00000196873	ZNG1C	chr9	+	68232003	68300035	-0.443	7.13e-05	0.000169
ENSG00000274026	FAM27E3	chr9	-	67717411	67719178	-2.22	2.84e-10	9.74e-10
ENSG00000274893		chr9	-	66014525	66020816	3.49	0.00131	0.00271
ENSG00000184659	FOXD4L4	chr9	+	65737146	65738396	0.812	0.721	
ENSG00000147996	ZNG1E	chr9	+	65668805	65734041	0.13	0.17	0.24
ENSG00000287329		chr9	+	65385649	65396372	-0.936	0.714	
ENSG00000290972		chr9	+	64369394	64412691	-0.834	0.393	0.487
ENSG00000290549		chr9	-	63299453	63385117	0.631	0.0773	0.12
ENSG00000170161	FAM88B	chr9	+	62897368	62900104	-1.16	2.44e-05	6.06e-05
ENSG00000234665	LERFS	chr9	-	62856999	62898095	-0.523	0.67	0.743
ENSG00000107281	NPDC1	chr9	-	137039463	137046179	-0.342	0.0418	0.0689
ENSG00000229422		chr9	-	62837139	62838302	-1.87	0.194	0.269
ENSG00000204802	FAM88C	chr9	-	62374128	62376836	-1.38	5.51e-05	0.000132
ENSG00000283378	CNTNAP3C	chr9	+	61330717	61453030	0.245	0.883	0.916
ENSG00000237357	FAM88E	chr9	-	42566679	42569353	-1.37	3.27e-05	8.03e-05
ENSG00000154529	CNTNAP3B	chr9	-	41890314	42129510	-2.78	4.61e-44	4.24e-43
ENSG00000198888	MT-ND1	chrM	+	3307	4262	0.226	5.4e-06	1.41e-05
ENSG00000275450		chr9	+	41276280	41282846	3.64	0.0282	0.0481
ENSG00000215126	ZNG1F	chr9	-	41131306	41199261	-0.718	0.000929	0.00196
ENSG00000291075		chr9	+	40992245	41057399	0.0362	0.87	0.906
ENSG00000276500	BMS1P14	chr9	-	40505399	40566281	1.73	0.315	0.406
ENSG00000290718	FAM95B1	chr9	+	40321299	40329221	2.08	0.00347	0.00683
ENSG00000240240		chr9	+	40223402	40329221	-0.221	0.823	0.869
ENSG00000291287		chr9	+	40223285	40266392	0.588	0.384	0.477
ENSG00000291181		chr9	-	39816542	40106661	-0.386	0.23	0.311
ENSG00000196152	ZNF79	chr9	+	127424374	127445372	-0.11	0.407	0.5
ENSG00000290907		chr9	-	38566260	38568009	-0.405	0.429	0.522
ENSG00000291061		chr9	+	38433696	38543880	0.235	0.597	0.68
ENSG00000137142	IGFBPL1	chr9	-	38406528	38424454	-2.21	8.42e-74	1.19e-72
ENSG00000107338	SHB	chr9	-	37915898	38069227	-1.95	1.11e-130	2.81e-129
ENSG00000122696	SLC25A51	chr9	-	37879400	37904353	-0.494	2.3e-06	6.19e-06
ENSG00000165275	TRMT10B	chr9	+	37753803	37778972	-0.596	5.78e-05	0.000138
ENSG00000070601	FRMPD1	chr9	+	37650954	37746904	-3.6	1.97e-13	7.94e-13
ENSG00000137106	GRHPR	chr9	+	37422666	37436990	0.0969	0.0811	0.125
ENSG00000281649	EBLN3P	chr9	+	37079645	37090928	0.359	1.44e-08	4.5e-08
ENSG00000196092	PAX5	chr9	-	36833269	37034268	5.96	5.41e-08	1.63e-07
ENSG00000165304	MELK	chr9	+	36572862	36677683	-0.151	0.016	0.0285
ENSG00000137103	TMEM8B	chr9	+	35814451	35865518	-0.144	0.129	0.189
ENSG00000137098	SPAG8	chr9	-	35808045	35812272	-0.377	0.662	0.737
ENSG00000159899	NPR2	chr9	+	35791003	35809732	0.326	5.02e-05	0.000121
ENSG00000227388		chr9	+	35772163	35790432	-2.96	0.000266	0.000596
ENSG00000228843		chr9	-	35756712	35757940	0.489	0.781	0.836
ENSG00000215183	MSMP	chr9	-	35752990	35756613	-1.88	0.356	
ENSG00000070610	GBA2	chr9	-	35736866	35749228	-0.145	0.0206	0.036
ENSG00000137076	TLN1	chr9	-	35696948	35732195	0.85	2.7e-60	3.14e-59
ENSG00000198467	TPM2	chr9	-	35681992	35690056	0.826	5.7e-36	4.49e-35
ENSG00000137135	ARHGEF39	chr9	-	35658875	35675866	-0.618	1.04e-12	4.06e-12
ENSG00000159884	CCDC107	chr9	+	35658290	35661511	-0.349	0.046	0.0751
ENSG00000227933		chr9	+	35646270	35647099	0.909	0.734	
ENSG00000137101	CD72	chr9	-	35609982	35646810	-1.1	0.000562	0.00121
ENSG00000165283	STOML2	chr9	-	35099776	35103195	-0.127	0.0249	0.0429
ENSG00000234181	PIGO-AS1	chr9	+	35096378	35098141	-0.121	0.941	0.961
ENSG00000165282	PIGO	chr9	-	35087237	35096619	-0.645	3.21e-17	1.51e-16
ENSG00000287868		chr9	-	35023840	35025402	-5.14	1.8e-13	7.27e-13
ENSG00000286782		chr9	-	35012963	35016076	-6.41	1.05e-21	5.79e-21
ENSG00000137094	DNAJB5	chr9	+	34989641	34998900	-0.0505	0.33	0.422
ENSG00000290768		chr9	-	34832645	34838586	-1.9	0.482	
ENSG00000147955	SIGMAR1	chr9	-	34634722	34637844	0.164	0.0255	0.0438
ENSG00000122735	DNAI1	chr9	+	34457414	34520988	-1.04	0.188	0.261
ENSG00000164976	MYORG	chr9	-	34366666	34376898	-2.54	2.36e-286	1.69e-284
ENSG00000186638	KIF24	chr9	-	34252380	34329268	1.17	4.22e-30	2.94e-29
ENSG00000228352		chr9	+	34084332	34096225	-2.57	0.249	
ENSG00000231165	TRBV26OR9-2	chr9	+	33695767	33696059	1.26	0.309	0.399
ENSG00000165271	NOL6	chr9	-	33461353	33473930	0.838	1.15e-25	7.1e-25
ENSG00000165272	AQP3	chr9	-	33441156	33447596	-1.31	0.00392	0.00766
ENSG00000122692	SMU1	chr9	-	33041765	33076674	0.199	5.21e-05	0.000125
ENSG00000086061	DNAJA1	chr9	+	33025273	33039907	0.494	2.04e-33	1.52e-32
ENSG00000173611	SCAI	chr9	-	124942608	125143528	-0.127	0.0905	0.138
ENSG00000188133	TMEM215	chr9	+	32783540	32789201	1.54	4.68e-05	0.000113
ENSG00000122728	TAF1L	chr9	-	32629454	32635669	-1.35	0.376	0.469
