gene_ID	hgnc_symbol	chr	strand	start	end	PAX6_CE_log2FoldChange	PAX6_CE_pvalue	PAX6_CE_padj	PAX6_KO_log2FoldChange	PAX6_KO_pvalue	PAX6_KO_padj	PAX6_PTC_log2FoldChange	PAX6_PTC_pvalue	PAX6_PTC_padj
ENSG00000068400	GRIPAP1	chrX	-	48973720	49002265	-0.0488	0.764	1	0.139	0.392	1	0.0427	0.792	1
ENSG00000102100	SLC35A2	chrX	-	48903180	48911958	0.21	0.31	1	0.358	0.0835	1	0.163	0.431	1
ENSG00000187682	ERAS	chrX	+	48826513	48830138	3.87	0.306		3.68	0.332		1.58	0.686	
ENSG00000094631	HDAC6	chrX	+	48801377	48824982	0.143	0.38	1	0.282	0.0827	1	0.0858	0.598	1
ENSG00000015285	WAS	chrX	+	48676596	48691431	-0.15	0.779	1	0.0111	0.983	1	-0.0013	0.998	1
ENSG00000102317	RBM3	chrX	+	48574449	48581162	-0.0817	0.598	1	0.0286	0.854	1	-0.185	0.233	1
ENSG00000147155	EBP	chrX	+	48521799	48528716	0.112	0.499	1	0.281	0.0882	1	0.0321	0.846	1
ENSG00000102312	PORCN	chrX	+	48508959	48520814	0.0422	0.843	1	-0.00909	0.966	1	0.21	0.324	1
ENSG00000268009	SSX4	chrX	+	48383516	48393347	0.898	0.811	1	0.483	0.899		-2.62	0.503	
ENSG00000287757		chrX	+	48071223	48078721	-0.513	0.694	1	-0.384	0.768	1	-0.0822	0.949	1
ENSG00000197779	ZNF81	chrX	+	47836902	48002561	-0.254	0.266	1	-0.214	0.348	1	-0.204	0.371	1
ENSG00000267064	UXT-AS1	chrX	+	47658833	47692326	0.683	0.31	1	-0.0515	0.94	1	-0.132	0.847	1
ENSG00000126756	UXT	chrX	-	47651796	47659180	-0.0922	0.64	1	-0.0743	0.707	1	-0.0578	0.769	1
ENSG00000078061	ARAF	chrX	+	47561205	47571908	0.132	0.372	1	0.187	0.207	1	0.0708	0.633	1
ENSG00000289890		chrX	-	47555936	47561382	-0.267	0.775	1	-0.229	0.808	1	-0.624	0.509	1
ENSG00000196741	LINC01560	chrX	+	47483571	47484823	-0.232	0.445	1	-0.444	0.15	1	-0.156	0.606	1
ENSG00000147124	ZNF41	chrX	-	47445178	47483222	-0.112	0.586	1	-0.0159	0.939	1	-0.0815	0.693	1
ENSG00000102226	USP11	chrX	+	47232866	47248328	0.0726	0.56	1	0.0648	0.603	1	0.00705	0.955	1
ENSG00000147123	NDUFB11	chrX	-	47142071	47145466	0.253	0.252	1	0.372	0.0928	1	0.241	0.276	1
ENSG00000130988	RGN	chrX	+	47078355	47093314	-0.353	0.468	1	-0.333	0.495	1	-0.646	0.187	1
ENSG00000102221	JADE3	chrX	+	46912276	47061242	-0.0915	0.481	1	-0.187	0.151	1	-0.113	0.383	1
ENSG00000204904	LINC01545	chrX	-	46887417	46899703	0.726	0.372	1	0.533	0.516	1	-0.0079	0.992	1
ENSG00000065923	SLC9A7	chrX	-	46599251	46759118	0.00131	0.996	1	0.13	0.578	1	0.137	0.556	1
ENSG00000251192	ZNF674	chrX	-	46497725	46545457	0.0685	0.732	1	-0.257	0.203	1	-0.135	0.502	1
ENSG00000270069	MIR222HG	chrX	-	45745210	45770274	0.336	0.118	1	0.412	0.0554	1	0.244	0.257	1
ENSG00000188937	NYX	chrX	+	41447343	41475710	0.825	0.829		1.01	0.792		0.788	0.836	
ENSG00000126950	TMEM35A	chrX	+	101078879	101096367	-0.00239	0.989	1	-0.0494	0.767	1	-0.127	0.447	1
ENSG00000223486	LINC03053	chrX	+	40009276	40012182	0.639	0.29	1	0.868	0.15	1	0.7	0.245	1
ENSG00000238123	MID1IP1-AS1	chrX	-	38801568	38803883	0.825	0.847		1.98	0.64		0.788	0.854	
ENSG00000156313	RPGR	chrX	-	38269163	38327544	-0.00591	0.97	1	0.00799	0.96	1	-0.0643	0.684	1
ENSG00000165168	CYBB	chrX	+	37780018	37813461	1.3	0.28	1	1.77	0.14	1	1.55	0.194	1
ENSG00000147036	LANCL3	chrX	+	37571569	37684463	-0.704	0.581	1	-0.412	0.746	1	-0.746	0.559	1
ENSG00000130962	PRRG1	chrX	+	37349309	37457292	-0.0289	0.925	1	-0.112	0.719	1	0.211	0.494	1
ENSG00000174016	TENT5D	chrX	+	80335504	80445311	0.173	0.909	1	0.538	0.721	1	0.868	0.56	1
ENSG00000165164	CFAP47	chrX	+	35919734	36385317	-0.897	0.252	1	-1.03	0.196	1	-0.292	0.702	1
ENSG00000233928		chrX	+	33726337	34346527	0.843	0.303	1	-0.16	0.851	1	0.232	0.78	1
ENSG00000198947	DMD	chrX	-	31097677	33339609	-0.195	0.29	1	-0.251	0.173	1	-0.108	0.558	1
ENSG00000198814	GK	chrX	+	30653359	30731462	0.264	0.202	1	0.321	0.122	1	0.0614	0.768	1
ENSG00000237994		chrX	+	28942050	28942568	0.71	0.662	1	0.488	0.765	1	0.218	0.894	1
ENSG00000004848	ARX	chrX	-	25003694	25016420	-0.545	0.742	1	-1.57	0.362	1	-1.81	0.296	1
ENSG00000101868	POLA1	chrX	+	24693873	24996986	-0.00227	0.988	1	-0.0494	0.749	1	-0.131	0.395	1
ENSG00000289472		chrX	+	24168659	24169609	-0.388	0.636	1	-0.143	0.861	1	-1.12	0.191	1
ENSG00000174010	KLHL15	chrX	-	23983716	24027186	-0.0986	0.61	1	-0.284	0.142	1	-0.251	0.193	1
ENSG00000165182	CXorf58	chrX	+	23908006	23939509	3.34	0.435		3.18	0.459		0.788	0.858	
ENSG00000184831	APOO	chrX	-	23833353	23907938	-0.0205	0.924	1	-0.077	0.72	1	0.0154	0.943	1
ENSG00000123130	ACOT9	chrX	-	23701055	23766475	-0.0647	0.609	1	0.013	0.918	1	0.0386	0.759	1
ENSG00000123131	PRDX4	chrX	+	23664262	23686397	0.137	0.429	1	0.105	0.542	1	0.105	0.544	1
ENSG00000165186	PTCHD1	chrX	+	23334849	23404374	-0.0854	0.828	1	0.0733	0.852	1	0.277	0.477	1
ENSG00000102174	PHEX	chrX	+	22032325	22494713	-1.96	0.18	1	-1.38	0.336	1	-1.48	0.299	1
ENSG00000288832		chrX	-	21652655	21654301	2.54	0.11	1	2.26	0.158	1	2.12	0.184	1
ENSG00000149970	CNKSR2	chrX	+	21372801	21654695	-0.145	0.514	1	0.0469	0.833	1	-0.187	0.401	1
ENSG00000283380		chrX	-	20769718	21374265	0.925	0.591	1	2.13	0.209	1	0.451	0.795	1
ENSG00000184368	MAP7D2	chrX	-	20006713	20116907	-0.0463	0.849	1	-0.248	0.313	1	-0.246	0.314	1
ENSG00000147010	SH3KBP1	chrX	-	19533977	19887600	-0.00499	0.976	1	-0.00346	0.983	1	-0.0771	0.637	1
ENSG00000180815	MAP3K15	chrX	-	19360056	19515508	-0.156	0.693	1	-0.0143	0.971	1	-0.115	0.771	1
ENSG00000173698	ADGRG2	chrX	-	18989307	19122637	-0.0777	0.776	1	-0.308	0.261	1	0.155	0.57	1
ENSG00000044446	PHKA2	chrX	-	18892298	18984114	-0.0621	0.59	1	-0.0175	0.88	1	0.0574	0.618	1
ENSG00000237836	PHKA2-AS1	chrX	+	18890296	18894974	0.592	0.854		0.791	0.807	1	-0.708	0.831	
ENSG00000086717	PPEF1	chrX	+	18675909	18827921	-1.16	0.104	1	-0.602	0.395	1	-0.328	0.639	1
ENSG00000008086	CDKL5	chrX	+	18425583	18653629	-0.239	0.219	1	-0.377	0.0536	1	-0.156	0.425	1
ENSG00000102098	SCML2	chrX	-	18239313	18354688	-0.022	0.898	1	-0.0704	0.683	1	-0.0187	0.913	1
ENSG00000225882	LINC01456	chrX	-	17970197	18104644	0.0885	0.913	1	-0.17	0.837	1	-0.0738	0.928	1
ENSG00000047634	SCML1	chrX	+	17737449	17754988	0.537	0.213	1	0.473	0.274	1	0.334	0.44	1
ENSG00000235834		chrX	+	17528435	17587160	-0.138	0.945	1	-2.4	0.266	1	-2.62	0.226	1
ENSG00000169891	REPS2	chrX	+	16946658	17153272	-0.0495	0.861	1	-0.387	0.174	1	-0.00813	0.977	1
ENSG00000126010	GRPR	chrX	+	16123565	16153518	0.192	0.826	1	-0.644	0.477	1	0.721	0.403	1
ENSG00000182287	AP1S2	chrX	-	15825806	15854931	-0.128	0.574	1	-0.314	0.167	1	-0.0713	0.754	1
ENSG00000147003	CLTRN	chrX	-	15627318	15675012	-0.256	0.402	1	-0.454	0.139	1	-0.199	0.513	1
ENSG00000130234	ACE2	chrX	-	15494566	15607236	-0.153	0.814	1	0.12	0.854	1	-0.28	0.668	1
ENSG00000087842	PIR	chrX	-	15384799	15493564	-0.146	0.575	1	0.103	0.692	1	-0.0378	0.884	1
ENSG00000046647	GEMIN8	chrX	-	14006726	14029893	-0.0509	0.694	1	0.09	0.486	1	0.0311	0.809	1
ENSG00000289449		chrX	+	13773311	13773935	-0.405	0.64	1	-0.725	0.411	1	-0.036	0.966	1
ENSG00000123595	RAB9A	chrX	+	13689128	13710504	0.0553	0.779	1	-0.0255	0.897	1	0.00436	0.982	1
ENSG00000176896	TCEANC	chrX	+	13653112	13681964	-0.417	0.0827	1	-0.238	0.323	1	-0.327	0.173	1
ENSG00000233338	TLR8-AS1	chrX	-	12902817	12908333	2.26	0.529		0.0432	0.991		0.788	0.83	
ENSG00000101911	PRPS2	chrX	+	12791355	12824222	-0.00302	0.983	1	0.0409	0.773	1	-0.00524	0.971	1
ENSG00000047648	ARHGAP6	chrX	-	11117651	11665920	-0.267	0.716	1	-0.532	0.474	1	-0.232	0.752	1
ENSG00000101871	MID1	chrX	-	10445310	10833654	-0.1	0.461	1	-0.135	0.322	1	-0.118	0.384	1
ENSG00000101850	GPR143	chrX	-	9725346	9786297	0.266	0.271	1	0.33	0.173	1	0.471	0.0509	1
ENSG00000101849	TBL1X	chrX	+	9463320	9741037	-0.0205	0.871	1	-0.0343	0.786	1	-0.0505	0.689	1
ENSG00000101846	STS	chrX	+	7147237	7804358	-0.17	0.606	1	-0.351	0.291	1	-0.425	0.199	1
ENSG00000006756	ARSD	chrX	-	2903972	2929349	-0.0268	0.898	1	-0.0262	0.901	1	-0.136	0.516	1
ENSG00000169084	DHRSX	chrX	-	2219506	2502805	0.276	0.0398	1	0.319	0.0177	1	0.3	0.0253	1
ENSG00000197976	AKAP17A	chrX	+	1591604	1602520	-0.0638	0.607	1	0.0292	0.815	1	0.038	0.759	1
ENSG00000182162	P2RY8	chrX	-	1462581	1537185	1.16	0.231	1	0.949	0.331	1	0.307	0.755	1
ENSG00000205755	CRLF2	chrX	-	1190490	1212723	3.59	0.336		3.56	0.342		-0.174	0.964	
ENSG00000182378	PLCXD1	chrX	+	276322	303356	0.0896	0.467	1	0.1	0.415	1	0.196	0.111	1
ENSG00000198695	MT-ND6	chrM	-	14149	14673	-0.337	0.388	1	0.206	0.598	1	-0.28	0.473	1
ENSG00000198938	MT-CO3	chrM	+	9207	9990	0.0303	0.93	1	0.12	0.727	1	0.0705	0.837	1
ENSG00000228253	MT-ATP8	chrM	+	8366	8572	-0.621	0.188	1	-0.313	0.507	1	-0.425	0.368	1
ENSG00000198804	MT-CO1	chrM	+	5904	7445	0.0627	0.805	1	-0.073	0.774	1	0.0218	0.932	1
ENSG00000198763	MT-ND2	chrM	+	4470	5511	0.0423	0.917	1	-0.0732	0.858	1	-0.0689	0.866	1
ENSG00000290585		chr9	+	138217068	138252994	-0.308	0.557	1	-0.0981	0.851	1	0.277	0.596	1
ENSG00000290588		chr9	+	138150075	138177433	0.00164	0.997	1	-0.391	0.427	1	0.425	0.375	1
ENSG00000148408	CACNA1B	chr9	+	137877782	138124624	0.012	0.963	1	-0.211	0.411	1	0.133	0.605	1
ENSG00000165724	ZMYND19	chr9	-	137582081	137590512	0.299	0.0894	1	0.377	0.0325	1	0.205	0.245	1
ENSG00000148399	DPH7	chr9	-	137554444	137578925	0.0354	0.792	1	0.0838	0.533	1	0.0728	0.587	1
ENSG00000165802	NSMF	chr9	-	137447570	137459334	0.232	0.0647	1	0.252	0.0447	1	0.206	0.1	1
ENSG00000188833	ENTPD8	chr9	-	137434364	137441816	0.472	0.598	1	1.01	0.255	1	1.23	0.165	1
ENSG00000187609	EXD3	chr9	-	137306896	137423211	0.173	0.538	1	0.388	0.166	1	0.459	0.101	1
ENSG00000188986	NELFB	chr9	+	137255327	137273542	0.288	0.19	1	0.455	0.0386	1	0.305	0.165	1
ENSG00000188163	FAM166A	chr9	-	137243584	137247770	0.78	0.609	1	-0.349	0.825	1	1.16	0.444	1
ENSG00000198569	SLC34A3	chr9	+	137230757	137236555	2.31	0.484	1	1.96	0.557		2.9	0.373	
ENSG00000050030	NEXMIF	chrX	-	74732856	74925472	-0.0752	0.839	1	-0.18	0.629	1	-0.223	0.547	1
ENSG00000212864	RNF208	chr9	-	137220247	137222240	0.438	0.346	1	0.492	0.291	1	0.974	0.0342	1
ENSG00000284976		chr9	+	137217494	137219361	1.47	0.725	1	0.857	0.838		0.196	0.963	1
ENSG00000188566	NDOR1	chr9	+	137205685	137219361	0.182	0.397	1	0.298	0.165	1	0.366	0.0882	1
ENSG00000187713	TMEM203	chr9	-	137204082	137205648	-0.061	0.76	1	0.0867	0.664	1	-0.0397	0.842	1
ENSG00000177239	MAN1B1	chr9	+	137086857	137109189	0.0333	0.803	1	0.133	0.318	1	0.0881	0.509	1
ENSG00000197355	UAP1L1	chr9	+	137077517	137084539	0.245	0.683	1	-0.0515	0.932	1	0.635	0.288	1
ENSG00000231864		chr9	+	137063535	137064581	-2.58	0.617		-1.44	0.78		-2.62	0.612	
ENSG00000186193	SAPCD2	chr9	-	137062127	137070557	0.31	0.22	1	0.425	0.0927	1	0.0815	0.747	1
ENSG00000180539	LINC02908	chr9	+	137027464	137037957	0.174	0.906	1	-0.323	0.83	1	0.0486	0.974	1
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	-1.73	0.28	1	-0.4	0.794	1	0.259	0.863	1
ENSG00000184925	LCN12	chr9	+	136949551	136955497	-0.523	0.478	1	0.0293	0.968	1	-0.12	0.87	1
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	0.197	0.219	1	0.323	0.0439	1	0.16	0.318	1
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	0.496	0.116	1	0.669	0.034	1	0.542	0.0858	1
ENSG00000232434	AJM1	chr9	+	136842478	136848801	0.439	0.444	1	0.459	0.426	1	0.51	0.373	1
ENSG00000196642	RABL6	chr9	+	136807943	136841187	0.237	0.0749	1	0.326	0.0142	1	0.191	0.152	1
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	0.115	0.664	1	0.118	0.658	1	0.21	0.428	1
ENSG00000177984	LCN15	chr9	-	136759634	136766255	-1.09	0.67	1	-1.48	0.571	1	-1.72	0.512	1
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	0.28	0.203	1	0.317	0.15	1	0.301	0.171	1
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	0.0709	0.718	1	0.293	0.134	1	0.314	0.109	1
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	-0.207	0.755	1	0.33	0.616	1	-0.0312	0.962	1
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	-0.121	0.362	1	-0.0119	0.929	1	0.108	0.419	1
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	0.0757	0.655	1	0.131	0.438	1	0.0371	0.827	1
ENSG00000187796	CARD9	chr9	-	136363956	136373681	0.61	0.396	1	0.657	0.361	1	1.02	0.15	1
ENSG00000262075		chr9	-	136322303	136327323	-2.46	0.288	1	-2.89	0.227	1	-2.61	0.262	
ENSG00000260220	CCDC187	chr9	-	136249973	136306901	0.162	0.913	1	1.04	0.471	1	-0.00138	0.999	1
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	0.0541	0.656	1	0.105	0.387	1	0.0672	0.58	1
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	0.24	0.269	1	0.355	0.103	1	0.217	0.318	1
ENSG00000107147	KCNT1	chr9	+	135702185	135795508	0.463	0.779	1	0.913	0.577	1	0.625	0.703	1
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	0.203	0.243	1	0.248	0.153	1	0.162	0.352	1
ENSG00000196363	WDR5	chr9	+	134135365	134159968	0.0565	0.744	1	0.108	0.532	1	-0.0179	0.918	1
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.00757	0.958	1	0.0966	0.498	1	0.0962	0.499	1
ENSG00000123453	SARDH	chr9	-	133663560	133739955	-0.145	0.5	1	0.113	0.598	1	0.222	0.298	1
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	0.188	0.61	1	0.565	0.124	1	0.505	0.168	1
ENSG00000123454	DBH	chr9	+	133636363	133659329	0.825	0.791		1.01	0.747		2.9	0.327	1
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	-0.313	0.491	1	0.695	0.117	1	0.534	0.229	1
ENSG00000148300	REXO4	chr9	-	133406059	133418096	0.0474	0.764	1	0.0649	0.681	1	-0.0565	0.721	1
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	-0.934	0.275	1	-1.2	0.17	1	-0.636	0.452	1
ENSG00000148248	SURF4	chr9	-	133361450	133376166	0.119	0.35	1	0.0939	0.463	1	0.0153	0.905	1
ENSG00000148362	PAXX	chr9	+	136992422	136993984	0.32	0.323	1	0.539	0.0966	1	0.311	0.338	1
ENSG00000175164	ABO	chr9	-	133233278	133276024	-0.156	0.838	1	-0.228	0.766	1	0.313	0.678	1
ENSG00000290769		chr9	+	133079900	133087355	-1.62	0.461	1	0.813	0.678	1	1.92	0.311	1
ENSG00000288989		chr9	-	133028145	133030474	0.435	0.78	1	-0.547	0.74	1	0.627	0.686	1
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	4.42	0.0538	1	4.72	0.0395	1	4.36	0.0573	1
ENSG00000224992		chr9	-	132768965	132770212	1.48	0.457	1	1.46	0.464	1	1.25	0.531	1
ENSG00000165695	AK8	chr9	-	132725578	132878777	-0.379	0.497	1	-0.624	0.269	1	-0.397	0.476	1
ENSG00000125485	DDX31	chr9	-	132592997	132670401	0.111	0.412	1	0.119	0.382	1	0.0594	0.661	1
ENSG00000125492	BARHL1	chr9	+	132582606	132590252	0.898	0.14	1	0.825	0.177	1	-0.134	0.828	1
ENSG00000188523	CFAP77	chr9	+	132410043	132573319	0.0388	0.936	1	0.505	0.294	1	0.122	0.802	1
ENSG00000107290	SETX	chr9	-	132261356	132354986	-0.197	0.292	1	-0.236	0.207	1	-0.166	0.376	1
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	0.325	0.213	1	0.485	0.0637	1	0.318	0.224	1
ENSG00000230289		chr9	-	131516558	131522229	3.36	0.278		1.92	0.551		3.73	0.227	
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	0.364	0.232	1	0.619	0.0418	1	0.408	0.179	1
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.356	0.165	1	0.402	0.117	1	0.599	0.019	1
ENSG00000126883	NUP214	chr9	+	131125573	131234663	-0.127	0.398	1	-0.0901	0.549	1	-0.0492	0.744	1
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	0.397	0.37	1	0.329	0.459	1	0.802	0.0684	1
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	0.198	0.488	1	0.389	0.173	1	0.163	0.568	1
ENSG00000130707	ASS1	chr9	+	130444961	130501274	-0.0619	0.72	1	-0.0742	0.668	1	0.046	0.79	1
ENSG00000107130	NCS1	chr9	+	130172404	130237303	0.13	0.464	1	0.294	0.0971	1	0.096	0.588	1
ENSG00000289226		chr9	-	130053392	130053879	2	0.109	1	2.32	0.0615	1	2.27	0.0673	1
ENSG00000136878	USP20	chr9	+	129834698	129881828	0.0866	0.506	1	0.13	0.319	1	0.146	0.262	1
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	0.591	0.343	1	1.37	0.027	1	1.05	0.0904	1
ENSG00000179058	C9orf50	chr9	-	129612225	129621101	3.87	0.195	1	2.45	0.424		4.12	0.167	
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	0.21	0.342	1	0.242	0.274	1	0.187	0.398	1
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	0.154	0.653	1	0.121	0.726	1	-0.208	0.549	1
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	0.285	0.56	1	0.871	0.0714	1	0.522	0.281	1
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	-0.777	0.527	1	-0.402	0.742	1	-0.781	0.524	1
ENSG00000119383	PTPA	chr9	+	129110950	129148946	0.0893	0.612	1	0.246	0.162	1	0.0426	0.809	1
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	0.219	0.103	1	0.177	0.19	1	0.0548	0.684	1
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	0.207	0.24	1	0.231	0.192	1	0.239	0.175	1
ENSG00000267834		chr9	-	129004502	129004998	0.592	0.773	1	1.95	0.327	1	2.28	0.25	1
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	0.138	0.468	1	0.191	0.317	1	0.156	0.413	1
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.0881	0.848	1	0.622	0.175	1	0.194	0.673	1
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	0.12	0.521	1	0.146	0.436	1	0.0903	0.63	1
ENSG00000160445	ZER1	chr9	-	128729786	128772414	0.0332	0.799	1	0.0736	0.573	1	0.159	0.222	1
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.303	0.471	1	0.293	0.489	1	0.0118	0.978	1
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.286	0.301	1	0.337	0.223	1	0.271	0.327	1
ENSG00000160447	PKN3	chr9	+	128702503	128720916	0.338	0.0988	1	0.487	0.0175	1	0.32	0.118	1
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	1.76	0.573		0.0433	0.989		2.9	0.34	
ENSG00000280474		chr9	+	128595893	128596633	0	1		0	1		1.55	0.827	
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	-0.144	0.252	1	-0.109	0.385	1	-0.00994	0.937	1
ENSG00000119392	GLE1	chr9	+	128504655	128543874	-0.156	0.112	1	-0.0724	0.462	1	-0.176	0.0737	1
ENSG00000136811	ODF2	chr9	+	128455186	128501292	0.152	0.61	1	0.411	0.167	1	-0.0739	0.804	1
ENSG00000273186		chr9	+	128431598	128432006	1.18	0.684	1	-1.44	0.641		-2.62	0.397	
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.113	0.553	1	0.342	0.0726	1	0.145	0.445	1
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	0.296	0.264	1	0.384	0.148	1	0.11	0.679	1
ENSG00000167113	COQ4	chr9	+	128322544	128334072	-0.0191	0.901	1	0.11	0.47	1	-0.0939	0.539	1
ENSG00000272696		chr9	+	128316337	128316909	0.755	0.601	1	1.77	0.213	1	1.58	0.265	1
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.0335	0.835	1	0.164	0.308	1	0.0474	0.768	1
ENSG00000106976	DNM1	chr9	+	128191655	128255248	0.0315	0.846	1	0.176	0.279	1	0.117	0.47	1
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	0.0791	0.647	1	0.179	0.3	1	0.0777	0.652	1
ENSG00000171159	BBLN	chr9	+	128160265	128163924	0.082	0.721	1	0.314	0.172	1	0.167	0.467	1
ENSG00000232850		chr9	+	128128529	128130628	-2.32	0.0332	1	-0.615	0.542	1	-1.02	0.314	1
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	-0.0183	0.928	1	0.0759	0.71	1	0.0987	0.627	1
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	0.243	0.362	1	0.104	0.698	1	0.0614	0.818	1
ENSG00000227218		chr9	+	127934503	127940952	1.76	0.569		1.96	0.526		3.81	0.197	
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	0.149	0.55	1	-0.0647	0.796	1	0.111	0.654	1
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	0.274	0.428	1	0.265	0.443	1	0.249	0.47	1
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	0.201	0.102	1	0.285	0.0205	1	0.156	0.206	1
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	0.339	0.134	1	0.415	0.0672	1	0.28	0.217	1
ENSG00000225032		chr9	+	127816066	127822520	-0.348	0.443	1	-0.251	0.58	1	-0.0169	0.97	1
ENSG00000106991	ENG	chr9	-	127815013	127854658	0.866	0.24	1	1.26	0.0863	1	1.15	0.115	1
ENSG00000136807	CDK9	chr9	+	127785679	127790792	0.157	0.2	1	0.107	0.387	1	0.243	0.0477	1
ENSG00000286196		chr9	+	127754534	127760560	-0.747	0.868	1	-1.44	0.751	1	-1.65	0.715	1
ENSG00000167094	TTC16	chr9	+	127716079	127731590	3.07	0.314	1	2.45	0.428		3.36	0.268	
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	-0.233	0.178	1	-0.25	0.151	1	0.00439	0.98	1
ENSG00000197958	RPL12	chr9	-	127447674	127451406	0.0557	0.75	1	-0.0135	0.939	1	0.025	0.887	1
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	-0.025	0.876	1	-0.12	0.452	1	-0.133	0.406	1
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	-0.118	0.466	1	-0.0956	0.554	1	-0.0124	0.939	1
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	-0.0156	0.924	1	-0.136	0.41	1	-0.033	0.841	1
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	0.312	0.213	1	0.426	0.0895	1	0.289	0.248	1
ENSG00000224842	LMX1B-DT	chr9	-	126589594	126613700	-0.837	0.435	1	-1.88	0.101	1	-2.37	0.0431	1
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	-0.022	0.831	1	-0.00227	0.982	1	-0.0905	0.38	1
ENSG00000287782		chr9	+	125426169	125438509	-0.568	0.834	1	-1.26	0.645		-0.793	0.77	1
ENSG00000289285		chr9	-	124868229	124869079	-0.102	0.839	1	-0.383	0.453	1	-0.444	0.382	1
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	0.0804	0.582	1	0.163	0.267	1	0.0893	0.541	1
ENSG00000288642	CDR1	chrX	-	140783578	140784366	-0.137	0.975		0.0432	0.992		-0.174	0.968	
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	0.0382	0.812	1	0.161	0.317	1	0.0441	0.784	1
ENSG00000119522	DENND1A	chr9	-	123379654	123930152	0.0793	0.746	1	0.118	0.629	1	0.259	0.29	1
ENSG00000188394	GPR21	chr9	+	123033667	123035665	0.411	0.703	1	0.329	0.763	1	0.706	0.507	1
ENSG00000011454	RABGAP1	chr9	+	122940833	123104866	-0.0944	0.5	1	-0.138	0.324	1	-0.0726	0.604	1
ENSG00000171448	ZBTB26	chr9	-	122915566	122931512	-0.055	0.749	1	-0.158	0.361	1	-0.0876	0.611	1
ENSG00000186130	ZBTB6	chr9	-	122908056	122913323	-0.093	0.621	1	-0.183	0.332	1	-0.0965	0.608	1
ENSG00000136940	PDCL	chr9	-	122798389	122828588	0.0261	0.877	1	-0.0425	0.802	1	-0.0559	0.741	1
ENSG00000095303	PTGS1	chr9	+	122370530	122395703	-0.191	0.438	1	-0.221	0.372	1	-0.166	0.499	1
ENSG00000119446	RBM18	chr9	-	122237622	122264840	0.0168	0.916	1	-0.0735	0.643	1	-0.014	0.929	1
ENSG00000106852	LHX6	chr9	-	122202577	122229626	-0.437	0.569	1	-0.302	0.694	1	-0.387	0.613	1
ENSG00000175764	TTLL11	chr9	-	121815674	122093606	-0.408	0.446	1	-0.407	0.449	1	-0.707	0.191	1
