gene_ID	hgnc_symbol	chr	strand	start	end	FEZF2_CE_log2FoldChange	FEZF2_CE_pvalue	FEZF2_CE_padj	FEZF2_KO_log2FoldChange	FEZF2_KO_pvalue	FEZF2_KO_padj	FEZF2_PTC_log2FoldChange	FEZF2_PTC_pvalue	FEZF2_PTC_padj
ENSG00000187682	ERAS	chrX	+	48826513	48830138	0	1		0	1		2.86	0.453	
ENSG00000094631	HDAC6	chrX	+	48801377	48824982	0.0452	0.781	0.914	-0.0627	0.701	1	-0.0142	0.931	1
ENSG00000015285	WAS	chrX	+	48676596	48691431	-0.432	0.406		-0.278	0.593	1	-0.00554	0.991	1
ENSG00000102317	RBM3	chrX	+	48574449	48581162	-0.0608	0.696	0.88	-0.125	0.424	1	-0.164	0.294	1
ENSG00000147155	EBP	chrX	+	48521799	48528716	0.313	0.0607	0.359	-0.0304	0.856	1	0.209	0.213	1
ENSG00000102312	PORCN	chrX	+	48508959	48520814	-0.262	0.217		-0.0938	0.658	1	0.0324	0.878	1
ENSG00000268009	SSX4	chrX	+	48383516	48393347	2.7	0.505		-0.169	0.968		0.878	0.833	
ENSG00000287757		chrX	+	48071223	48078721	1.26	0.33		1.31	0.312	1	0.861	0.51	1
ENSG00000197779	ZNF81	chrX	+	47836902	48002561	-0.249	0.278	0.613	-0.0535	0.816	1	-0.19	0.407	1
ENSG00000267064	UXT-AS1	chrX	+	47658833	47692326	-0.867	0.195		-0.698	0.294	1	-0.346	0.599	1
ENSG00000126756	UXT	chrX	-	47651796	47659180	0.286	0.151	0.478	0.104	0.601	1	-0.0162	0.935	1
ENSG00000078061	ARAF	chrX	+	47561205	47571908	0.178	0.228	0.563	0.0805	0.587	1	0.205	0.166	1
ENSG00000289890		chrX	-	47555936	47561382	-0.099	0.926		0.113	0.915	1	0.324	0.759	1
ENSG00000196741	LINC01560	chrX	+	47483571	47484823	-0.741	0.0185		-0.113	0.714	1	-0.49	0.117	1
ENSG00000147124	ZNF41	chrX	-	47445178	47483222	-0.298	0.154		-0.13	0.533	1	-0.227	0.278	1
ENSG00000102226	USP11	chrX	+	47232866	47248328	0.0714	0.567	0.809	-0.0177	0.887	1	-0.0378	0.762	1
ENSG00000147123	NDUFB11	chrX	-	47142071	47145466	0.402	0.0685	0.378	0.106	0.63	1	0.248	0.262	1
ENSG00000130988	RGN	chrX	+	47078355	47093314	-0.15	0.796		0.387	0.497	1	0.231	0.688	1
ENSG00000102221	JADE3	chrX	+	46912276	47061242	-0.0821	0.532	0.79	-0.0601	0.647	1	-0.137	0.296	1
ENSG00000204904	LINC01545	chrX	-	46887417	46899703	0.134	0.865		-1.08	0.195	1	0.543	0.49	1
ENSG00000065923	SLC9A7	chrX	-	46599251	46759118	-0.129	0.58	0.816	-0.0842	0.718	1	-0.133	0.568	1
ENSG00000251192	ZNF674	chrX	-	46497725	46545457	-0.0718	0.739		0.0781	0.717	1	0.00693	0.974	1
ENSG00000270069	MIR222HG	chrX	-	45745210	45770274	-0.0975	0.659		-0.0544	0.805	1	-0.247	0.266	1
ENSG00000188937	NYX	chrX	+	41447343	41475710	2.31	0.535		1.89	0.615		2.79	0.451	
ENSG00000126950	TMEM35A	chrX	+	101078879	101096367	0.059	0.731	0.894	-0.0926	0.59	1	-0.167	0.333	1
ENSG00000223486	LINC03053	chrX	+	40009276	40012182	-0.125	0.821		-0.224	0.685	1	-0.445	0.423	1
ENSG00000238123	MID1IP1-AS1	chrX	-	38801568	38803883	0.778	0.856		0.793	0.853		0.879	0.837	
ENSG00000156313	RPGR	chrX	-	38269163	38327544	-0.0813	0.615	0.836	-0.0635	0.694	1	-0.139	0.39	1
ENSG00000165168	CYBB	chrX	+	37780018	37813461	1.04	0.387		0.56	0.645	1	-0.304	0.809	1
ENSG00000147036	LANCL3	chrX	+	37571569	37684463	2.13	0.248		2.29	0.214	1	1.17	0.536	1
ENSG00000130962	PRRG1	chrX	+	37349309	37457292	-0.322	0.301		0.0692	0.823	1	-0.000462	0.999	1
ENSG00000174016	TENT5D	chrX	+	80335504	80445311	-0.633	0.656		-0.804	0.574	1	-1.01	0.483	1
ENSG00000165164	CFAP47	chrX	+	35919734	36385317	-0.611	0.414		-0.816	0.279	1	-0.838	0.268	1
ENSG00000233928		chrX	+	33726337	34346527	-1.12	0.153		-0.394	0.602	1	-0.57	0.455	1
ENSG00000198947	DMD	chrX	-	31097677	33339609	-0.301	0.104	0.424	-0.0259	0.889	1	-0.306	0.0984	1
ENSG00000198814	GK	chrX	+	30653359	30731462	0.148	0.496		0.106	0.624	1	-0.0545	0.803	1
ENSG00000237994		chrX	+	28942050	28942568	1.69	0.524		2.16	0.405	1	2.82	0.268	1
ENSG00000004848	ARX	chrX	-	25003694	25016420	4.4	0.0834		0.792	0.775	1	3.15	0.224	1
ENSG00000101868	POLA1	chrX	+	24693873	24996986	0.165	0.287	0.62	-0.00906	0.953	1	-0.0245	0.874	1
ENSG00000289472		chrX	+	24168659	24169609	-0.781	0.334		-0.77	0.341	1	-0.68	0.401	1
ENSG00000174010	KLHL15	chrX	-	23983716	24027186	0.0255	0.897	0.962	0.1	0.61	1	0.0128	0.948	1
ENSG00000165182	CXorf58	chrX	+	23908006	23939509	2.95	0.491		-0.169	0.969		0.878	0.842	
ENSG00000184831	APOO	chrX	-	23833353	23907938	0.0326	0.881		0.00444	0.984	1	0.0238	0.913	1
ENSG00000123130	ACOT9	chrX	-	23701055	23766475	-0.114	0.38	0.693	-0.174	0.18	1	-0.17	0.19	1
ENSG00000123131	PRDX4	chrX	+	23664262	23686397	0.671	0.000126	0.0714	0.265	0.131	1	0.444	0.0114	1
ENSG00000165186	PTCHD1	chrX	+	23334849	23404374	-0.506	0.219		0.173	0.67	1	0.225	0.58	1
ENSG00000102174	PHEX	chrX	+	22032325	22494713	3.49	0.155		2.72	0.277	1	3.39	0.17	1
ENSG00000288832		chrX	-	21652655	21654301	-0.802	0.577		-0.61	0.669	1	-1.7	0.26	1
ENSG00000149970	CNKSR2	chrX	+	21372801	21654695	-0.151	0.5	0.768	-0.165	0.461	1	-0.248	0.267	1
ENSG00000283380		chrX	-	20769718	21374265	-1.79	0.234		-1.11	0.452	1	-3.05	0.0628	1
ENSG00000184368	MAP7D2	chrX	-	20006713	20116907	-0.093	0.707		-0.0391	0.874	1	-0.0817	0.742	1
ENSG00000147010	SH3KBP1	chrX	-	19533977	19887600	0.0256	0.877	0.955	0.167	0.312	1	-0.0696	0.674	1
ENSG00000180815	MAP3K15	chrX	-	19360056	19515508	0.61	0.173		0.668	0.136	1	0.532	0.238	1
ENSG00000173698	ADGRG2	chrX	-	18989307	19122637	-0.339	0.219		-0.0163	0.953	1	-0.252	0.362	1
ENSG00000044446	PHKA2	chrX	-	18892298	18984114	-0.0435	0.707	0.884	0.0488	0.673	1	-0.0939	0.417	1
ENSG00000237836	PHKA2-AS1	chrX	+	18890296	18894974	0.778	0.832		-0.169	0.963		0.879	0.811	
ENSG00000086717	PPEF1	chrX	+	18675909	18827921	-0.319	0.671		0.494	0.504	1	-0.205	0.785	1
ENSG00000008086	CDKL5	chrX	+	18425583	18653629	-0.401	0.04	0.32	0.00802	0.967	1	-0.212	0.277	1
ENSG00000102098	SCML2	chrX	-	18239313	18354688	-0.0794	0.648	0.854	0.0454	0.794	1	-0.0744	0.669	1
ENSG00000225882	LINC01456	chrX	-	17970197	18104644	-0.647	0.417		0.105	0.892	1	-0.129	0.869	1
ENSG00000047634	SCML1	chrX	+	17737449	17754988	0.44	0.339		0.718	0.117	1	0.563	0.221	1
ENSG00000235834		chrX	+	17528435	17587160	-1.22	0.476		0.33	0.834	1	-0.689	0.678	1
ENSG00000169891	REPS2	chrX	+	16946658	17153272	-0.287	0.313		-9.56e-05	1	1	-0.154	0.589	1
ENSG00000126010	GRPR	chrX	+	16123565	16153518	-0.17	0.843		0.143	0.866	1	0.235	0.781	1
ENSG00000182287	AP1S2	chrX	-	15825806	15854931	-0.0844	0.711	0.886	0.205	0.368	1	-0.142	0.534	1
ENSG00000147003	CLTRN	chrX	-	15627318	15675012	-0.276	0.375		-0.0401	0.897	1	-0.343	0.271	1
ENSG00000130234	ACE2	chrX	-	15494566	15607236	0.355	0.615		0.393	0.577	1	0.658	0.348	1
ENSG00000087842	PIR	chrX	-	15384799	15493564	0.483	0.0761		0.201	0.465	1	0.228	0.407	1
ENSG00000046647	GEMIN8	chrX	-	14006726	14029893	0.191	0.159		0.226	0.0943	1	0.144	0.291	1
ENSG00000289449		chrX	+	13773311	13773935	-0.246	0.793		-0.381	0.686	1	-0.391	0.68	1
ENSG00000123595	RAB9A	chrX	+	13689128	13710504	0.176	0.382	0.695	0.0943	0.64	1	0.161	0.424	1
ENSG00000176896	TCEANC	chrX	+	13653112	13681964	-0.0947	0.715		-0.168	0.518	1	-0.124	0.633	1
ENSG00000233338	TLR8-AS1	chrX	-	12902817	12908333	-0.184	0.96		-0.169	0.963		2.85	0.421	
ENSG00000101911	PRPS2	chrX	+	12791355	12824222	-0.00163	0.991	0.997	-0.0571	0.696	1	-0.123	0.402	1
ENSG00000047648	ARHGAP6	chrX	-	11117651	11665920	-0.486	0.513		-0.647	0.387	1	-0.612	0.414	1
ENSG00000101871	MID1	chrX	-	10445310	10833654	-0.251	0.0679	0.377	-0.0646	0.637	1	-0.172	0.21	1
ENSG00000101850	GPR143	chrX	-	9725346	9786297	0.493	0.0429		0.217	0.375	1	0.491	0.0439	1
ENSG00000101849	TBL1X	chrX	+	9463320	9741037	-0.0171	0.892	0.96	-0.00602	0.962	1	0.0144	0.91	1
ENSG00000101846	STS	chrX	+	7147237	7804358	0.0593	0.862		-0.0739	0.829	1	0.11	0.747	1
ENSG00000006756	ARSD	chrX	-	2903972	2929349	0.185	0.396		0.308	0.156	1	0.238	0.274	1
ENSG00000169084	DHRSX	chrX	-	2219506	2502805	0.0419	0.747	0.903	0.0514	0.693	1	0.000918	0.994	1
ENSG00000197976	AKAP17A	chrX	+	1591604	1602520	0.135	0.279	0.613	0.0652	0.602	1	0.212	0.0894	1
ENSG00000182162	P2RY8	chrX	-	1462581	1537185	0.451	0.654		-0.425	0.68	1	-0.241	0.815	1
ENSG00000205755	CRLF2	chrX	-	1190490	1212723	1.65	0.668		-0.169	0.965		0.879	0.821	
ENSG00000182378	PLCXD1	chrX	+	276322	303356	-0.165	0.179	0.509	0.0108	0.93	1	-0.0907	0.461	1
ENSG00000198695	MT-ND6	chrM	-	14149	14673	0.436	0.265	0.601	0.523	0.181	1	0.545	0.163	1
ENSG00000198938	MT-CO3	chrM	+	9207	9990	0.151	0.66	0.858	0.0728	0.832	1	0.207	0.548	1
ENSG00000228253	MT-ATP8	chrM	+	8366	8572	0.206	0.663	0.859	0.116	0.805	1	0.0919	0.845	1
ENSG00000198804	MT-CO1	chrM	+	5904	7445	0.185	0.468	0.747	0.123	0.628	1	0.286	0.261	1
ENSG00000198763	MT-ND2	chrM	+	4470	5511	0.02	0.961	0.987	-0.0461	0.91	1	0.216	0.596	1
ENSG00000290585		chr9	+	138217068	138252994	-1.09	0.0361		-0.00461	0.993	1	-0.465	0.369	1
ENSG00000290588		chr9	+	138150075	138177433	-0.446	0.33		-0.17	0.708	1	-0.425	0.354	1
ENSG00000148408	CACNA1B	chr9	+	137877782	138124624	-0.551	0.031	0.295	-0.111	0.664	1	-0.21	0.412	1
ENSG00000165724	ZMYND19	chr9	-	137582081	137590512	0.305	0.0857	0.396	0.0653	0.714	1	0.297	0.0942	1
ENSG00000148399	DPH7	chr9	-	137554444	137578925	0.212	0.115	0.441	0.0355	0.793	1	0.222	0.0998	1
ENSG00000165802	NSMF	chr9	-	137447570	137459334	0.177	0.156	0.487	0.033	0.792	1	0.189	0.13	1
ENSG00000188833	ENTPD8	chr9	-	137434364	137441816	0.129	0.878		0.0443	0.958	1	-0.193	0.819	1
ENSG00000187609	EXD3	chr9	-	137306896	137423211	-0.0556	0.839		0.157	0.567	1	0.13	0.634	1
ENSG00000188986	NELFB	chr9	+	137255327	137273542	0.3	0.172	0.503	0.0469	0.831	1	0.2	0.362	1
ENSG00000188163	FAM166A	chr9	-	137243584	137247770	-0.713	0.605		-0.291	0.831	1	-0.251	0.854	1
ENSG00000198569	SLC34A3	chr9	+	137230757	137236555	-1.17	0.674		-0.157	0.954	1	-0.398	0.884	1
ENSG00000050030	NEXMIF	chrX	-	74732856	74925472	-0.212	0.568		-0.0565	0.879	1	-0.128	0.73	1
ENSG00000212864	RNF208	chr9	-	137220247	137222240	0.117	0.788		0.192	0.658	1	0.37	0.392	1
ENSG00000284976		chr9	+	137217494	137219361	14.7	0.00158		14.9	0.00139		-15.2	0.00156	
ENSG00000188566	NDOR1	chr9	+	137205685	137219361	0.244	0.255	0.593	0.036	0.867	1	0.267	0.213	1
ENSG00000187713	TMEM203	chr9	-	137204082	137205648	0.255	0.207	0.54	0.067	0.741	1	0.18	0.375	1
ENSG00000177239	MAN1B1	chr9	+	137086857	137109189	0.137	0.306	0.631	0.0639	0.634	1	0.229	0.0872	1
ENSG00000197355	UAP1L1	chr9	+	137077517	137084539	-0.0306	0.959		0.591	0.317	1	1.04	0.0784	1
ENSG00000231864		chr9	+	137063535	137064581	-1.66	0.747		-0.734	0.886	1	-0.152	0.976	1
ENSG00000186193	SAPCD2	chr9	-	137062127	137070557	0.331	0.193	0.526	0.0754	0.767	1	0.0947	0.71	1
ENSG00000180539	LINC02908	chr9	+	137027464	137037957	-0.813	0.536		-0.284	0.827	1	-0.173	0.894	1
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	1.03	0.516		0.602	0.707	1	1.27	0.424	1
ENSG00000184925	LCN12	chr9	+	136949551	136955497	0.19	0.804		0.77	0.309	1	0.694	0.361	1
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	-0.0892	0.574	0.813	0.0132	0.934	1	-0.0216	0.892	1
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	-0.027	0.931		0.145	0.641	1	0.195	0.53	1
ENSG00000232434	AJM1	chr9	+	136842478	136848801	-0.367	0.484		-0.341	0.515	1	-0.446	0.398	1
ENSG00000196642	RABL6	chr9	+	136807943	136841187	0.21	0.115	0.441	0.0194	0.884	1	0.197	0.138	1
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	0.616	0.0204		0.308	0.248	1	0.533	0.0454	1
ENSG00000177984	LCN15	chr9	-	136759634	136766255	-2.63	0.362		-0.227	0.935	1	-0.61	0.828	1
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	0.338	0.124	0.452	0.00188	0.993	1	0.22	0.316	1
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	-0.113	0.562	0.807	-0.0934	0.633	1	0.0249	0.899	1
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	0.161	0.807		0.0434	0.947	1	-0.0204	0.975	1
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	-0.311	0.0192	0.251	-0.148	0.265	1	-0.151	0.256	1
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	0.0361	0.832	0.939	-0.134	0.43	1	0.157	0.355	1
ENSG00000187796	CARD9	chr9	-	136363956	136373681	-0.159	0.821		-0.00611	0.993	1	-0.344	0.628	1
ENSG00000262075		chr9	-	136322303	136327323	-2.19	0.348		-0.885	0.694	1	-1.28	0.572	1
ENSG00000260220	CCDC187	chr9	-	136249973	136306901	-2.92	0.0403		-1.39	0.285	1	-2.02	0.133	1
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	-0.016	0.896	0.961	0.0134	0.913	1	0.0443	0.717	1
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	0.488	0.0256	0.275	0.102	0.64	1	0.269	0.219	1
ENSG00000107147	KCNT1	chr9	+	135702185	135795508	0.569	0.729		0.143	0.932	1	0.537	0.745	1
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	0.127	0.463	0.744	0.0529	0.76	1	0.231	0.182	1
ENSG00000196363	WDR5	chr9	+	134135365	134159968	0.196	0.26	0.596	-0.00247	0.989	1	0.0578	0.739	1
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.112	0.431	0.724	0.111	0.437	1	0.145	0.31	1
ENSG00000123453	SARDH	chr9	-	133663560	133739955	0.0319	0.88		-0.0472	0.824	1	0.0235	0.912	1
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	-0.457	0.198		-0.399	0.26	1	-0.268	0.448	1
ENSG00000123454	DBH	chr9	+	133636363	133659329	1.37	0.588		1.46	0.566	1	0.358	0.89	1
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	0.435	0.339		0.414	0.362	1	0.635	0.161	1
ENSG00000148300	REXO4	chr9	-	133406059	133418096	0.0737	0.641	0.85	-0.0299	0.85	1	0.0479	0.762	1
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	-1.24	0.143		-1.11	0.186	1	-1.26	0.137	1
ENSG00000148248	SURF4	chr9	-	133361450	133376166	0.276	0.031	0.295	0.0946	0.46	1	0.18	0.161	1
ENSG00000148362	PAXX	chr9	+	136992422	136993984	0.714	0.0304		0.166	0.617	1	0.573	0.0827	1
ENSG00000175164	ABO	chr9	-	133233278	133276024	-0.0929	0.908		1.01	0.198	1	0.799	0.31	1
ENSG00000290769		chr9	+	133079900	133087355	4.26	0.0741		2.57	0.296	1	4.6	0.0531	1
ENSG00000288989		chr9	-	133028145	133030474	5.04	0.0304		5.02	0.0311	1	4.98	0.0328	1
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	-1.07	0.401		-0.436	0.724	1	-1.99	0.147	1
ENSG00000224992		chr9	-	132768965	132770212	1.38	0.49		1.55	0.434	1	2.07	0.295	1
ENSG00000165695	AK8	chr9	-	132725578	132878777	0.969	0.11		0.56	0.359	1	0.771	0.206	1
ENSG00000125485	DDX31	chr9	-	132592997	132670401	0.19	0.168	0.499	-0.00847	0.951	1	0.134	0.33	1
ENSG00000125492	BARHL1	chr9	+	132582606	132590252	0.498	0.418		0.71	0.248	1	0.408	0.509	1
ENSG00000188523	CFAP77	chr9	+	132410043	132573319	-0.198	0.665		-0.0279	0.951	1	-0.165	0.719	1
ENSG00000107290	SETX	chr9	-	132261356	132354986	-0.163	0.384	0.695	-0.0731	0.696	1	-0.155	0.409	1
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	-0.208	0.404		0.0163	0.948	1	-0.175	0.483	1
ENSG00000230289		chr9	-	131516558	131522229	3.44	0.266		3.94	0.201		3.36	0.278	1
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	0.45	0.13		0.312	0.296	1	0.484	0.104	1
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.0939	0.713		0.272	0.286	1	0.287	0.26	1
ENSG00000126883	NUP214	chr9	+	131125573	131234663	-0.313	0.0372	0.315	-0.16	0.286	1	-0.214	0.154	1
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	-0.654	0.12		-0.357	0.395	1	-0.482	0.252	1
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	0.172	0.546		0.112	0.695	1	0.137	0.632	1
ENSG00000130707	ASS1	chr9	+	130444961	130501274	0.116	0.505	0.771	0.00766	0.965	1	0.0503	0.772	1
ENSG00000107130	NCS1	chr9	+	130172404	130237303	0.221	0.211	0.545	0.0765	0.666	1	0.0791	0.655	1
ENSG00000289226		chr9	-	130053392	130053879	1.63	0.0698		1.26	0.164	1	1.59	0.0786	1
ENSG00000136878	USP20	chr9	+	129834698	129881828	0.0712	0.584	0.819	0.0172	0.895	1	0.0994	0.445	1
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	0.111	0.849		-0.457	0.437	1	0.501	0.387	1
ENSG00000179058	C9orf50	chr9	-	129612225	129621101	-1.8	0.46		-0.562	0.812		0.0614	0.979	1
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	0.119	0.591		-0.0214	0.924	1	0.123	0.581	1
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	0.226	0.521		-0.149	0.677	1	0.369	0.295	1
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-0.177	0.705		0.159	0.731	1	0.148	0.75	1
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	0.143	0.904		-0.0943	0.937	1	0.272	0.818	1
ENSG00000119383	PTPA	chr9	+	129110950	129148946	0.311	0.0765	0.387	0.0807	0.646	1	0.223	0.204	1
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	0.124	0.363	0.679	-0.0021	0.988	1	0.136	0.32	1
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	0.288	0.103	0.424	0.186	0.293	1	0.386	0.0292	1
ENSG00000267834		chr9	-	129004502	129004998	-1.76	0.288		-0.376	0.809	1	-0.313	0.841	1
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	0.147	0.441	0.731	0.0162	0.932	1	0.0416	0.828	1
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.354	0.445		-0.145	0.755	1	0.213	0.646	1
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	0.154	0.411	0.71	0.0802	0.669	1	0.0337	0.857	1
ENSG00000160445	ZER1	chr9	-	128729786	128772414	-0.0995	0.445	0.732	-0.0545	0.675	1	0.0383	0.769	1
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.325	0.461		0.000459	0.999	1	0.326	0.462	1
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.337	0.223		0.042	0.88	1	0.27	0.33	1
ENSG00000160447	PKN3	chr9	+	128702503	128720916	0.191	0.348	0.666	0.0363	0.858	1	0.155	0.446	1
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	3.27	0.278		1.61	0.607		3.57	0.236	1
ENSG00000280474		chr9	+	128595893	128596633	0	1		2.21	0.754		0.879	0.902	
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	-0.208	0.0976	0.416	-0.0468	0.709	1	-0.043	0.732	1
ENSG00000119392	GLE1	chr9	+	128504655	128543874	-0.254	0.0117	0.215	-0.142	0.159	1	-0.162	0.109	1
ENSG00000136811	ODF2	chr9	+	128455186	128501292	0.129	0.664	0.86	-0.137	0.645	1	0.00235	0.994	1
ENSG00000273186		chr9	+	128431598	128432006	2.27	0.492		1.61	0.633	1	0.879	0.796	
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.151	0.428	0.722	-0.0875	0.647	1	0.0706	0.711	1
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	0.195	0.462	0.744	-0.0797	0.764	1	0.0735	0.782	1
ENSG00000167113	COQ4	chr9	+	128322544	128334072	0.187	0.229	0.564	0.0739	0.635	1	0.218	0.162	1
ENSG00000272696		chr9	+	128316337	128316909	1.51	0.288		1.68	0.235	1	1.61	0.255	1
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.242	0.136	0.465	0.0313	0.847	1	0.204	0.209	1
ENSG00000106976	DNM1	chr9	+	128191655	128255248	-0.0626	0.7	0.881	-0.0586	0.718	1	0.00771	0.962	1
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	0.0951	0.58	0.816	0.0125	0.942	1	0.144	0.403	1
ENSG00000171159	BBLN	chr9	+	128160265	128163924	0.378	0.0985	0.416	0.00737	0.974	1	0.317	0.166	1
ENSG00000232850		chr9	+	128128529	128130628	-0.0224	0.984		-0.39	0.725	1	0.204	0.852	1
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	-0.314	0.126		-0.00108	0.996	1	0.00576	0.978	1
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	0.0429	0.873		-0.116	0.668	1	-0.0194	0.943	1
ENSG00000227218		chr9	+	127934503	127940952	0.778	0.805		0	1		0.879	0.78	
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	0.209	0.404		-0.0982	0.697	1	0.171	0.496	1
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	0.014	0.966		-0.164	0.621	1	0.0441	0.894	1
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	0.212	0.0863	0.396	0.0576	0.643	1	0.15	0.227	1
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	0.349	0.123	0.451	-0.101	0.656	1	0.201	0.374	1
ENSG00000225032		chr9	+	127816066	127822520	-0.14	0.764		0.405	0.38	1	0.186	0.689	1
ENSG00000106991	ENG	chr9	-	127815013	127854658	-0.351	0.575		-0.00592	0.992	1	-0.327	0.602	1
ENSG00000136807	CDK9	chr9	+	127785679	127790792	0.0835	0.497	0.766	0.067	0.586	1	0.0313	0.799	1
ENSG00000286196		chr9	+	127754534	127760560	-1.66	0.713		-2.61	0.564		0.0105	0.998	1
ENSG00000167094	TTC16	chr9	+	127716079	127731590	-3.32	0.178		-2.81	0.242		-2.29	0.333	
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	-0.175	0.311	0.635	0.00624	0.971	1	-0.0992	0.566	1
ENSG00000197958	RPL12	chr9	-	127447674	127451406	0.34	0.0521	0.346	0.0197	0.911	1	0.167	0.341	1
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	-0.0111	0.945	0.981	-0.137	0.394	1	-0.021	0.896	1
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	-0.238	0.142	0.471	-0.0859	0.596	1	-0.166	0.305	1
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	-0.0131	0.937	0.979	0.0945	0.568	1	-0.0719	0.664	1
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	-0.128	0.606		-0.0722	0.771	1	0.0519	0.834	1
ENSG00000224842	LMX1B-DT	chr9	-	126589594	126613700	0.355	0.782		1.42	0.256	1	0.75	0.555	1
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	0.107	0.301	0.628	-0.0372	0.719	1	0.0482	0.642	1
ENSG00000287782		chr9	+	125426169	125438509	1.66	0.628		3.36	0.312	1	2.41	0.475	
ENSG00000289285		chr9	-	124868229	124869079	-0.262	0.586		0.0283	0.953	1	-0.365	0.452	1
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	-0.16	0.273	0.609	-0.061	0.676	1	-0.0297	0.839	1
ENSG00000288642	CDR1	chrX	-	140783578	140784366	-0.184	0.966		0.793	0.853		-0.0828	0.985	
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	-0.0454	0.778	0.913	-0.0711	0.659	1	-0.115	0.474	1
ENSG00000119522	DENND1A	chr9	-	123379654	123930152	-0.068	0.779	0.914	0.0306	0.9	1	0.0922	0.704	1
ENSG00000188394	GPR21	chr9	+	123033667	123035665	-1.43	0.0303		-0.314	0.622	1	-0.469	0.464	1
ENSG00000011454	RABGAP1	chr9	+	122940833	123104866	-0.382	0.00644	0.179	-0.133	0.344	1	-0.285	0.0419	1
ENSG00000171448	ZBTB26	chr9	-	122915566	122931512	0.0205	0.907	0.966	0.0569	0.745	1	-0.0739	0.673	1
ENSG00000186130	ZBTB6	chr9	-	122908056	122913323	0.184	0.341	0.66	0.188	0.331	1	0.131	0.499	1
ENSG00000136940	PDCL	chr9	-	122798389	122828588	0.18	0.296	0.625	0.187	0.28	1	0.00447	0.979	1
ENSG00000095303	PTGS1	chr9	+	122370530	122395703	0.0211	0.933		0.139	0.582	1	0.17	0.501	1
ENSG00000119446	RBM18	chr9	-	122237622	122264840	-0.108	0.506	0.772	-0.0801	0.622	1	-0.14	0.39	1
ENSG00000106852	LHX6	chr9	-	122202577	122229626	0.689	0.417		1.2	0.154	1	1	0.237	1
ENSG00000175764	TTLL11	chr9	-	121815674	122093606	-0.101	0.855		0.0256	0.963	1	0.216	0.694	1
ENSG00000204136	GGTA1	chr9	-	121444991	121499844	-3.63	0.315		-0.23	0.947		-1.7	0.633	
ENSG00000186912	P2RY4	chrX	-	70258166	70260204	-0.209	0.786		0.887	0.236	1	0.18	0.813	1
