gene_ID	hgnc_symbol	chr	strand	start	end	MEF2C_CE_log2FoldChange	MEF2C_CE_pvalue	MEF2C_CE_padj	MEF2C_KO_log2FoldChange	MEF2C_KO_pvalue	MEF2C_KO_padj	MEF2C_PTC_log2FoldChange	MEF2C_PTC_pvalue	MEF2C_PTC_padj
ENSG00000286181		chrX	-	49262866	49270521	1.37	0.311	0.723	-0.169	0.91	1	0.242	0.866	1
ENSG00000012211	PRICKLE3	chrX	-	49174802	49186528	-0.327	0.161	0.632	-0.0055	0.981	1	-0.00763	0.973	1
ENSG00000269313	MAGIX	chrX	+	49162564	49168774	0.47	0.252	0.69	0.222	0.588	1	0.00117	0.998	1
ENSG00000243279	PRAF2	chrX	-	49071161	49074002	-0.236	0.322	0.73	0.271	0.245	1	0.0792	0.734	1
ENSG00000068400	GRIPAP1	chrX	-	48973720	49002265	-0.195	0.0892	0.592	-0.142	0.214	1	-0.06	0.598	1
ENSG00000102100	SLC35A2	chrX	-	48903180	48911958	-0.0278	0.812	0.943	0.103	0.369	1	0.0676	0.556	1
ENSG00000187682	ERAS	chrX	+	48826513	48830138	0.917	0.764		1.99	0.498	1	-1.18	0.704	
ENSG00000094631	HDAC6	chrX	+	48801377	48824982	-0.303	0.0771	0.589	-0.0336	0.844	1	5.6e-05	1	1
ENSG00000015285	WAS	chrX	+	48676596	48691431	0.114	0.927	0.989	-0.839	0.535	1	0.427	0.72	1
ENSG00000102317	RBM3	chrX	+	48574449	48581162	-0.118	0.551	0.853	0.167	0.396	1	0.137	0.487	1
ENSG00000147155	EBP	chrX	+	48521799	48528716	0.0486	0.792	0.938	0.199	0.28	1	0.117	0.523	1
ENSG00000102312	PORCN	chrX	+	48508959	48520814	-0.41	0.0738	0.589	0.167	0.456	1	0.147	0.513	1
ENSG00000287757		chrX	+	48071223	48078721	0.0698	0.951	0.993	-2.04	0.153	1	-0.865	0.473	1
ENSG00000197779	ZNF81	chrX	+	47836902	48002561	-0.323	0.0668	0.589	-0.134	0.446	1	-0.0498	0.775	1
ENSG00000267064	UXT-AS1	chrX	+	47658833	47692326	0.122	0.802	0.94	0.0261	0.957	1	-0.237	0.626	1
ENSG00000126756	UXT	chrX	-	47651796	47659180	0.148	0.258	0.696	0.169	0.194	1	0.115	0.376	1
ENSG00000078061	ARAF	chrX	+	47561205	47571908	0.365	0.0317	0.589	0.192	0.257	1	0.0966	0.569	1
ENSG00000289890		chrX	-	47555936	47561382	-1.02	0.399	0.773	-0.714	0.537	1	-0.369	0.743	1
ENSG00000196741	LINC01560	chrX	+	47483571	47484823	-0.315	0.431	0.789	-0.0885	0.817	1	-0.703	0.0813	1
ENSG00000147124	ZNF41	chrX	-	47445178	47483222	-0.376	0.0819	0.591	-0.249	0.246	1	-0.196	0.359	1
ENSG00000102226	USP11	chrX	+	47232866	47248328	0.00143	0.992	0.999	0.149	0.314	1	0.111	0.454	1
ENSG00000147123	NDUFB11	chrX	-	47142071	47145466	0.356	0.0401	0.589	0.242	0.163	1	0.214	0.217	1
ENSG00000130988	RGN	chrX	+	47078355	47093314	-0.582	0.452	0.8	-1.18	0.141	1	-0.46	0.538	1
ENSG00000102221	JADE3	chrX	+	46912276	47061242	0.295	0.144	0.625	-0.0654	0.746	1	-0.0311	0.878	1
ENSG00000204904	LINC01545	chrX	-	46887417	46899703	2.04	0.146	0.626	1.38	0.335	1	2.26	0.1	1
ENSG00000065923	SLC9A7	chrX	-	46599251	46759118	0.0347	0.75	0.925	0.0871	0.423	1	-0.0174	0.873	1
ENSG00000251192	ZNF674	chrX	-	46497725	46545457	-0.412	0.0101	0.589	-0.231	0.141	1	-0.315	0.0449	1
ENSG00000236751	LINC01186	chrX	-	46256759	46327680	-0.381	0.761	0.929	0.0626	0.959	1	0.66	0.579	1
ENSG00000270069	MIR222HG	chrX	-	45745210	45770274	-0.586	0.0484	0.589	-0.105	0.721	1	-0.194	0.511	1
ENSG00000224294	PINCR	chrX	+	43176994	43226598	0.389	0.549	0.853	0.411	0.52	1	-0.0813	0.901	1
ENSG00000287223		chrX	-	42723209	42755892	-0.535	0.576	0.864	0.315	0.717	1	-1.31	0.195	1
ENSG00000188937	NYX	chrX	+	41447343	41475710	-0.872	0.499	0.826	0.822	0.444	1	-1.19	0.355	1
ENSG00000126950	TMEM35A	chrX	+	101078879	101096367	-0.919	0.409	0.778	-0.368	0.715	1	-0.914	0.39	1
ENSG00000223486	LINC03053	chrX	+	40009276	40012182	1.92	0.273	0.701	0.707	0.709	1	2.48	0.14	1
ENSG00000289127		chrX	+	38870767	39019622	0.906	0.689		1.9	0.371	1	1.26	0.562	1
ENSG00000156313	RPGR	chrX	-	38269163	38327544	-0.216	0.281	0.706	-0.02	0.919	1	-0.0421	0.83	1
ENSG00000165168	CYBB	chrX	+	37780018	37813461	0.115	0.971		1.52	0.619	1	-1.18	0.711	
ENSG00000147036	LANCL3	chrX	+	37571569	37684463	-0.56	0.305	0.719	0.368	0.443	1	-0.122	0.807	1
ENSG00000130962	PRRG1	chrX	+	37349309	37457292	-0.0755	0.549	0.853	0.00798	0.949	1	-0.0363	0.772	1
ENSG00000174016	TENT5D	chrX	+	80335504	80445311	0.628	0.582	0.867	-0.526	0.668	1	0.327	0.774	1
ENSG00000165164	CFAP47	chrX	+	35919734	36385317	-0.527	0.597	0.874	0.129	0.893	1	0.604	0.525	1
ENSG00000189023	MAGEB16	chrX	+	35798342	35803772	-0.581	0.488	0.819	-0.274	0.728	1	-1.31	0.141	1
ENSG00000198947	DMD	chrX	-	31097677	33339609	0.0016	0.989	0.998	-0.249	0.0302	1	-0.11	0.333	1
ENSG00000198814	GK	chrX	+	30653359	30731462	0.115	0.784	0.937	0.0925	0.822	1	0.0894	0.827	1
ENSG00000169297	NR0B1	chrX	-	30304206	30309390	-0.469	0.218	0.667	0.0559	0.879	1	-0.115	0.754	1
ENSG00000004848	ARX	chrX	-	25003694	25016420	-0.161	0.93	0.99	0.551	0.753	1	-2.08	0.306	1
ENSG00000101868	POLA1	chrX	+	24693873	24996986	-0.136	0.288	0.709	-0.155	0.222	1	-0.0895	0.48	1
ENSG00000289472		chrX	+	24168659	24169609	-0.81	0.0507	0.589	-0.235	0.547	1	-0.338	0.387	1
ENSG00000174010	KLHL15	chrX	-	23983716	24027186	0.708	0.0551	0.589	-0.175	0.636	1	-0.219	0.553	1
ENSG00000184831	APOO	chrX	-	23833353	23907938	0.41	0.104	0.6	0.184	0.465	1	0.129	0.609	1
ENSG00000123130	ACOT9	chrX	-	23701055	23766475	-0.379	0.251	0.69	0.228	0.49	1	0.0564	0.864	1
ENSG00000123131	PRDX4	chrX	+	23664262	23686397	0.333	0.0258	0.589	0.0932	0.532	1	-0.0482	0.747	1
ENSG00000165186	PTCHD1	chrX	+	23334849	23404374	-0.168	0.366	0.754	-0.298	0.108	1	-0.184	0.318	1
ENSG00000102174	PHEX	chrX	+	22032325	22494713	0.554	0.253	0.691	0.278	0.567	1	0.342	0.477	1
ENSG00000288832		chrX	-	21652655	21654301	-0.0821	0.959	0.993	0.304	0.845	1	-0.879	0.599	1
ENSG00000149970	CNKSR2	chrX	+	21372801	21654695	-0.727	0.0942	0.596	-0.0447	0.918	1	0.0268	0.95	1
ENSG00000184368	MAP7D2	chrX	-	20006713	20116907	0.536	0.133	0.614	0.217	0.544	1	-0.0682	0.849	1
ENSG00000147010	SH3KBP1	chrX	-	19533977	19887600	0.117	0.348	0.743	-0.0407	0.744	1	-0.00691	0.956	1
ENSG00000180815	MAP3K15	chrX	-	19360056	19515508	0.299	0.536	0.845	0.34	0.474	1	0.0259	0.957	1
ENSG00000173698	ADGRG2	chrX	-	18989307	19122637	0.65	0.263	0.698	-0.527	0.369	1	-0.00542	0.993	1
ENSG00000044446	PHKA2	chrX	-	18892298	18984114	0.0054	0.952	0.993	-0.101	0.26	1	-0.0999	0.264	1
ENSG00000237836	PHKA2-AS1	chrX	+	18890296	18894974	-0.0517	0.957	0.993	-1.14	0.29	1	-0.194	0.837	1
ENSG00000086717	PPEF1	chrX	+	18675909	18827921	1.22	0.198	0.656	0.153	0.878	1	0.273	0.781	1
ENSG00000008086	CDKL5	chrX	+	18425583	18653629	0.488	0.171	0.638	-0.223	0.532	1	-0.0155	0.965	1
ENSG00000102098	SCML2	chrX	-	18239313	18354688	0.288	0.0756	0.589	0.124	0.443	1	0.0872	0.587	1
ENSG00000225882	LINC01456	chrX	-	17970197	18104644	1.52	0.299	0.716	1.78	0.214	1	1.66	0.245	1
ENSG00000047634	SCML1	chrX	+	17737449	17754988	-0.0875	0.569	0.861	0.0729	0.626	1	-0.0529	0.724	1
ENSG00000235834		chrX	+	17528435	17587160	-0.259	0.739	0.923	-0.434	0.577	1	0.049	0.949	1
ENSG00000169891	REPS2	chrX	+	16946658	17153272	-0.216	0.419	0.783	0.368	0.16	1	0.145	0.582	1
ENSG00000238178		chrX	-	16152941	16170869	0.36	0.727	0.921	0.621	0.53	1	-0.476	0.662	1
ENSG00000126010	GRPR	chrX	+	16123565	16153518	-0.547	0.473	0.811	0.676	0.322	1	-0.324	0.654	1
ENSG00000182287	AP1S2	chrX	-	15825806	15854931	-0.538	0.188	0.65	0.216	0.597	1	0.0839	0.837	1
ENSG00000147003	CLTRN	chrX	-	15627318	15675012	-0.409	0.326	0.733	0.281	0.478	1	-0.13	0.747	1
ENSG00000130234	ACE2	chrX	-	15494566	15607236	0.0401	0.821	0.947	0.000159	0.999	1	-0.138	0.434	1
ENSG00000087842	PIR	chrX	-	15384799	15493564	0.523	0.183	0.645	0.292	0.458	1	0.284	0.468	1
ENSG00000046647	GEMIN8	chrX	-	14006726	14029893	0.331	0.0555	0.589	-0.409	0.0228	1	-0.198	0.26	1
ENSG00000289449		chrX	+	13773311	13773935	0.0397	0.912	0.984	-0.709	0.0619	1	-0.182	0.611	1
ENSG00000123595	RAB9A	chrX	+	13689128	13710504	0.66	0.0474	0.589	-0.026	0.938	1	0.00538	0.987	1
ENSG00000176896	TCEANC	chrX	+	13653112	13681964	0.54	0.229	0.673	-0.276	0.543	1	-0.161	0.722	1
ENSG00000101916	TLR8	chrX	+	12906620	12923169	0.115	0.972		-0.115	0.972		-0.214	0.948	
ENSG00000196664	TLR7	chrX	+	12867072	12890361	-0.148	0.508	0.83	-0.0968	0.661	1	-0.342	0.125	1
ENSG00000101911	PRPS2	chrX	+	12791355	12824222	0.211	0.144	0.625	0.0737	0.609	1	0.0557	0.699	1
ENSG00000047648	ARHGAP6	chrX	-	11117651	11665920	0.713	0.174	0.64	-0.422	0.445	1	-0.186	0.731	1
ENSG00000101871	MID1	chrX	-	10445310	10833654	-0.372	0.125	0.61	-0.0373	0.877	1	-0.0277	0.909	1
ENSG00000101850	GPR143	chrX	-	9725346	9786297	-0.402	0.376	0.759	0.297	0.507	1	0.239	0.593	1
ENSG00000101849	TBL1X	chrX	+	9463320	9741037	0.171	0.33	0.734	-0.0183	0.917	1	-0.00489	0.978	1
ENSG00000287171		chrX	-	8487165	8504564	0.37	0.759	0.928	-0.149	0.904	1	0.672	0.563	1
ENSG00000101846	STS	chrX	+	7147237	7804358	0.506	0.216	0.666	-0.143	0.726	1	-0.104	0.799	1
ENSG00000006756	ARSD	chrX	-	2903972	2929349	-0.175	0.121	0.609	-0.116	0.299	1	-0.15	0.177	1
ENSG00000169084	DHRSX	chrX	-	2219506	2502805	-0.0699	0.606	0.878	0.151	0.259	1	0.0219	0.869	1
ENSG00000197976	AKAP17A	chrX	+	1591604	1602520	0.533	0.126	0.61	-0.0862	0.804	1	0.0051	0.988	1
ENSG00000182378	PLCXD1	chrX	+	276322	303356	0.707	0.126	0.61	-0.224	0.628	1	0.0527	0.909	1
ENSG00000198695	MT-ND6	chrM	-	14149	14673	-0.238	0.538	0.846	-0.375	0.334	1	0.2	0.606	1
ENSG00000198938	MT-CO3	chrM	+	9207	9990	-0.265	0.0549	0.589	-0.383	0.0055	1	-0.197	0.153	1
ENSG00000228253	MT-ATP8	chrM	+	8366	8572	-0.936	0.00141	0.589	-0.463	0.114	1	-0.269	0.359	1
ENSG00000198804	MT-CO1	chrM	+	5904	7445	-0.286	0.0436	0.589	-0.427	0.0026	1	-0.279	0.0494	1
ENSG00000198763	MT-ND2	chrM	+	4470	5511	-0.532	0.0056	0.589	-0.44	0.0218	1	-0.181	0.344	1
ENSG00000290585		chr9	+	138217068	138252994	-1.73	0.0708	0.589	-1.09	0.251	1	-0.28	0.767	1
ENSG00000290588		chr9	+	138150075	138177433	-0.224	0.724	0.92	-0.088	0.886	1	0.458	0.431	1
ENSG00000148408	CACNA1B	chr9	+	137877782	138124624	-0.916	0.105	0.6	0.0805	0.885	1	-0.0679	0.903	1
ENSG00000165724	ZMYND19	chr9	-	137582081	137590512	0.448	0.017	0.589	0.185	0.326	1	0.146	0.437	1
ENSG00000148399	DPH7	chr9	-	137554444	137578925	-0.104	0.353	0.746	-0.162	0.144	1	-0.097	0.379	1
ENSG00000165802	NSMF	chr9	-	137447570	137459334	-0.263	0.23	0.673	0.0898	0.679	1	0.142	0.513	1
ENSG00000188833	ENTPD8	chr9	-	137434364	137441816	0.403	0.637	0.89	-1.63	0.101	1	-0.367	0.675	1
ENSG00000187609	EXD3	chr9	-	137306896	137423211	0.0854	0.695	0.91	-0.228	0.297	1	-0.207	0.34	1
ENSG00000188986	NELFB	chr9	+	137255327	137273542	0.11	0.442	0.793	0.134	0.345	1	0.12	0.397	1
ENSG00000198569	SLC34A3	chr9	+	137230757	137236555	0	1		2.69	0.234	1	2.89	0.198	
ENSG00000050030	NEXMIF	chrX	-	74732856	74925472	0.18	0.829	0.95	0.173	0.833	1	0.468	0.557	1
ENSG00000212864	RNF208	chr9	-	137220247	137222240	0.616	0.213	0.664	0.696	0.156	1	0.465	0.345	1
ENSG00000188566	NDOR1	chr9	+	137205685	137219361	0.338	0.19	0.65	-0.00775	0.976	1	-0.0659	0.798	1
ENSG00000187713	TMEM203	chr9	-	137204082	137205648	0.271	0.0453	0.589	0.209	0.121	1	0.156	0.245	1
ENSG00000177239	MAN1B1	chr9	+	137086857	137109189	0.145	0.338	0.738	-0.016	0.916	1	-0.0946	0.533	1
ENSG00000197355	UAP1L1	chr9	+	137077517	137084539	0.695	0.0842	0.591	-0.241	0.555	1	0.0468	0.908	1
ENSG00000231864		chr9	+	137063535	137064581	1.1	0.731	0.921	-1.08	0.741		-0.214	0.948	
ENSG00000186193	SAPCD2	chr9	-	137062127	137070557	0.626	0.0756	0.589	-0.0958	0.787	1	0.0154	0.965	1
ENSG00000180539	LINC02908	chr9	+	137027464	137037957	1.18	0.279	0.704	-1.66	0.243	1	-0.226	0.847	1
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	0.603	0.355	0.746	-0.63	0.346	1	-0.00786	0.99	1
ENSG00000198454	LINC02692	chr9	+	136969243	136971990	1.17	0.557	0.856	-1.03	0.639	1	-1.13	0.607	1
ENSG00000184925	LCN12	chr9	+	136949551	136955497	0.151	0.84	0.953	-0.491	0.528	1	-0.96	0.236	1
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	0.101	0.399	0.773	0.132	0.266	1	0.0951	0.421	1
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	-0.04	0.883	0.972	0.0214	0.937	1	-0.123	0.647	1
ENSG00000232434	AJM1	chr9	+	136842478	136848801	0.572	0.0686	0.589	0.207	0.514	1	-0.0559	0.861	1
ENSG00000196642	RABL6	chr9	+	136807943	136841187	0.247	0.043	0.589	0.0743	0.543	1	0.0835	0.493	1
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	0.647	0.00115	0.589	0.25	0.212	1	0.234	0.241	1
ENSG00000177984	LCN15	chr9	-	136759634	136766255	-2.03	0.42	0.783	-1.03	0.668	1	-1.33	0.583	1
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	0.184	0.428	0.787	-0.0228	0.922	1	0.113	0.622	1
ENSG00000279141		chr9	-	136612024	136617181	-0.653	0.65	0.896	-0.51	0.711	1	-0.492	0.718	1
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	0.832	0.0714	0.589	-0.117	0.799	1	-0.0845	0.855	1
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	-0.169	0.802	0.94	-0.586	0.392	1	-0.207	0.754	1
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	0.387	0.0532	0.589	0.0255	0.899	1	0.00374	0.985	1
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	0.225	0.243	0.684	-0.0163	0.933	1	0.0323	0.866	1
ENSG00000187796	CARD9	chr9	-	136363956	136373681	0.144	0.64	0.891	-0.611	0.0541	1	-0.434	0.165	1
ENSG00000262075		chr9	-	136322303	136327323	0.222	0.767	0.932	0.383	0.596	1	-1.09	0.204	1
ENSG00000260220	CCDC187	chr9	-	136249973	136306901	0.114	0.88	0.971	-0.803	0.312	1	-0.592	0.444	1
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	-0.124	0.189	0.65	-0.152	0.102	1	-0.0118	0.897	1
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	0.292	0.0919	0.593	0.26	0.131	1	0.11	0.522	1
ENSG00000107147	KCNT1	chr9	+	135702185	135795508	0.906	0.408	0.777	-0.695	0.553	1	-2.67	0.0667	1
ENSG00000165643	SOHLH1	chr9	-	135693407	135704498	0.0932	0.939	0.993	-2.32	0.126	1	-0.994	0.438	1
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	0.391	0.0325	0.589	0.237	0.196	1	0.183	0.315	1
ENSG00000228877		chr9	+	134527182	134545244	-1.42	0.455	0.801	1.17	0.456	1	1.42	0.361	1
ENSG00000223795		chr9	+	134505472	134521442	-0.49	0.824		0.302	0.884	1	-0.688	0.752	1
ENSG00000196363	WDR5	chr9	+	134135365	134159968	0.256	0.0663	0.589	0.13	0.35	1	0.0998	0.473	1
ENSG00000160293	VAV2	chr9	-	133761894	133992604	-0.278	0.182	0.645	0.124	0.552	1	0.0217	0.917	1
ENSG00000123453	SARDH	chr9	-	133663560	133739955	0.521	0.307	0.721	0.191	0.711	1	0.0714	0.89	1
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	0.665	0.362	0.751	0.406	0.579	1	0.578	0.42	1
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	-1.04	0.0419	0.589	-0.552	0.242	1	-0.662	0.161	1
ENSG00000148300	REXO4	chr9	-	133406059	133418096	0.0474	0.67	0.903	0.0814	0.46	1	0.0803	0.464	1
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	0.148	0.889	0.975	-0.244	0.82	1	-0.297	0.78	1
ENSG00000148248	SURF4	chr9	-	133361450	133376166	0.473	0.0457	0.589	0.0445	0.851	1	-0.0303	0.898	1
ENSG00000148362	PAXX	chr9	+	136992422	136993984	0.626	0.185	0.647	-0.15	0.752	1	0.0673	0.887	1
ENSG00000175164	ABO	chr9	-	133233278	133276024	0.485	0.72	0.918	-1.56	0.332	1	0.768	0.558	1
ENSG00000290769		chr9	+	133079900	133087355	-1.05	0.171	0.639	-0.113	0.87	1	-1.18	0.116	1
ENSG00000288989		chr9	-	133028145	133030474	-0.577	0.631	0.888	-0.525	0.656	1	-0.528	0.652	1
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	0.955	0.606	0.878	1.83	0.279	1	1.67	0.325	1
ENSG00000224992		chr9	-	132768965	132770212	-0.709	0.749		-0.139	0.949	1	0.793	0.695	1
ENSG00000165695	AK8	chr9	-	132725578	132878777	0.251	0.783	0.937	-1.15	0.264	1	-0.746	0.442	1
ENSG00000125485	DDX31	chr9	-	132592997	132670401	0.0319	0.847	0.957	-0.111	0.501	1	-0.0262	0.873	1
ENSG00000188523	CFAP77	chr9	+	132410043	132573319	1.08	0.741		1.62	0.615		1.59	0.62	
ENSG00000107290	SETX	chr9	-	132261356	132354986	-0.219	0.257	0.695	-0.011	0.955	1	-0.0346	0.858	1
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	-0.108	0.951	0.993	-1.47	0.425	1	0.319	0.851	1
ENSG00000230289		chr9	-	131516558	131522229	-0.652	0.483	0.817	-0.456	0.609	1	-0.331	0.705	1
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	1.3	0.201	0.657	0.113	0.915	1	0.555	0.59	1
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.36	0.227	0.672	-0.124	0.678	1	0.00452	0.988	1
ENSG00000126883	NUP214	chr9	+	131125573	131234663	0.0418	0.79	0.938	-0.114	0.467	1	-0.0802	0.609	1
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	-0.262	0.685	0.908	-0.449	0.485	1	-0.223	0.721	1
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	1.19	0.0869	0.592	0.0906	0.897	1	0.151	0.829	1
ENSG00000188710	QRFP	chr9	-	130892707	130896812	-0.777	0.469	0.809	-2.62	0.0545	1	-1.31	0.232	1
ENSG00000130707	ASS1	chr9	+	130444961	130501274	0.177	0.168	0.637	0.0811	0.527	1	0.0307	0.81	1
ENSG00000107130	NCS1	chr9	+	130172404	130237303	-0.444	0.27	0.701	0.277	0.49	1	0.145	0.718	1
ENSG00000289226		chr9	-	130053392	130053879	0.115	0.765	0.931	0.0111	0.977	1	-0.241	0.534	1
ENSG00000136878	USP20	chr9	+	129834698	129881828	0.454	0.0433	0.589	0.0368	0.87	1	0.0654	0.771	1
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	-0.256	0.814	0.944	-0.0715	0.946	1	0.103	0.921	1
ENSG00000179058	C9orf50	chr9	-	129612225	129621101	-1.71	0.495	0.824	-1.94	0.439	1	-0.644	0.786	1
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	0.204	0.226	0.672	0.0786	0.639	1	-0.0534	0.75	1
ENSG00000261334		chr9	-	129480605	129482538	0.605	0.561	0.858	0.488	0.636	1	1.57	0.0987	1
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	0.328	0.0956	0.597	0.0663	0.737	1	-0.15	0.446	1
ENSG00000226355		chr9	+	129438216	129447545	1.06	0.679	0.906	-0.115	0.965		-0.214	0.935	
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	-0.306	0.617	0.882	0.0276	0.962	1	-0.103	0.861	1
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	-0.0805	0.891	0.976	-0.619	0.303	1	-0.721	0.23	1
ENSG00000119383	PTPA	chr9	+	129110950	129148946	0.409	0.0254	0.589	0.227	0.214	1	0.155	0.398	1
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	0.229	0.287	0.709	-0.0825	0.702	1	-0.0816	0.705	1
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	0.0942	0.694	0.91	-0.288	0.229	1	-0.106	0.657	1
ENSG00000267834		chr9	-	129004502	129004998	-0.217	0.749	0.925	-0.447	0.508	1	-0.186	0.779	1
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	-0.221	0.453	0.8	0.304	0.302	1	0.125	0.671	1
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.414	0.119	0.609	0.125	0.639	1	0.274	0.299	1
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	-0.0931	0.579	0.865	0.0399	0.811	1	-0.0342	0.837	1
ENSG00000160445	ZER1	chr9	-	128729786	128772414	0.257	0.0721	0.589	0.229	0.109	1	0.189	0.184	1
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	0.384	0.236	0.677	0.0214	0.948	1	-0.104	0.751	1
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.145	0.373	0.758	0.0877	0.587	1	-0.0851	0.599	1
ENSG00000160447	PKN3	chr9	+	128702503	128720916	0.191	0.217	0.666	0.167	0.275	1	0.153	0.313	1
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	-0.768	0.487	0.819	0.193	0.846	1	-1.34	0.239	1
ENSG00000280474		chr9	+	128595893	128596633	0.0949	0.946	0.993	-0.273	0.847	1	1.22	0.335	1
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	-0.271	0.334	0.736	0.154	0.582	1	-0.00893	0.975	1
ENSG00000119392	GLE1	chr9	+	128504655	128543874	0.166	0.203	0.657	0.0248	0.849	1	0.0565	0.663	1
ENSG00000136811	ODF2	chr9	+	128455186	128501292	0.0154	0.841	0.954	-0.0523	0.49	1	0.00624	0.934	1
ENSG00000273186		chr9	+	128431598	128432006	0.0083	0.987	0.997	-0.252	0.632	1	-0.114	0.826	1
ENSG00000167118	URM1	chr9	+	128371361	128392016	-0.00762	0.942	0.993	0.17	0.0957	1	0.172	0.0915	1
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	0.19	0.29	0.71	-0.0171	0.924	1	0.00346	0.985	1
ENSG00000167113	COQ4	chr9	+	128322544	128334072	-0.28	0.316	0.726	0.0395	0.887	1	0.0137	0.961	1
ENSG00000272696		chr9	+	128316337	128316909	0.616	0.478	0.814	-0.0802	0.928	1	-0.305	0.733	1
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	0.0497	0.642	0.892	0.201	0.0551	1	0.0824	0.432	1
ENSG00000106976	DNM1	chr9	+	128191655	128255248	-0.228	0.454	0.8	-0.058	0.846	1	-0.0233	0.938	1
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	-0.0182	0.88	0.971	0.158	0.188	1	0.103	0.39	1
ENSG00000171159	BBLN	chr9	+	128160265	128163924	0.0361	0.839	0.953	0.364	0.0372	1	0.39	0.025	1
ENSG00000232850		chr9	+	128128529	128130628	-0.139	0.885	0.973	-0.398	0.68	1	-0.592	0.541	1
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	-0.103	0.643	0.893	-0.0298	0.892	1	0.0136	0.95	1
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	0.297	0.17	0.638	0.167	0.438	1	0.0704	0.744	1
ENSG00000227218		chr9	+	127934503	127940952	-0.956	0.446	0.795	0.138	0.897	1	0.479	0.643	1
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	0.417	0.152	0.628	0.274	0.345	1	0.308	0.284	1
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	0.0917	0.792	0.938	0.143	0.676	1	0.192	0.571	1
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	0.131	0.532	0.843	0.0919	0.659	1	0.127	0.541	1
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	0.72	0.0201	0.589	0.15	0.629	1	0.145	0.639	1
ENSG00000225032		chr9	+	127816066	127822520	0.0361	0.95	0.993	0.625	0.255	1	0.479	0.385	1
ENSG00000106991	ENG	chr9	-	127815013	127854658	0.839	0.0068	0.589	0.0215	0.945	1	0.0852	0.784	1
ENSG00000136807	CDK9	chr9	+	127785679	127790792	0.0312	0.784	0.937	0.142	0.208	1	0.0595	0.597	1
ENSG00000167094	TTC16	chr9	+	127716079	127731590	-1.19	0.672	0.904	-3.19	0.266		-2.32	0.418	1
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	0.471	0.125	0.61	0.0663	0.829	1	-0.00777	0.98	1
ENSG00000197958	RPL12	chr9	-	127447674	127451406	0.353	0.0298	0.589	0.201	0.216	1	0.229	0.158	1
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	-0.0149	0.936	0.992	0.232	0.201	1	0.0604	0.74	1
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	-0.0554	0.78	0.937	-0.0838	0.67	1	-0.11	0.577	1
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	0.0839	0.329	0.734	-0.0315	0.714	1	-0.0415	0.628	1
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	-0.856	0.434	0.79	-0.0507	0.96	1	-0.049	0.961	1
