gene_ID	hgnc_symbol	chr	strand	start	end	NCOA3_CE_log2FoldChange	NCOA3_CE_pvalue	NCOA3_CE_padj	NCOA3_KO_log2FoldChange	NCOA3_KO_pvalue	NCOA3_KO_padj	NCOA3_PTC_log2FoldChange	NCOA3_PTC_pvalue	NCOA3_PTC_padj
ENSG00000243279	PRAF2	chrX	-	49071161	49074002	-0.0757	0.775	0.969	0.456	0.0727	0.454	0.00517	0.984	1
ENSG00000068400	GRIPAP1	chrX	-	48973720	49002265	0.0617	0.661	0.947	-0.0148	0.916	0.986	0.0259	0.853	1
ENSG00000102100	SLC35A2	chrX	-	48903180	48911958	-0.125	0.241	0.795	-0.0674	0.524	0.861	0.149	0.155	1
ENSG00000094631	HDAC6	chrX	+	48801377	48824982	0.146	0.132	0.689	0.184	0.0567	0.417	0.11	0.256	1
ENSG00000015285	WAS	chrX	+	48676596	48691431	-2.37	0.106		-1.01	0.405		-2.35	0.105	
ENSG00000102317	RBM3	chrX	+	48574449	48581162	-0.0205	0.847	0.979	-0.114	0.282	0.725	-0.00205	0.984	1
ENSG00000147155	EBP	chrX	+	48521799	48528716	-0.126	0.36	0.863	-0.166	0.225	0.677	-0.0596	0.662	1
ENSG00000102312	PORCN	chrX	+	48508959	48520814	-0.0195	0.966	0.997	0.561	0.2	0.653	0.464	0.293	1
ENSG00000287757		chrX	+	48071223	48078721	-1.16	0.671		1.77	0.486		1.95	0.442	
ENSG00000197779	ZNF81	chrX	+	47836902	48002561	0.171	0.406	0.88	-0.351	0.0912	0.5	0.00716	0.972	1
ENSG00000267064	UXT-AS1	chrX	+	47658833	47692326	-0.702	0.0838	0.607	-0.029	0.939		-0.51	0.201	1
ENSG00000126756	UXT	chrX	-	47651796	47659180	-0.0621	0.665	0.948	0.0558	0.695	0.93	-0.0715	0.617	1
ENSG00000078061	ARAF	chrX	+	47561205	47571908	-0.0627	0.619	0.941	-0.0266	0.831	0.967	0.104	0.405	1
ENSG00000289890		chrX	-	47555936	47561382	0.626	0.588		-0.345	0.785		-0.415	0.743	
ENSG00000196741	LINC01560	chrX	+	47483571	47484823	0.416	0.432		-0.135	0.81		0.0569	0.917	1
ENSG00000147124	ZNF41	chrX	-	47445178	47483222	-0.0499	0.802	0.972	0.0774	0.695	0.93	0.153	0.437	1
ENSG00000102226	USP11	chrX	+	47232866	47248328	0.0127	0.901	0.986	0.0176	0.862	0.974	0.0631	0.534	1
ENSG00000147123	NDUFB11	chrX	-	47142071	47145466	-0.144	0.174	0.739	-0.11	0.295	0.736	0.0573	0.585	1
ENSG00000130988	RGN	chrX	+	47078355	47093314	0.307	0.622		-0.0054	0.993		-0.0107	0.987	1
ENSG00000102221	JADE3	chrX	+	46912276	47061242	0.0101	0.91	0.987	0.0439	0.62	0.9	-0.0274	0.757	1
ENSG00000204904	LINC01545	chrX	-	46887417	46899703	-1.54	0.204		-1.46	0.222		-1.93	0.131	1
ENSG00000065923	SLC9A7	chrX	-	46599251	46759118	-0.0442	0.577	0.93	-0.107	0.175	0.626	-0.0697	0.377	1
ENSG00000251192	ZNF674	chrX	-	46497725	46545457	0.0735	0.74	0.961	0.403	0.0636	0.434	-0.0124	0.955	1
ENSG00000236751	LINC01186	chrX	-	46256759	46327680	-0.199	0.865		0.996	0.35		-0.144	0.902	
ENSG00000270069	MIR222HG	chrX	-	45745210	45770274	0.396	0.109	0.657	-0.0364	0.885	0.977	0.0317	0.899	1
ENSG00000224294	PINCR	chrX	+	43176994	43226598	-0.982	0.166		-0.697	0.313		-0.75	0.279	1
ENSG00000287223		chrX	-	42723209	42755892	-1.09	0.53		-1.04	0.546		-1.94	0.286	
ENSG00000188937	NYX	chrX	+	41447343	41475710	1.7	0.0291		1.15	0.145		0.975	0.224	1
ENSG00000126950	TMEM35A	chrX	+	101078879	101096367	-0.256	0.848		-0.743	0.593		-0.288	0.828	
ENSG00000223486	LINC03053	chrX	+	40009276	40012182	-1.12	0.375		0.841	0.415		-0.307	0.787	1
ENSG00000289127		chrX	+	38870767	39019622	-1.76	0.553		1.43	0.604		-1.51	0.608	
ENSG00000156313	RPGR	chrX	-	38269163	38327544	0.105	0.547	0.924	-0.0786	0.656	0.914	-0.167	0.346	1
ENSG00000165168	CYBB	chrX	+	37780018	37813461	-0.336	0.76		-1.8	0.196		-0.694	0.553	1
ENSG00000147036	LANCL3	chrX	+	37571569	37684463	1.59	0.0794		2.43	0.00515		2.05	0.0206	1
ENSG00000130962	PRRG1	chrX	+	37349309	37457292	0.0995	0.355	0.861	0.186	0.0818	0.478	0.071	0.507	1
ENSG00000174016	TENT5D	chrX	+	80335504	80445311	-1.32	0.432		-0.736	0.635		0.673	0.633	
ENSG00000165164	CFAP47	chrX	+	35919734	36385317	0.168	0.763		0.103	0.856		0.265	0.633	1
ENSG00000189023	MAGEB16	chrX	+	35798342	35803772	-0.304	0.784		-2.02	0.147		-1.09	0.365	1
ENSG00000198947	DMD	chrX	-	31097677	33339609	0.0236	0.869	0.983	-0.223	0.119	0.549	-0.0536	0.707	1
ENSG00000198814	GK	chrX	+	30653359	30731462	0.573	0.125		-0.294	0.47		0.34	0.372	1
ENSG00000169297	NR0B1	chrX	-	30304206	30309390	-0.399	0.696		0.305	0.754		-0.444	0.672	1
ENSG00000004848	ARX	chrX	-	25003694	25016420	0.911	0.534		1.07	0.463		-0.237	0.883	
ENSG00000101868	POLA1	chrX	+	24693873	24996986	0.125	0.301	0.83	-0.176	0.147	0.589	-0.0241	0.842	1
ENSG00000289472		chrX	+	24168659	24169609	0.221	0.643		-0.062	0.899		0.16	0.738	1
ENSG00000174010	KLHL15	chrX	-	23983716	24027186	0.34	0.0375	0.482	0.47	0.00371	0.118	0.223	0.169	1
ENSG00000165182	CXorf58	chrX	+	23908006	23939509	-0.161	0.97		1.82	0.661		0.905	0.83	
ENSG00000184831	APOO	chrX	-	23833353	23907938	0.365	0.0688	0.577	0.553	0.00528	0.139	0.11	0.585	1
ENSG00000123130	ACOT9	chrX	-	23701055	23766475	-0.102	0.461	0.898	-0.0623	0.652	0.911	-0.0397	0.774	1
ENSG00000123131	PRDX4	chrX	+	23664262	23686397	-0.129	0.225	0.779	0.00515	0.961	0.993	-0.0624	0.553	1
ENSG00000165186	PTCHD1	chrX	+	23334849	23404374	-0.0133	0.953	0.994	-0.102	0.646	0.909	-0.0754	0.735	1
ENSG00000102174	PHEX	chrX	+	22032325	22494713	0.145	0.749	0.962	0.469	0.281		-0.186	0.686	1
ENSG00000149970	CNKSR2	chrX	+	21372801	21654695	0.584	0.0629	0.561	0.367	0.248	0.698	0.539	0.0866	1
ENSG00000184368	MAP7D2	chrX	-	20006713	20116907	-0.0573	0.715	0.959	-0.0872	0.579	0.882	0.0812	0.602	1
ENSG00000147010	SH3KBP1	chrX	-	19533977	19887600	-0.0546	0.493	0.908	-0.0326	0.68	0.923	-0.0618	0.434	1
ENSG00000180815	MAP3K15	chrX	-	19360056	19515508	0.416	0.252	0.804	0.613	0.0862	0.489	0.242	0.505	1
ENSG00000173698	ADGRG2	chrX	-	18989307	19122637	0.375	0.0417	0.497	0.366	0.0469	0.384	0.283	0.126	1
ENSG00000044446	PHKA2	chrX	-	18892298	18984114	0.143	0.139	0.698	0.0609	0.529	0.862	0.166	0.0852	1
ENSG00000237836	PHKA2-AS1	chrX	+	18890296	18894974	-0.521	0.494		-0.389	0.597		-0.0443	0.951	1
ENSG00000086717	PPEF1	chrX	+	18675909	18827921	-0.0864	0.9		-0.0211	0.975		-0.273	0.699	1
ENSG00000008086	CDKL5	chrX	+	18425583	18653629	-0.263	0.0103	0.295	-0.348	0.000614	0.0416	-0.154	0.129	1
ENSG00000102098	SCML2	chrX	-	18239313	18354688	-0.0962	0.7	0.956	-0.121	0.628	0.902	0.0354	0.886	1
ENSG00000225882	LINC01456	chrX	-	17970197	18104644	3.23	0.0279		1.48	0.362		2.18	0.155	
ENSG00000047634	SCML1	chrX	+	17737449	17754988	-0.11	0.6	0.936	-0.0676	0.747	0.945	0.0164	0.937	1
ENSG00000235834		chrX	+	17528435	17587160	1.41	0.0159		0.605	0.326		0.333	0.597	1
ENSG00000169891	REPS2	chrX	+	16946658	17153272	-0.189	0.547	0.924	0.571	0.0569	0.417	0.028	0.928	1
ENSG00000238178		chrX	-	16152941	16170869	2.59	0.0705		0.579	0.716		1.32	0.382	
ENSG00000126010	GRPR	chrX	+	16123565	16153518	0.344	0.691		-0.654	0.485		-0.00746	0.993	1
ENSG00000182287	AP1S2	chrX	-	15825806	15854931	0.163	0.439	0.892	0.0524	0.805	0.96	-0.105	0.623	1
ENSG00000147003	CLTRN	chrX	-	15627318	15675012	0.602	0.371		0.0814	0.907		0.378	0.579	1
ENSG00000130234	ACE2	chrX	-	15494566	15607236	0.114	0.476	0.901	0.537	0.000607	0.0413	0.16	0.314	1
ENSG00000087842	PIR	chrX	-	15384799	15493564	0.0962	0.598	0.935	0.3	0.097	0.514	0.0953	0.601	1
ENSG00000046647	GEMIN8	chrX	-	14006726	14029893	0.072	0.679	0.951	0.138	0.426	0.816	0.08	0.646	1
ENSG00000289449		chrX	+	13773311	13773935	-0.358	0.489		-0.826	0.126		-1.25	0.0265	1
ENSG00000123595	RAB9A	chrX	+	13689128	13710504	-0.23	0.0316	0.449	-0.151	0.155	0.599	-0.0646	0.542	1
ENSG00000176896	TCEANC	chrX	+	13653112	13681964	-0.373	0.0686	0.577	-0.0228	0.909	0.984	-0.22	0.278	1
ENSG00000101916	TLR8	chrX	+	12906620	12923169	-1.8	0.315		-0.462	0.77		0.563	0.699	1
ENSG00000196664	TLR7	chrX	+	12867072	12890361	-0.399	0.0146	0.337	-0.34	0.0362	0.341	-0.236	0.144	1
ENSG00000101911	PRPS2	chrX	+	12791355	12824222	-0.212	0.138	0.697	-0.188	0.184	0.64	-0.0914	0.519	1
ENSG00000047648	ARHGAP6	chrX	-	11117651	11665920	-0.735	0.000407	0.0549	-0.883	2.48e-05	0.00496	-0.616	0.00279	1
ENSG00000101871	MID1	chrX	-	10445310	10833654	0.142	0.327	0.85	-0.0432	0.763	0.95	0.0174	0.904	1
ENSG00000101850	GPR143	chrX	-	9725346	9786297	1.24	0.00766	0.26	0.631	0.19		0.672	0.161	1
ENSG00000101849	TBL1X	chrX	+	9463320	9741037	0.23	0.00176	0.133	0.22	0.00258	0.0984	0.133	0.07	1
ENSG00000101846	STS	chrX	+	7147237	7804358	-0.0802	0.472	0.9	-0.199	0.0718	0.451	-0.0283	0.798	1
ENSG00000006756	ARSD	chrX	-	2903972	2929349	0.127	0.274	0.815	0.138	0.235	0.688	0.157	0.177	1
ENSG00000169084	DHRSX	chrX	-	2219506	2502805	-0.0503	0.673	0.95	-0.311	0.0107	0.204	-0.000401	0.997	1
ENSG00000197976	AKAP17A	chrX	+	1591604	1602520	-0.2	0.201	0.76	-0.0473	0.76	0.949	-0.13	0.403	1
ENSG00000182378	PLCXD1	chrX	+	276322	303356	-0.15	0.288	0.821	-0.0998	0.475	0.841	-0.0387	0.782	1
ENSG00000198695	MT-ND6	chrM	-	14149	14673	-0.217	0.504	0.911	-0.36	0.262	0.71	0.109	0.734	1
ENSG00000198938	MT-CO3	chrM	+	9207	9990	0.0525	0.747	0.962	-0.0747	0.643	0.908	-0.00638	0.968	1
ENSG00000228253	MT-ATP8	chrM	+	8366	8572	0.197	0.566	0.927	-0.14	0.679	0.923	-0.12	0.724	1
ENSG00000198804	MT-CO1	chrM	+	5904	7445	-0.00534	0.973	0.998	0.00382	0.98	0.996	-0.016	0.917	1
ENSG00000198763	MT-ND2	chrM	+	4470	5511	0.0962	0.694	0.955	-0.0903	0.709	0.934	-0.0446	0.854	1
ENSG00000290585		chr9	+	138217068	138252994	0.608	0.661	0.947	0.166	0.904	0.982	0.0427	0.975	1
ENSG00000290588		chr9	+	138150075	138177433	0.123	0.874		0.0835	0.915		0.196	0.8	1
ENSG00000148408	CACNA1B	chr9	+	137877782	138124624	-0.862	0.285		-0.0326	0.965		-0.314	0.683	1
ENSG00000165724	ZMYND19	chr9	-	137582081	137590512	-0.0172	0.868	0.983	-0.00173	0.987	0.997	-0.00565	0.956	1
ENSG00000148399	DPH7	chr9	-	137554444	137578925	-0.0726	0.544	0.924	-0.153	0.203	0.656	-0.000109	0.999	1
ENSG00000165802	NSMF	chr9	-	137447570	137459334	-0.08	0.549	0.925	-0.16	0.231	0.683	-0.0278	0.834	1
ENSG00000188833	ENTPD8	chr9	-	137434364	137441816	0.403	0.423		0.441	0.376		-0.395	0.456	1
ENSG00000187609	EXD3	chr9	-	137306896	137423211	0.231	0.295	0.826	0.404	0.064	0.435	0.18	0.415	1
ENSG00000188986	NELFB	chr9	+	137255327	137273542	-0.107	0.356	0.861	-0.124	0.28	0.723	0.0468	0.683	1
ENSG00000188163	FAM166A	chr9	-	137243584	137247770	0.723	0.785		-0.982	0.714		-0.052	0.985	
ENSG00000198569	SLC34A3	chr9	+	137230757	137236555	0.0656	0.988		0.00485	0.999		1.91	0.656	
ENSG00000050030	NEXMIF	chrX	-	74732856	74925472	1.02	0.104		0.847	0.179		0.872	0.165	1
ENSG00000212864	RNF208	chr9	-	137220247	137222240	-0.0141	0.952	0.994	0.0581	0.804	0.959	0.323	0.16	1
ENSG00000188566	NDOR1	chr9	+	137205685	137219361	0.0865	0.528	0.92	-0.0295	0.829	0.967	0.168	0.217	1
ENSG00000187713	TMEM203	chr9	-	137204082	137205648	-0.1	0.373	0.867	-0.0681	0.544	0.868	-0.0828	0.461	1
ENSG00000177239	MAN1B1	chr9	+	137086857	137109189	0.0165	0.849	0.979	0.0248	0.773	0.951	0.0737	0.391	1
ENSG00000197355	UAP1L1	chr9	+	137077517	137084539	0.186	0.459	0.898	0.17	0.495	0.847	0.239	0.338	1
ENSG00000231864		chr9	+	137063535	137064581	-0.0331	0.994		-0.00673	0.999		0.946	0.82	
ENSG00000186193	SAPCD2	chr9	-	137062127	137070557	0.0363	0.837	0.978	0.0682	0.696	0.93	0.033	0.85	1
ENSG00000180539	LINC02908	chr9	+	137027464	137037957	0.876	0.573		0.586	0.713		0.499	0.756	
ENSG00000214402	LCNL1	chr9	+	136981904	136986410	0.639	0.0792	0.601	0.61	0.091	0.499	0.505	0.164	1
ENSG00000198454	LINC02692	chr9	+	136969243	136971990	-1.63	0.405		-0.0801	0.964		-0.605	0.744	
ENSG00000184925	LCN12	chr9	+	136949551	136955497	0.851	0.371		1.15	0.219		0.782	0.413	1
ENSG00000127191	TRAF2	chr9	+	136881912	136926607	0.0153	0.888	0.984	0.0584	0.588	0.886	-0.0651	0.549	1
ENSG00000177943	MAMDC4	chr9	+	136850943	136860799	0.429	0.102	0.645	0.122	0.647	0.909	0.145	0.587	1
ENSG00000232434	AJM1	chr9	+	136842478	136848801	0.534	0.153	0.721	0.52	0.161	0.609	0.445	0.232	1
ENSG00000196642	RABL6	chr9	+	136807943	136841187	0.0444	0.682	0.952	0.0488	0.649	0.911	0.0702	0.513	1
ENSG00000244187	TMEM141	chr9	+	136791344	136793317	0.138	0.684	0.952	0.432	0.2	0.653	-0.0213	0.95	1
ENSG00000177984	LCN15	chr9	-	136759634	136766255	-1.22	0.487		-0.0498	0.974		-0.575	0.728	
ENSG00000165716	DIPK1B	chr9	+	136712572	136724742	-0.0386	0.769	0.967	-0.0699	0.595	0.89	-0.0893	0.498	1
ENSG00000279141		chr9	-	136612024	136617181	-1.42	0.304		0.0661	0.955		-0.816	0.516	1
ENSG00000148400	NOTCH1	chr9	-	136494433	136546048	-0.114	0.557	0.927	-0.0483	0.801	0.958	-0.0139	0.942	1
ENSG00000196366	C9orf163	chr9	+	136483495	136486067	-0.528	0.403		-0.304	0.625		-0.104	0.864	1
ENSG00000148396	SEC16A	chr9	-	136440096	136483759	-0.111	0.275	0.815	-0.0365	0.718	0.937	-0.0392	0.698	1
ENSG00000148384	INPP5E	chr9	-	136428619	136439845	0.214	0.265	0.811	0.194	0.307	0.743	0.126	0.51	1
ENSG00000187796	CARD9	chr9	-	136363956	136373681	0.388	0.304	0.832	0.405	0.281	0.724	0.426	0.257	1
ENSG00000262075		chr9	-	136322303	136327323	1.61	0.0797		0.259	0.8		-0.727	0.537	1
ENSG00000260220	CCDC187	chr9	-	136249973	136306901	-0.206	0.719		-0.116	0.838		0.633	0.236	1
ENSG00000165661	QSOX2	chr9	-	136206333	136245812	0.049	0.756	0.964	-0.347	0.0285	0.31	-0.0124	0.937	1
ENSG00000238227	TMEM250	chr9	-	136114581	136118875	-0.015	0.889	0.984	-0.0281	0.794	0.958	0.0707	0.51	1
ENSG00000107147	KCNT1	chr9	+	135702185	135795508	0.569	0.29		0.5	0.352		0.559	0.297	1
ENSG00000165643	SOHLH1	chr9	-	135693407	135704498	-0.891	0.492		-0.522	0.683		-0.674	0.601	1
ENSG00000122140	MRPS2	chr9	+	135499984	135504673	-0.156	0.136	0.696	0.111	0.28	0.723	0.0243	0.814	1
ENSG00000228877		chr9	+	134527182	134545244	-0.599	0.63		-0.481	0.695		-0.891	0.486	
ENSG00000223795		chr9	+	134505472	134521442	-0.219	0.899		-0.431	0.806		-1.16	0.53	
ENSG00000196363	WDR5	chr9	+	134135365	134159968	0.00127	0.987	0.999	0.0521	0.514	0.856	0.134	0.0924	1
ENSG00000160293	VAV2	chr9	-	133761894	133992604	0.15	0.0666	0.571	0.102	0.21	0.661	0.0674	0.409	1
ENSG00000123453	SARDH	chr9	-	133663560	133739955	-0.452	0.385		-0.969	0.076		-0.817	0.128	1
ENSG00000225756	DBH-AS1	chr9	-	133654586	133657313	1.13	0.16		0.513	0.54		0.554	0.508	1
ENSG00000123454	DBH	chr9	+	133636363	133659329	2.31	0.591		-0.0157	0.997		2.51	0.554	
ENSG00000197859	ADAMTSL2	chr9	+	133532164	133575519	0.412	0.407		0.0281	0.956		-0.2	0.699	1
ENSG00000148300	REXO4	chr9	-	133406059	133418096	-0.127	0.26	0.808	-0.185	0.102	0.523	-0.0857	0.447	1
ENSG00000198870	STKLD1	chr9	+	133376366	133406096	-0.269	0.796		0.169	0.866		-0.0476	0.963	1
ENSG00000148248	SURF4	chr9	-	133361450	133376166	-0.204	0.0694	0.579	-0.0468	0.673	0.921	-0.0549	0.622	1
ENSG00000148362	PAXX	chr9	+	136992422	136993984	0.00405	0.98	0.998	0.184	0.252	0.701	0.0235	0.884	1
ENSG00000175164	ABO	chr9	-	133233278	133276024	0.717	0.635		1.61	0.261		2.04	0.147	
ENSG00000290769		chr9	+	133079900	133087355	-1.46	0.109		0.429	0.575		-0.632	0.449	1
ENSG00000288989		chr9	-	133028145	133030474	0.51	0.613		0.489	0.627		-0.46	0.675	1
ENSG00000165702	GFI1B	chr9	+	132944000	132991687	-0.0191	0.994		-0.00659	0.998		0.581	0.804	
ENSG00000224992		chr9	-	132768965	132770212	2.45	0.537		-0.00205	1		0.959	0.811	
ENSG00000165695	AK8	chr9	-	132725578	132878777	0.835	0.533		-0.000901	0.999		-2.93	0.0853	
ENSG00000125485	DDX31	chr9	-	132592997	132670401	0.0795	0.455	0.897	-0.0929	0.388	0.795	0.0483	0.651	1
ENSG00000107290	SETX	chr9	-	132261356	132354986	0.0876	0.367	0.865	0.0118	0.903	0.982	0.0771	0.424	1
ENSG00000196358	NTNG2	chr9	+	132162058	132244526	0.606	0.683		-0.0144	0.992		-0.416	0.793	
ENSG00000230289		chr9	-	131516558	131522229	0.152	0.843		0.488	0.512		0.603	0.415	1
ENSG00000160539	PLPP7	chr9	+	131289459	131359022	0.606	0.197		1.23	0.0061		0.62	0.184	1
ENSG00000126882	FAM78A	chr9	-	131258076	131277365	0.243	0.228	0.781	0.128	0.528	0.862	0.195	0.333	1
ENSG00000126883	NUP214	chr9	+	131125573	131234663	-0.0303	0.676	0.95	-0.0462	0.521	0.86	-0.0316	0.66	1
ENSG00000050555	LAMC3	chr9	+	131009174	131094473	-0.397	0.62		-0.252	0.75		-1.2	0.178	1
ENSG00000130720	FIBCD1	chr9	-	130902438	130939286	0.0408	0.84	0.978	0.159	0.426	0.816	0.204	0.306	1
ENSG00000188710	QRFP	chr9	-	130892707	130896812	0.976	0.342		1.32	0.185		1.16	0.251	1
ENSG00000130707	ASS1	chr9	+	130444961	130501274	0.0425	0.718	0.959	0.279	0.0163	0.246	-0.0232	0.843	1
ENSG00000107130	NCS1	chr9	+	130172404	130237303	-0.181	0.288	0.821	-0.41	0.0162	0.246	-0.108	0.525	1
ENSG00000289226		chr9	-	130053392	130053879	-0.226	0.546		-0.00168	0.996		-0.0651	0.86	1
ENSG00000136878	USP20	chr9	+	129834698	129881828	-0.0328	0.788	0.971	0.0209	0.863	0.974	0.0963	0.426	1
ENSG00000236024	PRRX2-AS1	chr9	-	129712896	129718635	-0.969	0.8		-0.965	0.798		0.9	0.81	
ENSG00000167157	PRRX2	chr9	+	129665647	129722674	-1.8	0.55		-1.87	0.531		-1.85	0.534	
ENSG00000179058	C9orf50	chr9	-	129612225	129621101	1.78	0.588		1.88	0.564		2.35	0.465	
ENSG00000148335	NTMT1	chr9	+	129608884	129636135	-0.102	0.348	0.858	0.00871	0.936	0.989	0.0521	0.629	1
ENSG00000261334		chr9	-	129480605	129482538	0.892	0.356		-0.634	0.575		-0.0197	0.985	1
ENSG00000204054	LINC00963	chr9	+	129476946	129513687	0.225	0.511	0.914	0.81	0.0166	0.247	0.232	0.493	1
ENSG00000226355		chr9	+	129438216	129447545	-0.808	0.8		0.83	0.79		-0.917	0.772	
ENSG00000233901	LINC01503	chr9	+	129332300	129359549	0.162	0.811		-0.0251	0.971		0.139	0.837	1
ENSG00000179082	LINC02913	chr9	+	129321016	129324905	-0.255	0.771		-1.88	0.0887		-1.45	0.155	1
ENSG00000119383	PTPA	chr9	+	129110950	129148946	-0.118	0.126	0.68	-0.128	0.0951	0.51	0.0207	0.787	1
ENSG00000167130	DOLPP1	chr9	+	129081111	129090438	-0.226	0.0387	0.487	-0.214	0.0488	0.39	-0.0548	0.613	1
ENSG00000148343	MIGA2	chr9	+	129036621	129072082	-0.209	0.0696	0.579	-0.0824	0.47	0.839	-0.0529	0.642	1
ENSG00000267834		chr9	-	129004502	129004998	0.828	0.0934		0.702	0.16		-0.21	0.703	1
ENSG00000136802	LRRC8A	chr9	+	128882133	128918039	0.0134	0.871	0.983	0.102	0.211	0.663	0.138	0.0894	1
ENSG00000167136	ENDOG	chr9	+	128818500	128822676	0.271	0.19	0.75	0.388	0.0589	0.422	0.415	0.0426	1
ENSG00000107021	TBC1D13	chr9	+	128787253	128810430	-0.0815	0.475	0.9	-0.0456	0.688	0.927	0.000936	0.993	1
ENSG00000160445	ZER1	chr9	-	128729786	128772414	0.0448	0.621	0.941	-0.0433	0.632	0.904	0.0661	0.463	1
ENSG00000223478	ZDHHC12-DT	chr9	+	128724435	128733199	-0.307	0.201	0.761	0.0832	0.722	0.939	-0.0409	0.862	1
ENSG00000160446	ZDHHC12	chr9	-	128720870	128724127	0.0482	0.776	0.969	0.0493	0.77	0.951	0.22	0.189	1
ENSG00000160447	PKN3	chr9	+	128702503	128720916	-0.0549	0.743	0.961	-0.269	0.11	0.533	0.0564	0.735	1
ENSG00000234705	HMGA1P4	chr9	-	128663129	128684493	0.0756	0.966		0.61	0.725		-0.76	0.688	
ENSG00000197694	SPTAN1	chr9	+	128552558	128633662	0.107	0.409	0.881	0.0619	0.631	0.904	0.138	0.284	1
ENSG00000119392	GLE1	chr9	+	128504655	128543874	0.111	0.246	0.798	0.0446	0.64	0.908	0.0977	0.305	1
ENSG00000136811	ODF2	chr9	+	128455186	128501292	0.176	0.034	0.464	0.0454	0.584	0.886	0.144	0.0802	1
ENSG00000273186		chr9	+	128431598	128432006	0.13	0.832		0.0532	0.932		-0.00768	0.99	1
ENSG00000167118	URM1	chr9	+	128371361	128392016	0.104	0.338	0.853	0.14	0.198	0.651	0.176	0.104	1
ENSG00000167114	SLC27A4	chr9	+	128340527	128361470	-0.23	0.0459	0.51	-0.28	0.0147	0.235	0.0188	0.869	1
ENSG00000167113	COQ4	chr9	+	128322544	128334072	0.0895	0.583	0.932	-0.0126	0.939	0.99	0.118	0.469	1
ENSG00000272696		chr9	+	128316337	128316909	-0.334	0.509	0.914	0.364	0.448		-0.209	0.676	1
ENSG00000167112	TRUB2	chr9	-	128305159	128322447	-0.0464	0.707	0.957	-0.212	0.0856	0.488	-0.0425	0.729	1
ENSG00000106976	DNM1	chr9	+	128191655	128255248	0.154	0.769		0.0447	0.933		-0.0999	0.852	1
ENSG00000148337	CIZ1	chr9	-	128161251	128204383	-0.024	0.774	0.968	-0.143	0.0867	0.49	-0.0404	0.628	1
ENSG00000171159	BBLN	chr9	+	128160265	128163924	-0.217	0.225	0.779	-0.208	0.245	0.695	-0.0953	0.592	1
ENSG00000232850		chr9	+	128128529	128130628	0.553	0.647		-0.741	0.586		-0.383	0.769	
ENSG00000234771	SLC25A25-AS1	chr9	-	128108581	128118693	0.112	0.619	0.941	-0.16	0.484	0.843	0.0613	0.785	1
ENSG00000171169	NAIF1	chr9	-	128061233	128068206	0.148	0.36	0.863	0.137	0.397	0.798	0.165	0.307	1
ENSG00000227218		chr9	+	127934503	127940952	0.37	0.8		1.01	0.465		1.18	0.387	
ENSG00000167103	PIP5KL1	chr9	-	127920881	127930785	0.108	0.777	0.969	0.434	0.243	0.693	0.0451	0.905	1
ENSG00000136840	ST6GALNAC4	chr9	-	127907886	127917041	-0.28	0.375	0.868	-0.0938	0.763	0.95	-0.0019	0.995	1
ENSG00000160408	ST6GALNAC6	chr9	-	127885321	127905408	-0.219	0.406	0.88	-0.0887	0.734	0.942	-0.0798	0.76	1
ENSG00000159069	FBXW5	chr9	-	136940435	136944738	-0.0202	0.884	0.984	0.182	0.186	0.641	0.0486	0.724	1
ENSG00000225032		chr9	+	127816066	127822520	0.00699	0.993		0.283	0.721		0.243	0.76	1
ENSG00000106991	ENG	chr9	-	127815013	127854658	0.232	0.483	0.905	0.524	0.109	0.531	0.0782	0.811	1
ENSG00000136807	CDK9	chr9	+	127785679	127790792	-0.0456	0.561	0.927	0.0611	0.432	0.82	0.0461	0.553	1
ENSG00000167094	TTC16	chr9	+	127716079	127731590	-1.95	0.465		0.0282	0.991		-1.88	0.479	
ENSG00000136854	STXBP1	chr9	+	127579370	127696027	0.228	0.0282	0.437	0.385	0.000174	0.0201	0.188	0.0686	1
ENSG00000197958	RPL12	chr9	-	127447674	127451406	-0.135	0.122	0.677	-0.0209	0.808	0.961	-0.0608	0.482	1
ENSG00000136859	ANGPTL2	chr9	-	127087348	127122635	0.715	0.0367	0.478	0.341	0.327	0.757	0.425	0.22	1
ENSG00000136828	RALGPS1	chr9	+	126914774	127223166	0.32	0.0312	0.448	0.369	0.0127	0.219	0.307	0.0391	1
ENSG00000177125	ZBTB34	chr9	+	126860639	126885878	0.0758	0.562	0.927	0.198	0.126	0.56	-0.0157	0.904	1
ENSG00000136944	LMX1B	chr9	+	126613928	126701032	1.11	0.178		0.704	0.406		0.419	0.628	1
ENSG00000119487	MAPKAP1	chr9	-	125437393	125707234	-0.11	0.219	0.776	-0.178	0.0452	0.379	-0.0517	0.559	1
ENSG00000289285		chr9	-	124868229	124869079	-0.193	0.717		0.504	0.317		0.131	0.8	1
ENSG00000136918	WDR38	chr9	+	124853417	124857890	0.768	0.791		0.796	0.781		-0.0397	0.989	
ENSG00000185585	OLFML2A	chr9	+	124777133	124814885	0.328	0.574	0.928	0.763	0.185		0.219	0.712	1
ENSG00000288642	CDR1	chrX	-	140783578	140784366	-3.38	0.103		-1.25	0.523		-0.248	0.892	
ENSG00000136930	PSMB7	chr9	-	124353465	124415444	-0.12	0.181	0.745	-0.1	0.258	0.708	-0.0642	0.469	1
